Unnamed: 0,pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
2252,12468,"Wedekind, Frank_Präludium_1891","Wedekind, Frank",Präludium,1891,"Es graut der Morgen und die Sterne sinken , Bis alle in der kalten Flut ertrinken . Die große Sonne majestätisch brennt Schon feuerrot am fernen Firmament . Kalliope , die schönste der neun Musen , Erhebt sich in der goldnen Strahlen Schein Von ihrem Lager , und ihr stolzer Busen Saugt lechzend frische Morgendüfte ein . Noch ganz entkleidet , ohne mit den Saiten läßt erklingen . Des Waldes dunkle Kühle nimmt sie auf , Und folgend eines Baches klarem Lauf Gelangt sie rasch mit zielbewußtem Schritte In ihres Reiches unwegsame Mitte . Hier läßt sie sich auf einen Baumstumpf nieder . Im weiten Umkreis herrscht das tiefste Schweigen Bis auf ein Wispern in den höchsten Zweigen , Bis auf ein Felsenecho ihrer Lieder . Die Strahlen schießen senkrecht nun herunter , Die ganze Schöpfung , eben noch so munter , Erschlafft im Zittern ausgestoßner Gluten . Kalliope tritt an des Baches Rand , Sie legt die goldne Laute aus der Hand , Sie steigt hinab in die kristallnen Fluten . Die Wasser kommen zögernd angezogen , Sie läßt von ihnen sich das Haar zerwühlen , Die volle Brust , den weißen Leib bespülen , Glückatmend treibt sie auf den kalten Wogen . Sie dichtet summend eine Melodie , Gedanken haben Fleisch und Blut erhalten , Als Menschenkinder wandeln die Gestalten Vorbei an ihrer klaren Phantasie . Im schönen Land Italien weilt ihr Sinn , Ihr Herz verschwendet seine reichsten Gaben . Sie singt von Felix , einem Hirtenknaben , Von Galathea einer Schäferin .",256,Naturalismus,Naturalismus
339,10172,"Weissmann, Maria Luise_Robinson und der Papagei_1914","Weissmann, Maria Luise",Robinson und der Papagei,1914,"Als ich dich traf mit dem gefiederten Pfeil, Du schönes Farbenspiel von Blau und Grün, Langsam genasest du. Dein Fuß war heil; Doch mochtest du nicht ganz mir mehr entfliehn: Oft hört ich flattern plötzlich dich vom Ast – Ich wanderte – da, dein vertrauter Ton Rief, spottend, mich zurück, der ich mir fast Entgangen endlich, rief: Robinson! Robinson...",72,Expressionismus,Expressionismus
856,26324,Klabund_16._1909,Klabund,16.,1909,"Ich springe aus einem fremden Bett Der Schweinebraten heute war ziemlich fett Es rumort im Darm Ich muss gehn Ich glaube ich hielt den Mond im Arm Er zelebrierte eine Hyazinthe im Maul Bleib doch noch , Paul – Auf Wiedersehn.Was soll werden ? Weisst du das ? Friede auf Erden Glück und Glas Die letzte Untergrundbahn hab ich versäumt Eine Autohaltestelle ist auch grosse Zeh ? Ich langweile mich tödlich Getreu bis zum Grab Schieb ab , kleine Dirne , Es leuchten die Firne Schieb ab , schieb ab – Die Kinder wie Ratten in den feuchten Kellern krepieren Die Mütter in ihren dünnen Hemden frieren Keine Kohle Kein Brot Keine Sohle Kein TodEin halbes Leben Ein halbes Sterben Gott im Himmel ich kann nicht vergeben – Rachitische Braut Aus deiner ledernen Haut Wollen wir dir deine Hochzeitsschuhe gerben Denn deine letzten Pantinen Hat dir mit heitersten Mienen Dein zweiter Kerl geklaut.Es ist scheusslich kalt In der Passage ist eine alte Frau erfroren Sie hat auf die Steinfliesen ein blindes Kind geboren Die Sitte nahm es mit : Kleines Biest Sei froh dass du die Friedrichstrasse nicht siehst Wie ein Vogel hat sich das Kind an den Schutzmann gekrallt Aber der liebe Gott geht in einem angewärmten Schafpelz durch den Wald . Er ist der liebe gute alte Mann Dem man nicht böse werden kann Er kommt wie der lahme Revierförster angesackt Achtung : Grossaufnahme Letzter Akt Monumentalfilm : Die Schöpfung ( Die Schröpfung ) Titel : Gelobt sei dein Namen In Ewigkeit Amen .",256,Jahrhundertwende,Expressionismus
598,44890,"Heym, Georg_22._1899","Heym, Georg",22.,1899,"Viel Kammern, Gänge, Nester, dunkle Orte, Dem Bienenstock in hohlem Baume gleich, Sind in der Finsternis, in Hades' Reich. Die Welle führt sie durch die dunklen Porte.Sie landen an und treten durch die Pforte In Hades' Dunkel, in den weiten Saal. Die Schatten wogen um sie ohne Zahl. In Reihe treten sie, des Zugs Eskorte.Die toten Krieger nahen Hades' Throne. Sie sehn sein Riesenhaupt in Nacht sich heben Und Wolkenmeere ziehn um seine Krone.Sie nahn den Höfen, da sie wohnen sollen. Und scharweis sie durch ihre Tore schweben, Dem Rauch gleich quellend in die dunklen Stollen.",115,Jahrhundertwende,Expressionismus
2881,73496,"Liliencron, Detlev von_UNTITLED_1883","Liliencron, Detlev von",UNTITLED,1883,"Der König schläft im purpurnen Zelt,  Blauampellicht gefangen hältVor den Deichen ebben die Wasser dumpf, Durch die Nacht wiehert ein Pferd. Die Frösch’ im Sumpf,",45,Naturalismus,Naturalismus
2738,28744,"Hartleben, Otto Erich_[Als Knabe hab ich dich geliebt]_1885","Hartleben, Otto Erich",[Als Knabe hab ich dich geliebt],1885,"Als Knabe hab ich dich geliebt und du, ein süsses Kind, auch mich: wenn es auf Erden Reines giebt, traf da die Gnade mich und dich.Da schon ich heisse Lieder sang, in mich verscheucht, fremd in der Welt, noch stets in meinem Herzen klang Erinnrung, phantasiegeschwellt. –Seitdem hatt ich den Ton verlernt, bei dem die Seele einst gebebt: ich war dir nah und doch entfernt, ich habe ohne dich gelebt.Doch heut, heut sah ich dich im Traum und küsste wieder deinen Mund. Zwar, dich zu fühlen, wagt ich kaum, und fühlte doch der Brüste Rund.Das weiche, warme Braun des Haars, der braunen Augen blitzender Schein, das spöttische Kindeslachen wars ... Und – bin erwacht und – bin allein.",139,Naturalismus,Naturalismus
1395,39725,"Ringelnatz, Joachim_UNTITLED_1908","Ringelnatz, Joachim",UNTITLED,1908,"In Hamburg lebten zwei Ameisen, Die wollten nach Australien reisen. Bei Altona auf der Chaussee Da taten ihnen die Beine weh, Und da verzichteten sie weise Denn auf den letzten Teil der Reise.So will man oft und kann doch nicht Und leistet dann recht gern Verzicht.",50,Jahrhundertwende,Jahrhundertwende
493,10179,"Weissmann, Maria Luise_Robinson nimmt Abschied von der Insel_1914","Weissmann, Maria Luise",Robinson nimmt Abschied von der Insel,1914,"Nun lehrst du mich das Letzte: lehrst zu gehn - O schwerer Abschied! – kleine Insel, Land, Das mir erwuchs: ich küsse deinen Strand. In dich gebettet, in dir zu bestehn Wie sehnt ich mich! Wir waren eins geworden In langer Liebe: Meine Seele strich Rauschend durch deine Wälder, stürzte sich Brausend in deine Flüsse, sang in Worten Tief aus dir atmend auf. O Reich, verliehen Mir, ins Verwandte tief verwandt zu reichen: O Leib aus Erde, Wasser, Salz, Gestein! Und nun Verbleichen, abendliches Weichen In das Gewesene – o daß uns kein Verweilen ward! Daß Ewigkeit uns nur, Verwandelten, ein schmales Teil mag sein; Dem ewig Gehenden ewige Spur.",135,Expressionismus,Expressionismus
405,10141,"Weissmann, Maria Luise_Ode an Sebastian_1914","Weissmann, Maria Luise",Ode an Sebastian,1914,"Oh, Du warst Baum! Darinnen Vögel schliefen. Winde sich hold vermählten. Leoparden bogen kühl. Ein Lamm, Gewölk, lag leicht an Dich gebettet, Auch warst Du weit, daß fernster Städte Dach Noch Deiner Zweige Schatten überwölbte. Oh, Du warst weit! Ich konnte Deinen Wurzeln, die Den Ball, verspielte Hände, eng umschlangen, nicht Entgehen; Knöchel sank und blutete betränt. Und Du warst groß! Es hing der Abendstern an Dir Und losch vergrämt, als Du mit Stürmen Dich besprachst, Du trugst die Sonne auf erhobnem Haupt, Nacht sank in Trauer, da Du es geneigt.",115,Expressionismus,Expressionismus
888,26127,Klabund_O Glück! O Schmerz!_1909,Klabund,O Glück! O Schmerz!,1909,"O Glück, so in den Tag hineinzusprühn, Ich lasse mich bald hier- bald dorthin glühn Von einem Mädchenblick, von einer Hand, Die, weiß nicht wie, die meine fand Und mich nun einen Augenblick umspannt, Vielleicht auch zwei, vielleicht auch eine Nacht... O Schmerz, wenn schmerzlich dann die Früh erwacht! Das Zimmer ist so blaß, die Luft so kalt, Das Herz so müde – und das Weib so alt. Und jene Hand, die Licht in Nacht geblößt, Hängt steif am Bettrand, irgendleidbeschwert, Ist nur gefaßt noch, nicht begehrt, Hat mutlos sich und stumm und wie ein weißer Traum von uns gelöst.",121,Jahrhundertwende,Expressionismus
1832,44045,"Lautensack, Heinrich_Vom Übermut einer Tänzerin zur Nacht_1900","Lautensack, Heinrich",Vom Übermut einer Tänzerin zur Nacht,1900,"So hantiert ein stämm'ger Fischer tief gebückt in seiner Zill'n an sein'm Netz –mit den Schuhen schier ausgleitend rechts und links die Seitenwänd' schier hochgleitend –und die ganze Zill'n, die wackelt dabei wie ein einzig's Brett – so wie ich jetz', jetz' und jetz' von dem pflasterten Boden der Besinnung verlassen und die gache Böschung der Gesittung einfach rrrrrunterg'saust in dein'm Bett steh – in ... dein'm ... Bett –Segel mein Korsett, So war ich dir noch nie zu Will'n.",98,Jahrhundertwende,Jahrhundertwende
1853,45698,"Rilke, Rainer Maria_14._1900","Rilke, Rainer Maria",14.,1900,"Wir gehen um mit Blume, Weinblatt, Frucht. Sie sprechen nicht die Sprache nur des Jahres. Aus Dunkel steigt ein buntes Offenbares und hat vielleicht den Glanz der Eifersuchtder Toten an sich, die die Erde stärken. Was wissen wir von ihrem Teil an dem? Es ist seit lange ihre Art, den Lehm mit ihrem freien Marke zu durchmärken.Nun fragt sich nur: tun sie es gern?... Drängt diese Frucht, ein Werk von schweren Sklaven, geballt zu uns empor, zu ihren Herrn?Sind und gönnen uns aus ihren Überflüssen dies Zwischending aus stummer Kraft und Küssen?",109,Jahrhundertwende,Jahrhundertwende
428,26221,Klabund_Der Tod des Adonis_1909,Klabund,Der Tod des Adonis,1909,"Sieben Wochen schon schreit Kypris, Denn Adonis starb, Der schönste der Menschen. Die Sterne weinen nachts Sternschnuppen, Und salzig von Tränen ist Das Gewässer der Flüsse. An den Quellen sitzen die Nymphen Und schluchzen, Und jammernd durch Feld und Hain Streifen Eroten. Ihr Klagegeschrei Ai ai ai Durchhallt die Schluchten und schreckt Den einsamen Wanderer.Unseligen Tod Starb der Geliebte. Denn als er wandelt Durch den Wald, Begegnet ihm ein wilder Eber,Der alsogleich entbrennt wider den Schönen In Liebe. Liebkosend er gegen ihn sprang. Aber so rauh war seine Zärtlichkeit, Dass mit den Hauern er Dem schönen Knaben Die Brust zerriss.Unbeerdigt lag er im Moose Unverwest. Kein Wurm ihn benagte Und keine Krähe ihn hackte. Der Mond hielt mit bleicher Fackel Die Totenwacht. Die Geister der untern Welt, Sie kamen Schleichend und schillernd Herauf Und sassen am weissen Strom seines Leibes Wie an den Ufern des heiligen Flusses.Und Charon nahm Am siebenten Tage Den leuchtenden Leichnam Auf seine Schulter wie ein totes Reh, Das der Jäger nach Hause trägt Zu den Seinen.Der Leichnam blinkte In den Grotten der UnterweltWie eine weisse Ampel. Von allen Seiten Die toten Seelen Wie nächtliche Falter zum Lichte flogen, Bis sie ihn deckten Bedeckten Und er Unter den schwarzen Flügelschlägen Erlosch.",227,Jahrhundertwende,Expressionismus
