Unnamed: 0,pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
718,21050,"Stadler, Ernst_UNTITLED_1898","Stadler, Ernst",UNTITLED,1898,Du über deren Lippen leis in linden Frühsommernächten trunkne Worte schweben: Nun will ich deinen jungen Leib umwinden und deiner Seele süße Last entbinden und aller Träume wundervolles Webenin Märchenaugen rätselhaft gespiegelt wie Lilien sich zu dunklen Wassern neigen – Schon fühl ich schwankend in gelöstem Reigen aus Purpurschächten zauberkühn entriegelt ein Fremdes Ahnungsvolles wirkend steigen –Schon trägt vom jungen Morgenwind gezogen das goldne Schiff uns auf geklärten Wellen zu neuem Meer. Schon sehen wir im hellen Dunstflor der Fernen weiß vom Gischt umflogen die blauen Inselkuppen ladend schwellengestreift von früher Sonne scheuem Schein in warmem Kranz die sanften grünen Buchten – Schon steigen wir durch Tal und feuchte Schluchten und schauen strahlend über schwarzem Hain die Wundergärten die wir sehnend suchten –,125,Jahrhundertwende,Expressionismus
388,26318,Klabund_UNTITLED_1909,Klabund,UNTITLED,1909,Nummer 1 trägt eine Radfahrermütze. Nummer 2 hat die Krätze. Nummer 3 erinnert sich an seine dritte Braut. Nummer 4 weint.Der Wärter rasselt mit den Schlüsseln. Öffnet keine Pforte. Oben im ovalen Fenster Hängt der Himmel wie eine Scheibe Brot.Hunger Hunger nach dem Himmel Hunger Hunger nach der Scheibe Brot und nach der Sonnenscheibe.Nach dem Schreiten weiten Schreiten in die Weiten. Hunger Hunger nach dem kleinsten Lächeln Einer verfallenen Frau.Hier ist kein Ausgang und kein Ende. Paragraphen Trafen Tödlich. Vor den Augen saust es rötlich. An den Mauern trommeln Stümpfe ohne Hände.,102,Jahrhundertwende,Expressionismus
1267,45435,"Rilke, Rainer Maria_Ernste Stunde_1900","Rilke, Rainer Maria",Ernste Stunde,1900,"Wer jetzt weint irgendwo in der Welt, ohne Grund weint in der Welt, weint über mich.Wer jetzt lacht irgendwo in der Nacht, ohne Grund lacht in der Nacht, lacht mich aus.Wer jetzt geht irgendwo in der Welt, ohne Grund geht in der Welt, geht zu mir.Wer jetzt stirbt irgendwo in der Welt, ohne Grund stirbt in der Welt: sieht mich an.",70,Jahrhundertwende,Jahrhundertwende
477,41370,"Trakl, Georg_2_1900","Trakl, Georg",2,1900,"Frieden der Seele. Einsamer Winterabend, Die dunklen Gestalten der Hirten am alten Weiher; Kindlein in der Hütte von Stroh; o wie leise Sank in schwarzem Fieber das Antlitz hin Heilige Nacht.Oder wenn er an der harten Hand des Vaters Stille den finstern Kalvarienberg hinanstieg Und in dämmernden Felsennischen Die blaue Gestalt des Menschen durch seine Legende ging, Aus der Wunde unter dem Herzen purpurn das Blut rann. O wie leise stand in dunkler Seele das Kreuz auf.Liebe; da in schwarzen Winkeln der Schnee schmolz, Ein blaues Lüftchen sich heiter im alten Hollunder fing, In dem Schattengewölbe des Nußbaums; Und dem Knaben leise sein rosiger Engel erschien.Freude; da in kühlen Zimmern eine Abendsonate erklang, Im braunen Holzgebälk Ein blauer Falter aus der silbernen Puppe kroch.O die Nähe des Todes. In steinerner Mauer Neigte sich ein gelbes Haupt, schweigend das Kind, Da in jenem März der Mond verfiel.",162,Jahrhundertwende,Expressionismus
2041,36788,"Holz, Arno_UNTITLED_1896","Holz, Arno",UNTITLED,1896,Vorüber ist die schwartze Nacht/ die bundte der Döbber lokkt sein Weibgen; schon schafft sich mancher Schmetterling an manchem süssen Bluhmen-Ding ein loses Zeit-verdreibgen. im silbernen Forellen-Bach sein Kugel-rundes Leibgen.Von zahrtem Kummer hold geblagt/ hab ich gewartet/ biß es dagt/ zu dir bün ich geschlichen; ümbsonst so such ich/ wehrtes Kind/ bey dihsem frühen Morgen-Wind nach Rohsen/ die dir glichen. Aurora/ die den Tau gesprängkt/ der noch an allen Püschen hängkt/ ist lengst im Ost verblichen.Du warst die gantze letzte Zeit voll ohngemeiner Härtigkeit/ trutz deiner siebzehn Jährgen. Noch niemahls hieltestu mir Stich/ drey Dage fast schon qwähl ich mich/ waß wären wir for Pärgen! Ich gläub/ der Lemmel/ der Markolff/ der nechst dir übern Zaun verholff/ der draut mir nicht ein Härgen! –Verschlossen schweigt dein Kabinett/ drin ligstu still-vergnügt im Bett/ derweil ich mich hihr harme. Ach/ künt ich doch itzt mit dir sehn der beyden Hügel stultzes Blehn/ darzu die blancken Arme! Es ist fast würklich hihr noch kalt/ drümb offne mir den Fenster-Spalt/ darmit ich mich erwarme!,180,Jahrhundertwende,Naturalismus
2984,70466,"Holz, Arno_UNTITLED_1886","Holz, Arno",UNTITLED,1886,"In Nacht und Frost will ich verenden — Oft scheint das Leben mir nicht werth, Nur einen Vers dran zu verschwenden.Ihr aber fragt mich nicht, warum? Nicht Liebe mehr ist's, die ich suche! Ich weiß, die Welt dreht sich rundum, Auch wenn ich lachend sie verfluche!",55,Naturalismus,Naturalismus
142,44675,"Däubler, Theodor_Der Sieger_1905","Däubler, Theodor",Der Sieger,1905,"Athen bejauchzt seinen berauschten Sieger, Dem in Olympia Ruhmestat gelang; Von Lauf und Ringen kündet leicht der Gang: Er glich, beim Hinsprung, Ikaros dem Flieger.Wohl wünschte kühn sein Volk: die Glieder schmieg er, Gewandter als ein Dorer ihn beschlang, Um Gegners Nackenpracht, durch Kampfesschwang, Und überwältige ihn wie ein Tiger!Erjubelnde, auf vollen Marmorstufen, Umpreisen den Gekrönten mit Gesang: Begrüßt doch Glückliche gewognes Rufen!Auch für Athen verlangt ihn nach Empfang: Ergreiste, die zu seiner Ehre schufen, Umhalst ein Arm, der Lehrern Sieg errang.",104,Jahrhundertwende,Expressionismus
722,24352,"Rubiner, Ludwig_Die Stadt_1900","Rubiner, Ludwig",Die Stadt,1900,"Er kam vom Hügel . Ein ferner Stern zog weiß Die Straße zur Tiefe . Die Füße sprangen schnell , Die Augen stachen durchs gelbgeballte Haar . Die Nacht sprang aus der Erde , blau und leis . Der weiße Stern stand weit , die Nacht lag hell . Die Nacht zerriß den Stern zum weißen Paar , Die Straße wich zurück in blauem Sich schmal um sie . Flog hinauf . Verschwand . Sie bückte sich und hob die Arme ins Blau.Sie sprang ernst . Sie sah ihn und lächelte leer . Die Menschen liefen zur Stadt durch die Mäuler der Steine . Er stand im Gewühl ohne Atem . Das Turmlicht pfiff . Über den steilen Glanz ihrer tanzenden Beine Rannen siedende Blasen des Lichts hin und her – Als sie plötzlich ins blaue Luftlicht griff . Sie schwankt schon grinsend . Zur Nacht hinauf krallen Zwei Falten . Aber niemand bleibt stehn . Sie muß fallen ! Der helle Stern ihres Bauchs zittert so sehr.Die Häuser taumeln . Blaß steigt ein weiter Kreis Von bleichen Mauern auf im grünlichen Schein . – Die Lampenaugen , ewig wach , zuckten matt Über blaue Terrassen . Die Straßen raschelten leis . Im Schattengewühl der Menge stand er klein . Er lief klein und wild . Die Nacht sprang aus der Stadt . Er lief über den Hügel . Die Nacht lag hell . Fern stand ein weißer Stern . Die Füße sprangen schnell . Ein Wind zog herüber , bunt von Geschrei und heiß .",256,Jahrhundertwende,Expressionismus
2875,72550,"Holz, Arno_UNTITLED_1899","Holz, Arno",UNTITLED,1899,"Um Euern Garten, damit Ihr unter blühenden Bäumen lachen, jubeln und singen könnt, runde, rolle, ringle ich meinen Drachenleib.In respectvoller Distance, mit Steinen, Brechstangen und Kotheimern, steht das Gesindel.Seine Wut schäumt auf, seine Ohnmacht brüllt, wenn hinter den hohen Spiegelmauern, über die Rosen ranken, plötzlich Eure Cymbeln tönen, oder auf weissen, springenden Wassern, über die höchsten, steilsten Cypressen Eure goldnen Bälle tanzen.Aus ihren Augen, aus ihren Fäusten, aus ihren lautlos geduckten Schultern zittert die Gier: wie Bestien über Eure Leiber stürzen, johlend nach Euern Herzen graben, durch schwarze, rauchende Tempeltrümmer Eure gestürzten Götter schleifen!Meine Krallen glimmen, meine Augen glühn . . .",127,Jahrhundertwende,Naturalismus
785,43994,"Stramm, August_Heimlichkeit_1894","Stramm, August",Heimlichkeit,1894,Das Horchen spricht Gluten klammen Schauer schielen Blut seufzt auf Dein Knie lehnt still Die heißen Ströme Brausen Heiß Zu Meere Und Unsere Seelen Rauschen Ein In Sich.,29,Jahrhundertwende,Expressionismus
1609,8624,"Thoma, Ludwig_Moltke – Harden_1894","Thoma, Ludwig",Moltke – Harden,1894,"Diese Frage liegt nun so: Homo oder hetero? Ist er liebenswert und nett? Taugt er was im Ehebett? Oder leistet er es nicht? Alles kommt nun vor Gericht, Wo gesprochen werden muß Von den Genitalibus. Int'ressant! Int'ressant! Alle Damen sind gespannt In dem Auditorio. Homo oder hetero?",58,Jahrhundertwende,Jahrhundertwende
2290,73523,"Liliencron, Detlev von_UNTITLED_1883","Liliencron, Detlev von",UNTITLED,1883,"Die Nacht ist rauh und einsam,  Die Bäume stehen entlaubt. Es ruht an meiner Schulter Dein kummerschweres Haupt.Du brichst ein dürres Ästlein, Das ist so knospenleer, Und reichst mir dann die Hände — Wir sahen uns nimmermehr.Die Nacht ist rauh und einsam, Die Bäume stehen entlaubt. Es ruht an meiner Schulter Dein kummerschweres Haupt.",72,Naturalismus,Naturalismus
558,21065,"Stadler, Ernst_UNTITLED_1898","Stadler, Ernst",UNTITLED,1898,An Hals und Knöcheln klirren güldne Spangen die Spiegel funkeln grell vom Glanz umflossen. Auf Teppichen drin Ambraduft gefangenliegt ihres Leibes weißer Kelch ergossen von dunklem Haar in losem Kranz umschlungen die Augen wie zu schwerem Schlaf geschlossenträumen in leichtem Rausch von eines jungen goldblonden Griechenknaben weichen Brüsten. Fern ist das Lied der Sklavinnen verklungendie Lippen zucken schlaff als ob sie küßten und draußen wo die finstern Wachen kreisen lehnt bleich der Henker an den Marmorbüsten.,79,Jahrhundertwende,Expressionismus
