Unnamed: 0,pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
2747,72516,"Holz, Arno_UNTITLED_1899","Holz, Arno",UNTITLED,1899,"Um eine rote, glühende Eisensäule bis in den Himmel, mit spitzen Glasscherben und Scheermessern gespickt, werde ich an unsichtbaren Ketten langsam rauf und runter gedreht.Langsam, ruckweis und gründlich.Ich stöhne, ächze, gurgle, brülle: Hosianna!In sieben mal siebzig Ewigkeiten, wenn die Scherben zermürbt sind und die Messer nicht mehr können, wird die Säule schwarz stehn; unten, in dem runden, stinkenden Tümpel um sie, wird mein Hirn, meine Leber, mein Blut, der ganze Matsch geronnen liegen, und ich, „geläutert“, eine verklärte, selig gewordne Liebigbüchse, werde schluchzend mit meinem letzten, übrig gebliebenen Knöchelchen an die Pforte des Paradieses klopfen!",123,Jahrhundertwende,Naturalismus
626,10177,"Weissmann, Maria Luise_UNTITLED_1914","Weissmann, Maria Luise",UNTITLED,1914,"Doch war es frühe, daß dies Ich entglitt, Das Spiegelbild sich wandelte zum Du: Da war ein alter Mann, und Freitag litt Angst und ertrug Gefahr und fand nicht Ruh Um diesen Greis. Mir war er fremd. Ich ließ Ihm den Geliebten und brach auf zu jagen, Ein böser Geist; Ich tötete. Ich stieß Die Lämmer von der Mutter. Einmal lag Mir Freitag jäh im Wurf, rief: »Töte mich, O Herr, du zürnst!« Mich überfiel die Scham. Ich rief ihn an. Er blieb und weihte sich Dem Tod in Anmut. Als ich näher kam, Lächelte er nach meinem Kuß. Ich hob Ihn sühnend auf, zum reineren Geschick Des Bruders. Er nahms hin. Doch es verwob Seither sich Trauer seinem fremdern Blick.",147,Expressionismus,Expressionismus
2521,70484,"Holz, Arno_UNTITLED_1886","Holz, Arno",UNTITLED,1886,"Drin machen sich ekelerregend breit Kröte, Basilisk und Unke; Und wöchentlich schon — juchheideldidum — Predgen vor ihrem Publikum Herr Most, Herr Stöcker und Herr Majunke!",30,Naturalismus,Naturalismus
2254,28946,"Scheerbart, Paul_UNTITLED_1889","Scheerbart, Paul",UNTITLED,1889,Ich möchte so gern wie ein Vogel Durch die Lüfte fliegen. Ich möchte so gern wie ein Löwe In der Wüste liegen. Ich möchte so gern wie ein König die lange Weile besiegen. Doch der Glanz der ewigen Sonnen Begeistert mich heute nicht. Ich habe Vieles begonnen. Doch das macht noch kein Gedicht.,59,Naturalismus,Naturalismus
86,26163,Klabund_22_1909,Klabund,22,1909,"Aus der blassen Dämmerung Fuhren deine Silberblicke Wie zwei Speere. Im Genicke Fühlt ich ihren Eisensprung.Und es warf mich auf das Fließ. Wie ein Sterbender die Hände Hob ich in die roten Brände Deiner Seele, welche mich verstieß.",42,Jahrhundertwende,Expressionismus
82,39049,"Sack, Gustav_Der Schrei_1900","Sack, Gustav",Der Schrei,1900,"Aus dieser steingewordenen Not, aus dieser Wut nach Brunst und Brot,aus dieser lauten Totenstadt, die sich mir aufgelagert hathärter als Erz, schwerer als Blei, steigt meine Sehnsucht wie ein Schreiquellend empor nach Meeren und Weiten und ungeheuren Einsamkeiten,aus all dem Staub und Schmutz und Gewimmel nach einem grenzenlosen Himmel.",58,Jahrhundertwende,Expressionismus
1374,12049,"Falke, Gustav_Verschwiegen_1884","Falke, Gustav",Verschwiegen,1884,"Eine liebliche Stunde Stand vor mir, den Finger am Munde. Große, klare Augen sagten Von Gedanken, die nicht hervor sich wagten. Rede nur, winkt ich, aber mit feinen Mienen wußte sie zu verneinen. Stand nur immer und sah mich an, Eigen an, Mit dem Finger am Munde – Eine liebliche, märchenschöne Stunde.",64,Naturalismus,Jahrhundertwende
2169,19848,"Müller-Jahnke, Clara_UNTITLED_1882","Müller-Jahnke, Clara",UNTITLED,1882,"Sinnst du noch den alten Schmerz? – Sieh, schon aus der Erde Gründen dringen Knospen himmelwärts, blühend Leben zu verkünden; aus dem dunklen Bann der Nacht, aus des Winters starren Banden ist in lichter Morgenpracht sonnenfroh der Lenz entstanden! –Lächelnd sucht der goldne Strahl, ob sich hinter dichten Hecken nicht im engsten Felsental noch ein Veilchen möcht verstecken, – und er küßt des Berges Firn, daß sich scheue Nebel senken, wie sich von der Menschenstirn löst ein lastendes Gedenken.Selbst im tiefsten Waldesschoß, wo bei schwülen Juligluten über Farrenkraut und Moos grüne Schattenwellen sluten, blitzt der letzte Abendschein goldig in die feuchten Gründe, daß er dem Vergißnichtmein auch des Lichtes Botschaft künde!Nur um deine Stirne spinnt sich kein Traum von Lenz und Wonne; deine Wangen, blasses Kind, rötet dir kein Strahl der Sonne – sei getrost! – So lange noch lindernd deine Tränen fließen, kann aus tiefem Schatten doch einst des Glückes Blume sprießen!",174,Naturalismus,Naturalismus
2161,18328,"Wille, Bruno_UNTITLED_1894","Wille, Bruno",UNTITLED,1894,"Wie liegt die Welt in Regenfloren So leichenhaft verloren ! Der Himmel grau und greise , Die Erde runzlig greise ; Und beide weinen leise . Vergilbter Rasen , Moderlaub , Der Bäume schwärzliches Geäst – So trüb verschwommen , Gleich gramgetränkten Grübelein . Mein Haupt ist öde wie im Herbst ein Nest , Und auf dem Herzen preßt Mir kalt und schwer ein Herz , Und all mein Werk Zwei schwere Hände auf dem starren Herzen Fern stirbt der Straßenlärm , stumm schaun die düstern Wände Auf meinen greisen Schatz , Der leise schluchzt – in seine welken Hände . Dann – kommt der Leichenmann , Packt alles in den Sarg : Haare , Lippen , Herz und Hände , Und preßt den Deckel fest mit knirschenden Schrauben . Nun mag ich träumen Im Finstern , Stillen , Kühlen ... Und ich träume : Ich bin ein zarter Keim Und grabe heimlich feine Wurzeln , Stemme mich rüstig wider die Krume Und recke neugiervoll mein Köpfchen ... Da blendet und umspült mich Entzückend goldnes Licht , So lau , so weich ! Horch , wie jauchzend zwitschern Die behenden Vöglein ! Mit ihren süßen Kehlen Hüpft mein Kinderherz . Und sieh , auf Zweigen sitzen Viel kleine runde Knospen . Ich nicke ihnen lächelnd zu ; Sie nicken wieder Und wollen mit mir spielen . Und wie wir spielen in warmer Sonne , Da wachsen den lieben Kleinen Lauter Flügelchen weiß und rosa , Und zwischen Zweigen und Blättchen schweben sie , Duftige Engelchenschwärme .",256,Jahrhundertwende,Naturalismus
373,44974,"Heym, Georg_Spitzköpfig kommt er_1899","Heym, Georg",Spitzköpfig kommt er,1899,"Spitzköpfig kommt er über die Dächer hoch Und schleppt seine gelben Haare nach, Der Zauberer, der still in die Himmelszimmer steigt In vieler Gestirne gewundenem Blumenpfad.Alle Tiere unten im Wald und Gestrüpp Liegen mit Häuptern sauber gekämmt, Singend den Mond-Choral. Aber die Kinder Knien in den Bettchen in weißem Hemd.Meiner Seele unendliche See Ebbet langsam in sanfter Flut. Ganz grün bin ich innen. Ich schwinde hinaus Wie ein gläserner Luftballon.",77,Jahrhundertwende,Expressionismus
