Unnamed: 0,pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
381,44920,"Heym, Georg_Der Winter_1899","Heym, Georg",Der Winter,1899,"Der blaue Schnee liegt auf dem ebenen Land, Das Winter dehnt. Und die Wegweiser zeigen Einander mit der ausgestreckten Hand Der Horizonte violettes Schweigen.Hier treffen sich auf ihrem Weg ins Leere Vier Straßen an. Die niedren Bäume stehen Wie Bettler kahl. Das Rot der Vogelbeere Glänzt wie ihr Auge trübe. Die ChausseenVerweilen kurz und sprechen aus den Ästen. Dann ziehn sie weiter in die Einsamkeit Gen Nord und Süden und nach Ost und Westen, Wo bleicht der niedere Tag der Winterzeit.Ein hoher Korb mit rissigem Geflecht Blieb von der Ernte noch im Ackerfeld. Weißbärtig, ein Soldat, der nach Gefecht Und heißem Tag der Toten Wache hält.Der Schnee wird bleicher, und der Tag vergeht. Der Sonne Atem dampft am Firmament, Davon das Eis, das in den Lachen steht Hinab die Straße rot wie Feuer brennt.",149,Jahrhundertwende,Expressionismus
864,44658,"Däubler, Theodor_Erfüllung_1905","Däubler, Theodor",Erfüllung,1905,"Perséphone erscheint in Silberschleiern, Um sanfte Mutter schlingt sie zart den Arm, Entdüstert das geweihte Herz von Harm Und sorgt sich, eigne Wiederkunft zu feiern.Die Birnbäume beglücken uns mit Freiern, Das Bauernhaus bejauchzt ein Schwalbenschwarm: Das Frühjahr wurde wahr – sein Herhauch warm; Geliebte Meisen picken sich aus Eiern.Gemüt, bald laß bei Ölbäumen vom Bangen, Zu ihren Silberzweigen blick um Rast! Hier ist kein Weib verstört vorbeigegangen.Wo, Mutter, du dein Feld gesegnet hast, – Weil Kore wiederkam, mit heißen Wangen – Sei, durch Zypressen, ich, zu Ruh erfaßt!",105,Jahrhundertwende,Expressionismus
2085,46540,"Löns, Hermann_Krüzkes Franz_1890","Löns, Hermann",Krüzkes Franz,1890,"Siehst du den Menschen ? so glasig und öde Starret sein Blick nach den Steinen , In seinem Angesicht , geistlos und blöde Seh ich nie Lachen , noch Weinen.Wie er dahinwankt mit schlotternden Knieen , Aschgrau die Jammergebärde , Zitternd die mageren Finger ziehen Kreuzzeichen über die Erde. » Krüzkes Franz , Krüzkes Franz ! « necken und höhnen Heulend und brüllend die hier « – so hör ' ich es tönen , » Dor ligg din Moder begraben ! « Gierig mit scheuen und schüchternen Blicken Folgt er den höhnenden Rufen , Aber vergebens versucht er zu drücken Kreuze auf steinernen Stufen.War er ein froher und munterer Knabe , Als seine Mutter noch lebte , Seit man sie barg in dem hungrigen Grabe , Wahnsinn den Geist ihm umwebte.Als man der Mutter den Grabhügel häufte , Glaubt er , vergessen man habe , Daß man ein Kreuz in die Lehmscholle streifte , Ruhe ihr gäbe im Grabe.Nimmer nun , wähnt er , könne entweichen Jene des Fegfeuers Qualen , Bis man das leidenerlösende Zeichen Ihr auf das Grab würde malen.Sucht er die Stelle , wo sie begraben , Täglich und findet sie nimmer , Aber es blieb , ob auch höhnen die Knaben , Ihm noch ein rettender Schimmer.Daß er durch Zufall könne einst finden Jene verborgene Stelle , Und seine Mutter vom Orte der Sünden Aufführ ' zur himmlischen Helle.Darum wühlt er die flüchtigen Zeichen Hastig in Wege und Gossen , Seh ' ich ihn täglich die Straßen durchstreifen Hoffnungsvoll und unverdrossen .",257,Naturalismus,Naturalismus
1755,68688,"George, Stefan_UNTITLED_1897","George, Stefan",UNTITLED,1897,Des erntemondes ungestüme flammen  Verloschen doch sie wirken in uns beiden  Nach kurzer trennung schritten wir zusammen  Am alten flusse mit den neuen leiden Zum ersten male strittest du darüber  Ich selber konnte dir nicht mehr erklären  Warum die sturm- und wintertage trüber  Warum die frühlingslüfte froher wären Du streichest zürnend über deine locken  Da ich dich heute schon so ruhig finde  Ich klage fast: sind meine thränen trocken  Die thränen fern von Lilia dem kinde? ,144,Jahrhundertwende,Jahrhundertwende
2384,18330,"Wille, Bruno_UNTITLED_1894","Wille, Bruno",UNTITLED,1894,"Wenn versunken Licht und Lärmen, Sitz ich bei der Lampe Schimmer Oft im nächtlich stillen Zimmer, Wo Gedanken mich umschwärmen, Auf ein altes Buch gesenkt Meine Stirne ernstbeschwert; Kühlung mir der Nachtwind schenkt Durch das Fenster unverwehrt.Wundersame Lieder sausen Draußen Wind und Wald und Wetter, Und es wehn des Buches Blätter; Welch ein feierliches Brausen! Und ich lausche und ich lausche, An ein Ufer fern entrückt. – Rausche Strom der Wahrheit, rausche! Meine Seele lauscht entzückt.",88,Jahrhundertwende,Naturalismus
2095,23867,"Henckell, Karl_Im Exil_1896","Henckell, Karl",Im Exil,1896,"Täglich seh' ich jenen jungen Russen mir vorüberwehen, Dessen Augen schmerzbezwungen Düster vor sich niedergehen. Bücher schleppt er unterm Arme, Müd ist seines Ganges Weise, Schleppt die Last von ewigem Harme – Seine Lippen zucken leise. Und der schwarze, kurzgeschorne Bart umflort des Mundes Weh, Traurig grüßt der Leiderkorne Seines Volks Gethsemane.Polizeikosakenknuten Hör' ich auf ihn niedersausen, Dumpfer Klagen finstre Fluten Des Verbannten Ohr umbrausen. Sklaventrägheit fühl' ich lasten Bergesschwer auf seiner Seele, Heißen Zornquell spür' ich hasten Wildaufschäumend nach der Kehle. Eisige Steppenkatakombe Überfriert mich nordlichtklar, Und zerschmetternd platzt die Bombe Auf der Freiheit Blutaltar.",113,Jahrhundertwende,Naturalismus
1323,7981,"Dehmel, Richard Fedor Leopold_UNTITLED_1891","Dehmel, Richard Fedor Leopold",UNTITLED,1891,"Ich lag in einem dunklen Taxushain und hatte Furcht ... Im Schatten vor mir saß ein Mann, der war wie eine große nebelvolle Höhle, in der ein riesenhafter Dachs der Urzeit neue Welten träumte; nur ab und zu schob er seine schweren Wühlerhände durch das Gitter, und mit grauen, grausam traurigen Augen griff er sich ein Menschenhirn zum Fraß. Und über ihn, im Hintergrund der Höhle, mit unendlich weichem, kleinem stolzen Munde, in einen grünen Sack gewickelt, lag eine schöne geistesirre Frau gekauert, die weinte über den traurigen Dachs ... Da hob der Mann die starre Gottesstirne zu mir her, darüber ihm die Haare seidenfein und blond in langen wirren Wellen lagen, als ob er eben aufgehört zu fliegen; und seine scheuen Frauenlippen zuckten Ich aber sah hinauf, wo durch den dunklen Taxuswald der kalte blaue Himmel straalte, klar, weit, hoch, und sah die Sonne um das Höhlengitter blitzen, und eine Freude wie im Winter verbrannte meine Furcht zu Funken, die sprühten einen Namen in das Dunkel, riesenhaft: STRINDBERG ...",194,Naturalismus,Jahrhundertwende
2747,72516,"Holz, Arno_UNTITLED_1899","Holz, Arno",UNTITLED,1899,"Um eine rote, glühende Eisensäule bis in den Himmel, mit spitzen Glasscherben und Scheermessern gespickt, werde ich an unsichtbaren Ketten langsam rauf und runter gedreht.Langsam, ruckweis und gründlich.Ich stöhne, ächze, gurgle, brülle: Hosianna!In sieben mal siebzig Ewigkeiten, wenn die Scherben zermürbt sind und die Messer nicht mehr können, wird die Säule schwarz stehn; unten, in dem runden, stinkenden Tümpel um sie, wird mein Hirn, meine Leber, mein Blut, der ganze Matsch geronnen liegen, und ich, „geläutert“, eine verklärte, selig gewordne Liebigbüchse, werde schluchzend mit meinem letzten, übrig gebliebenen Knöchelchen an die Pforte des Paradieses klopfen!",123,Jahrhundertwende,Naturalismus
2197,19980,"Müller-Jahnke, Clara_Die Straßenkehrer_1882","Müller-Jahnke, Clara",Die Straßenkehrer,1882,"Aus Norden bläst der eisige Wind, die Flocken wirbeln auf allen Wegen – nimm Schippe und Besen und komm geschwind, komm mit, wir wollen die Straße fegen. Wie ein Tanzboden, blank und rein, muß heute abend die Straße sein.Sie geben im Schloß den Fastnachtsball; da dürfen wir unten am Fenster stehen und dürfen lauschen der Geigen Schall und all die glänzenden Kutschen sehen, fege, du, fege die Straße rein!Der Pfaff hat recht, wenn der Winter droht: Arbeit, Alte, die wärmt die Glieder! Wir haben kein Holz, wir haben kein Brot . . . ihr himmlischen Flocken nur tanzt hernieder. Sollt ihr die Helfer der Armen sein? – Fege, du, fege die Straße rein!",136,Naturalismus,Naturalismus
2,26430,Klabund_Ahasver_1909,Klabund,Ahasver,1909,"Ewig bist du Meer und rinnst ins Meer, Quelle, Wolke, Regen – Ahasver... Tor, wer um vertane Stunden träumt, Weiser, wer die Jahre weit versäumt. Trage so die ewige Last der Erde Und den Dornenkranz mit Frohgebärde. Schlägst du deine Welt und dich zusammen, Aus den Trümmern brechen neue Flammen... Tod ist nur ein Wort, damit man sich vergißt... Weh, Sterblicher, daß du unsterblich bist!",81,Jahrhundertwende,Expressionismus
