Unnamed: 0,pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
2046,73487,"Liliencron, Detlev von_UNTITLED_1883","Liliencron, Detlev von",UNTITLED,1883,Wilde Rosen überschlugen  Tiefer Wunden rotes Blut. Windverwehte Klänge trugen Siegesmarsch und Siegesflut.Nacht. Entsetzen überspülte Dorf und Dach in Lärm und Glut. „Wasser . . . .“ und die Hand zerwühlte Gras und Staub in Dursteswut.Wilde Rosen überschlugen Tiefer Wunden rotes Blut. Windverwehte Klänge trugen Siegesmarsch und Siegesflut.,70,Naturalismus,Naturalismus
517,41405,"Trakl, Georg_Gesang einer gefangenen Amsel_1900","Trakl, Georg",Gesang einer gefangenen Amsel,1900,"Dunkler Odem im grünen Gezweig. Blaue Blümchen umschweben das Antlitz Des Einsamen, den goldnen Schritt Ersterbend unter dem Ölbaum. Aufflattert mit trunknem Flügel die Nacht. So leise blutet Demut, Tau, der langsam tropft vom blühenden Dorn. Strahlender Arme Erbarmen Umfängt ein brechendes Herz.",51,Jahrhundertwende,Expressionismus
2733,70467,"Holz, Arno_UNTITLED_1886","Holz, Arno",UNTITLED,1886,"Ich fühl's an meines Herzens Schlag, Und schöner wird's an allen Enden Und lieblicher mit jedem Tag.Die Liebe schnürt ihr rothes Mieder, Der Armuth schmeckt ihr trocknes Brod Und süß klingt's nächtlich aus dem Flieder: Im Frühling lächelt selbst der Tod!",48,Naturalismus,Naturalismus
1659,8015,"Dehmel, Richard Fedor Leopold_UNTITLED_1891","Dehmel, Richard Fedor Leopold",UNTITLED,1891,"Wo wohnst du nur, du dunkler Laut, du Laut der Gruft? Was rinnt und raunt durch Schilf und Duft und glüht wie Augen durch die Luft, durch Rohr und Kraut ...Es lehnt die Nacht am offnen Thor und weint und winkt. Zwei graue Hunde stehn davor und lauschen mit geneigtem Ohr, wie's klingt lockt blinkt ...",64,Naturalismus,Jahrhundertwende
2054,24196,"Henckell, Karl_UNTITLED_1896","Henckell, Karl",UNTITLED,1896,"Zu Teltow, zu Teltow, im Königreiche Sachsen, Wo sonst doch nur die kleinen, die feinen Rübchen wachsen, Zu Teltow ist die Treue beim wahren Troß der Frommen Vom alten Hund aufs neue Tatarenroß gekommen. Bald beugen Die Kniee vor dem Pferde des Zollerigula.",50,Jahrhundertwende,Naturalismus
1053,7969,"Dehmel, Richard Fedor Leopold_Dahin ..._1891","Dehmel, Richard Fedor Leopold",Dahin ...,1891,"Ueber Rußlands Leichenangesicht faltet hoch die Nacht die blassen Hände ; auf das stumme , weiße , kalte Antlitz hohlen Auges starrt die Nacht und lauscht . Gellend hallt ein Geläute.Dumpf ein Stampfen von Hufen – ein Schlitten kreischt , fahl flatternder Reif – der Schlitten fliegt ; es dampfen die Pferde , die Peitsche pfeift , stiebende Furchen die Kufe pflügt ; flimmernd Blut umtropft das Haupt im Schlitten thront , – » Knecht , was Klagend schrillt das Geläute.Auf zuckt der Bauer , die Peitsche klatscht , die Glocke schreit , hohl rauscht 's im Schnee , – und schwer nun , feiervoll und sacht , wie uralt Lied so dumpf und weh , kommt Wort um Wort gezogen : » Groß am Himmel stand die schwarze Wolke , fressen wollte sie den heil'gen Mond , – und zerstoben ist die schwarze Wolke . Volk , was weinst du ? Stolz der kalte fressen sollte sie die stillen Sterne , –Und es war ein großes schwarzes Heer , und es war ein stolzer kalter Kaiser , – aber unser Mütterchen das heil'ge Rußland hat viel tausend tausend stille warme Herzen , Hohl verschluckt der Mund der Nacht die Laute , dumpfhin rauschen die Hufe , die Glocke wimmert ; auf den nackten Birken flimmert rot der Reif , der mondbetaute . Den Kaiser schauert.Durch die leere Ebne irrt sein Auge : über Rußlands Leichenangesicht faltet hoch die Nacht die blassen Hände , hängt der große rote dunkle Mond , eine blutige Thräne Gottes .",256,Naturalismus,Jahrhundertwende
278,26413,Klabund_UNTITLED_1909,Klabund,UNTITLED,1909,"Ich bin erwacht in weißer Nacht, Der weiße Mond, der weiße Schnee, Und habe sacht an dich gedacht, Du Höllenkind, du Himmelsfee.In welchem Traum, in welchem Raum, Schwebst du wohl jetzt, du Herzliche, Und führst im Zaum am Erdensaum Die Seele, ach, die schmerzliche –?",57,Jahrhundertwende,Expressionismus
2976,36614,"Holz, Arno_An mich selbst_1896","Holz, Arno",An mich selbst,1896,"Lass die Rosen ihren Duft Amseln streun und Finken, Dürsten sollst du nach der Luft, Draus die Adler trinken!Blut ist Blut nur wenn es rollt, Glück lässt sich erhaschen, Wolkenblau und Sonnengold Pfropft man nicht in Flaschen!",44,Jahrhundertwende,Naturalismus
2117,69050,"Holz, Arno_UNTITLED_1898","Holz, Arno",UNTITLED,1898,"Ich liege zwischen dunklen Spiegelwänden.Grüne, glimmende Seesterne, Augen, die glotzen, ein riesiger Rochen reisst sein Maul auf.Ein Druck, und sie leuchten!Durch einen roten Korallenwald segelt ein silberner Mondfisch!Ich liege und rauche aus meiner Wasserpfeife.",44,Jahrhundertwende,Naturalismus
2645,19991,"Müller-Jahnke, Clara_Die Gipfel glühen_1882","Müller-Jahnke, Clara",Die Gipfel glühen,1882,"Und aufwärts geht es Schritt vor Schritt , bei Hunderttausend schreiten mit ; in qualendunkle Seelen bricht der Höhe klares Sonnenlicht : dieWir lagen tief in Not und Schmach , bis unsres Wesens Siegel brach , bis über uns der Schutt zerstobDa reckt empor aus dunkler Haft ihr blondes Haupt die Volkeskraft ; da fühlten wir an Schlag und Stoß , am Strom , der heiß zum Herzen schoß , Blut in den Adern.Da lebten wir die schwere Zeit . Ein harter Lehrherr war das Leid : es lehrte uns zusammenstehn , in klirrenden Ketten vorwärtsgehn , uns bäumen und wehren ! Und rasch verrauschte Jahr um Jahr , verklungen ist , was damals war . Wo Wundgepeitschte stöhnten , gellt ein Tubaton durch blaches Feld , eine Siegesfanfare.Heut stehn wir da : in stolzer Wehr , ein kriegsbereit Millionenheer – Statt Speer und Büchse Pflug und Beil , der Zukunft Trost , der Menschheit Heil in starken Händen ! Das Heer der Arbeit ! Wie anders kam 's , als ihr gedacht : Das Schicksal sprach sein Donnerwort , und über eure Köpfe fort grollt seine Stimme.Sein ist der Blitz , der züngelnd brennt ; er schlägt in euer Parlament , er frißt , was faul und modrig war , – durch Rauch und Dünste ringt sich klar die ewige Sonne.Und vorwärts geht 's mit hartem Schritt , und Millionen schreiten mit . aus heißen Kehlen bricht ein Schrei : das Ziel so nah – so licht – so frei ! Die Gipfel glühen !",256,Naturalismus,Naturalismus
