pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
10172,"Weissmann, Maria Luise_Robinson und der Papagei_1914","Weissmann, Maria Luise",Robinson und der Papagei,1914,"Als ich dich traf mit dem gefiederten Pfeil, Du schönes Farbenspiel von Blau und Grün, Langsam genasest du. Dein Fuß war heil; Doch mochtest du nicht ganz mir mehr entfliehn: Oft hört ich flattern plötzlich dich vom Ast – Ich wanderte – da, dein vertrauter Ton Rief, spottend, mich zurück, der ich mir fast Entgangen endlich, rief: Robinson! Robinson...",72,Expressionismus,Expressionismus
12520,"Wedekind, Frank_Schweig und sei lieb_1891","Wedekind, Frank",Schweig und sei lieb,1891,"Als du, mein Held, zum ersten Male mir Im lichterfüllten Saal entgegentratest Und lächelnd, fast mit kindlichem Gezier, Um einen Walzer mich verlegen batest, Weißt du, was in des Morgens Dämmerstunden, Eh dich mein Traum von neuem mir verbunden Ich in mein Tagebuch errötend schrieb? –Und als du gestern mir mit raschen Schritten Nachjagtest – zum Befehl ward mir dein Ruf; Als Kind hätt ich ihn nie so streng gelitten, Da stets nur Trotz er mir im Herzen schuf – Ahnst du, weshalb in fieberheißem Beben, Weshalb ich rettungslos dir preisgegeben, Weshalb ich stracks wie angekettet blieb? –Von Wahnsinnsstürmen ward mein Sinn umhallt, Mein Stolz erstarb, der sonst so siegesfrohe ... Begreifst du die dämonische Gewalt, Mein Held? Begreifst du, welch empörte Lohe, Daß sie nicht sengend Herz und Hirn verzehre, Mich dir mein Glück, mein Leben, meine Ehre, Mich dir mein alles hinzugeben trieb? –",171,Naturalismus,Naturalismus
28926,"Scheerbart, Paul_UNTITLED_1889","Scheerbart, Paul",UNTITLED,1889,"Eine wilde Fratze Muß ich schneiden, Denn dies Leben Macht mir keinen Spaß. Oh, ich möchte nur Ein altes Rabenaas Mit verrückter Wollust In zehntausend Stücke reißen, Und dann möcht ich Hübsche Mädchenköpfe Balsamieren mit verfaultem Tran Oder andrer ekler Flüssigkeit. Und dann möcht ich In den Himmel springen Und die Sterne fressen Und zuletzt: Den ganzen Lebensunsinn Ohne weiteres vergessen Und als Ätherwolke Traumlos weiterschweben. Dieses, glaub ich, wird mir Noch einmal gelingen.",84,Naturalismus,Naturalismus
16674,"Engelke, Gerrit_UNTITLED_1912","Engelke, Gerrit",UNTITLED,1912,"Es wächst und wächst das Eisen-Netz Der parallelen Schienen, Nach der Entwicklung Muß-Gesetz Kommt über Brücken, Minen, Zug um Zug in Dampf!Es pflügen Dampfer mehr und mehr Die Flutenwege offen. Der Dock-Schoß wird von Kielen leer: Vom Vorwärts-Drang getroffen Kommt Schiff um Schiff zum Meer!Es wächst vom Boden Turm um Turm: Fabriken, Haus, Kaserne, Es wühlt und wühlt der Straßenwurm Den Asphaltweg zur Ferne: Kommt langsam Stadt zu Stadt!Ein Menschenstrom wälzt breit und breit, Bewehrt mit Axt und Pfosten, Durch Wasser, Land und Land und Zeit, Von Süd nach Nord, von West nach Osten: Kommt einend Mensch zu Mensch!Und Quell wird Fluß, und Fluß wird Bord: Und jede Stunde: Fahrzeit, Und Meer wird Land, und Land wird Ort: Und Kind wird Mann und Arbeit: Kommt Alles und Alles zu Allem!",162,Expressionismus,Expressionismus
12762,"Lichtenstein, Alfred_Die Fahrt nach der Irrenanstalt II_1912","Lichtenstein, Alfred",Die Fahrt nach der Irrenanstalt II,1912,"Ein kleines Mädchen hockt mit einem kleinen Bruder Bei einer umgestürzten Wassertonne. In Fetzen, fressend liegt ein Menschenluder Wie ein Zigarrenstummel auf der gelben Sonne.Zwei dünne Ziegen stehn in weiten grünen Räumen An Pflöcken, deren Strick sich manchmal straffte. Unsichtbar hinter ungeheuren Bäumen Unglaublich friedlich naht das große Grauenhafte.",54,Expressionismus,Expressionismus
46681,"Löns, Hermann_Alle Birken grünen ..._1890","Löns, Hermann",Alle Birken grünen ...,1890,"Alle Birken grünen in Moor und Heid, Jeder Brahmbusch leuchtet wie Gold, Alle Heidlerchen dudeln vor Fröhlichkeit, Jeder Birkhahn kullert und tollt.Meine Augen, die gehen wohl hin und her Auf dem schwarzen, weißflockigen Moor, Auf dem braunen, grünschäumenden Heidemeer Und schweben zum Himmel empor.Zum Blauhimmel hin, wo ein Wölkchen zieht Wie ein Wollgrasflöckchen so leicht, Und mein Herz, es singt sein leises Lied, Das auf zum Himmel steigt.Ein leises Lied, ein stilles Lied Ein Lied, so fein und lind, Wie ein Wölckchen, das über die Bläue zieht, Wie ein Wollgrasflöckchen im Wind.",109,Naturalismus,Naturalismus
39959,"Ringelnatz, Joachim_Offener Antrag auf der Straße_1908","Ringelnatz, Joachim",Offener Antrag auf der Straße,1908,"Ich habe einen Frisiersalon. Komm mit. Dort wollen wir knutschen. Ich wollte, ich wäre ein Malzbonbon Und du, du würdest mich lutschen.Wir geben dem Lehrbub den Nachmittag frei Und schreiben »Geschlossen bis sieben«. Ich habe Rotwein im Laden und drei Dicke Roßhaarsäcke zum Lieben.Ich werde dich unentgeltlich frisiern Und dir die Nägel beschneiden. Du brauchst dich gar nicht vor mir geniern, Denn ich mag dicke Fraun leiden.Ich habe auch Schwarzbrot und Butter und Quark Und außerdem einen großen – – Donnerwetter, sind deine Muskeln stark! Du, zeig mal: Was hast du für Hosen?Wenn du dann fortgehst, bedanke dich nicht, Sondern halt es mit meinem Freund Franke. Der sagt immer, wenn man vom lieben Gott spricht: »Wem's gut geht, der sagt nicht danke.«",147,Jahrhundertwende,Jahrhundertwende
46740,"Löns, Hermann_Die Möwe_1890","Löns, Hermann",Die Möwe,1890,"Eine Möwe habe ich gefunden , Rotes Blut entquoll der bitter Wunden , Ihren Flügel habe ich verbunden ; Armes Vögelein , Mußt nun bei mir sein , Niemals heilt dir mehr der Fittich ein.Sah so lange keine Möwe fliegen , Bis ich diese fand im Sande liegen , Ihren Kopf ins Heidkraut niederschmiegen ; Dreißig Jahre lang Hör ' ich Kettenklang , War das Gericht.Uns 're Feinde heulten sich zusammen , Uns 're Drachen gingen auf in Flammen , Durch die Deiche graue Wogen schwammen ; Wir verließen sie , Und nun folgten die Uns ins Land , wie dummes treues Vieh.Dreimal Tausend sind wir ausgefahren , Dreimal Hundert von uns übrig waren . Dreimal Zehn vergingen mir an Jahren , Daß ein Knecht ich bin , Stumpf an Leib und Sinn , Hinter mir da klirrt die Kette hin.Einmal möcht ' ich über See noch fliegen , Einmal an das Drachenhaupt mich schmiegen , Sehen , wie sich graue Wogen biegen ; Jede Nacht im Traum Schmeck ' ich Wellenschaum , Hör ' das Knarren ich vom Ruderbaum.Weißer Vogel , wolltest dich nicht schämen , Wolltest lieber dich zu Tode grämen , Denn ein Fischlein aus der Hand mir nehmen ; Ja , du warest klug , Wen die Schwinge trug , Dem ist Landgang niemals gut genug.Habe Dank , du liebes Seegeflügel , Allzulange trug ich Zaum und Zügel , Brechen will ich meiner Kette Bügel ; Fließe ! rotes Blut , Brause ! graue Flut , Bin ein Seefürst wieder hochgemut .",256,Naturalismus,Naturalismus
10223,"Weissmann, Maria Luise_Mich ergriff der Schmerz und sprach:_1914","Weissmann, Maria Luise",Mich ergriff der Schmerz und sprach:,1914,"Nun bist du mein. Ich bin das starke Haus, das dich behaust, Ich bin im Haus der stärkste Stein. Wenn du vertraust – Ich bin das sichre Haus und schließ dich ein.Ich bin das Brot, Ich bin das gute Brot, das dich erhält, Ich bin im Brot die große Not, Die dich befällt, Speis ich dich nicht; ich bin das Brot.Ich bin der Wind, Ich bin der Atem, der dich weich umweht. Ich bin Die nur zu kommen geht. So bist du mein. Ich bin der weite Wind.Versieh dich nicht – Ich bin es auch, die deine Hand sich bricht, Die Blume klein. Und bin das Licht, Das süße Licht, Das sie umflicht – Denn du bist mein. Versieh dich nicht!",143,Expressionismus,Expressionismus
12737,"Lichtenstein, Alfred_Capriccio_1911","Lichtenstein, Alfred",Capriccio,1911,"So will ich sterben: Dunkel ist es. Und es hat geregnet. Doch du spürst nicht mehr den Druck der Wolken, Die da hinten noch den Himmel hüllen In sanften Sammet. Alle Straßen fließen, schwarze Spiegel, An den Häuserhaufen, wo Laternen, Perlenschnüre, leuchtend hängen. Und hoch oben fliegen tausend Sterne, Silberne Insekten, um den Mond – Ich bin inmitten. Irgendwo. Und blicke Versunken und sehr ernsthaft, etwas blöde, Doch ziemlich überlegen auf die raffinierten, Himmelblauen Beine einer Dame, Während mich ein Auto so zerschneidet, Daß mein Kopf wie eine rote Murmel Ihr zu Füßen rollt ...Sie ist erstaunt. Und schimpft dezent. Und stößt ihn Hochmütig mit dem zierlich hohen Absatz Ihres Schuhchens In den Rinnstein –",138,Expressionismus,Expressionismus
