pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
12748,"Lichtenstein, Alfred_Die Nacht_1911","Lichtenstein, Alfred",Die Nacht,1911,"Verträumte Polizisten watscheln bei Laternen. Zerbrochne Bettler meckern, wenn sie Leute ahnen. An manchen Ecken stottern starke Straßenbahnen, Und sanfte Autodroschken fallen zu den Sternen.Um harte Häuser humpeln Huren hin und wieder, Die melancholisch ihren reifen Hintern schwingen. Viel Himmel liegt zertrümmert auf den herben Dingen ... Wehleidge Kater schreien schmerzhaft helle Lieder.",60,Expressionismus,Expressionismus
12477,"Wedekind, Frank_Das Wüstenschiff_1891","Wedekind, Frank",Das Wüstenschiff,1891,"Bist schön wie eine Lilie; Ich lieb dich, ich lieb dich. Du bist aus guter Familie; Ich liebe dich, ach so heiß! Reich mir dein schlankes Händchen, Und von dem schmalen Gelenk Lös ich das schneeweiße Bändchen Mir ewig zum Gedenk. Wie Sammet so weich, Wie die Sonne so warm, Wie der Mondenschein bleich Ist dein zierlicher Arm. Das Mieder züchtig verschlossen ... Nein, werd mir nicht bang, Der Gefühle gewaltiger Drang Hat sich schon stürmisch ergossen. Nun nur noch einen zärtlichen Blick, Dann kehr ich zurück In mein reinliches Kämmerlein, Schließe mich ein Und denke dein Am Fenster im Mondenschein. – Sela.",121,Naturalismus,Naturalismus
12808,"Lichtenstein, Alfred_Aschermittwoch_1914","Lichtenstein, Alfred",Aschermittwoch,1914,Gesten noch ging ich gepudert und süchtig In der vielbunten tönenden Welt. Heute ist alles schon lange ersoffen.Hier ist ein Ding. Dort ist ein Ding. Etwas sieht so aus. Etwas sieht anders aus. Wie leicht pustet einer die ganze Blühende Erde aus.Der Himmel ist kalt und blau. Oder der Mond ist gelb und platt. Ein Wald hat viele einzelne Bäume.Ist nichts mehr zum Weinen. Ist nichts mehr zum Schreien. Wo bin ich –,82,Expressionismus,Expressionismus
49817,"Morgenstern, Christian_UNTITLED_1892","Morgenstern, Christian",UNTITLED,1892,"Beim stillen Weinglas saß ich spät und spannte zerrißne Saiten neu der treuen Geige – : Da war 's , daß mir das harte Haupt des Danteerschien in meines Römers dunkler Neige : Als wollte es die Lieder-Stufen höhnen , auf denen ich zu meinem Ruhme steige.Und alsobald begann im Zorn zu tönen mein Saitenspiel von hochvermeßnen Händen und füllte mein Gemach mit eh'rnem und von Gespenstern schwoll 's aus fahlen Wänden ... Doch wie ich rasch des Worts tollkühne Brücke nach solcher Schattenflucht zu schlagen strebe , entweicht es schon und lockt mit neuer Tücke ... Bis endlich in die rinnenden Gewebe einschlägt des Willens grollende Gewalt und eins ergreift inmitten seiner Schwebe – : Mit finstren Stämmen drängt empor ein Wald , drin Wiesengrund im Dreieck ausgeweitet , von Klumpen Mondgewölkes überballt.Doch mehr mein Aug dem Dämmer noch entstreitet : Vier sattelleere Rosse schau ich grasen und dunkle Körper unweit hingebreitet.Sind 's Räuber , die die Flucht hierher geblasen ? Ein Mondstrahl gleißt : Dies Haupt verrät ein Weib , zwei grüne Augen schillern im Verglasen.Und um dies Haupt welch fürchterlicher Leib ! Nur widerwillig gibt die fahle Nacht sein Bild , daß keinem es zu treu verblei.Und jäh erkenn ich , wer hier Rast gemacht – : Der Tod , der Krieg , der Hunger und die Pest , – tiefmüde Nachtrast ! Nur der Hunger wacht ... Die Greisin kauert Kinn an Knie gepreßt ... Der Krieg , die Stirn am Schwertknauf , atmet schwer , blutüberronnen noch vom letzten Fest ...",256,Jahrhundertwende,Jahrhundertwende
10198,"Weissmann, Maria Luise_Der Einsiedler_1914","Weissmann, Maria Luise",Der Einsiedler,1914,"Er hatte seit Jahren nicht mehr gesät Verstreut noch reifte ihm das Getreide Zuletzt ließ er den Hafer ungemäht Sein Pferd verlor sich auf der Weide.Er brach eine Zeit noch Beeren vom Ast Als müßte er einen Hunger stillen, Dann vergaß er auch diese letzte Last Um seiner tieferen Ruhe willen.Er saß vor der Hütte bei Tag und Nacht Die Hütte verfiel in Wind und Regen Allmählich wuchsen die Gräser sacht Seinen Füßen und Knien entgegenUnd wuchsen langsam durch seine Hand. Er ward wie ein Sieb, ohne Außen und Innen. Gleichmäßig und ganz ohne Widerstand Konnten die Jahre durch ihn rinnen.",106,Expressionismus,Expressionismus
12734,"Lichtenstein, Alfred_Der Rauch auf dem Felde_1911","Lichtenstein, Alfred",Der Rauch auf dem Felde,1911,"Lene Levi lief am Abend Trippelnd, mit gerafften Röcken, Durch die langen, leeren Straßen Einer Vorstadt.Und sie sprach verweinte, wehe, Wirre, wunderliche Worte, Die der Wind warf, daß sie knallten Wie die Schoten,Sich an Bäumen blutig ritzten Und verfetzt an Häusern hingen Und in diesen tauben Straßen Einsam starben.Lene Levi lief, bis alle Dächer schiefe Mäuler zogen, Und die Fenster Fratzen schnitten Und die SchattenGanz betrunkne Späße machten – Bis die Häuser hilflos wurden Und die stumme Stadt vergangen War in weitenFeldern, die der Mond beschmierte ... Lenchen nahm aus ihrer Tasche Eine Kiste mit Zigarren, Zog sich weinend",113,Expressionismus,Expressionismus
10164,"Weissmann, Maria Luise_Robinson sucht Gott_1914","Weissmann, Maria Luise",Robinson sucht Gott,1914,"Ists darum, daß du schweigst, Gott, weil du haust In dem Verstummenden? Bist du der leere Schallose Raum, in dem es schweigt, und baust Dich rund um uns? Bist, den ich kniend ehre, Der Angespiene Eines, und es gleichen Gebet und Fluch dir Ohrenlosem längst Sich aus, eh sie ertönten? Und es streichen Sich Schmerz und Freude, daß nichts bleibt? Du hängst Ein großer Ausgleich, bist wie das Bemessen Der Wage, die im Gleichgewicht besteht? Alles geht auf? Und daß mir hier, vergessen Fast von mir selbst, die Einsamkeit vergeht Und sich erneut, unendlich, trifft dich nicht?! Du weißt sie drüben gehn in bunten Scharen, Sie staunen vor den rasch verschäumten Jahren, Und warfst mich hin: ihr einiges Gewicht.",147,Expressionismus,Expressionismus
116,"Flaischlen, Cäsar_UNTITLED_1892","Flaischlen, Cäsar",UNTITLED,1892,"Und immer wieder sinkt der Winter und immer wieder wird es Frühling und immer immer wieder stehst du und freust dich an dem ersten Grün, und wenn die kleinen Veilchen blühn, und immer wieder ist es schön und macht es jung und macht es froh, und ob du's tausendmal gesehn: wenn hoch in lauen blauen Lüften die ersten Schwalben lustig zwitschern ... immer wieder ... jedes Jahr ... sag, ist das nicht wunderbar?!Diese stille Kraft der Seele: immer neu sich aufzuringen aus dem Banne trüber Winter, aus dem Schatten grauer Nächte, aus der Tiefe in die Höhe ... sag, ist das nicht wunderbar?! diese stille Kraft der Seele, immer wieder sich zur Sonne zu befrein, immer wieder stolz zu werden, immer wieder froh zu sein?!",145,Jahrhundertwende,Naturalismus
29380,"Dauthendey, Max_[Du breitest um mich einen Himmel, tiefblau]_1892","Dauthendey, Max","[Du breitest um mich einen Himmel, tiefblau]",1892,"Du breitest um mich einen Himmel, tiefblau, Und dein Sang ist darin träumend wie die verträumten weißen Wolken.Manchmal blickst du auf wie die Erde dunkel, Wie die Erde treu und tief und gut. Dann hast du bei der warmen Erde geschlafen.Dein Herz wuchs auf einer Sommerwiese. Einfach wie Butterblumen Und kräftig wie der Salbei.Wir atmen uns ein. Draußen am dunstblauen Horizont Atmen sich Sommermeer und Sommerhimmel ineinander.",74,Jahrhundertwende,Jahrhundertwende
12769,"Lichtenstein, Alfred_Die Welt_1913","Lichtenstein, Alfred",Die Welt,1913,"Viel Tage stampfen über Menschentiere, In weichen Meeren fliegen Hungerhaie. In Kaffeehäusern glitzern Köpfe, Biere. An einem Mann zerreißen Mädchenschreie.Gewitter stürzen. Wälderwinde blaken. Gebete kneten Fraun in dünnen Händen: Der Herr Gott möge einen Engel senden. Ein Fetzen Mondlicht schimmert in Kloaken.Buchleser hocken still auf ihrem Leibe. Ein Abend taucht die Welt in lila Laugen. Ein Oberkörper schwebt in einer Scheibe. Tief aus dem Hirne sinken seine Augen.",80,Expressionismus,Expressionismus
