pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
12732,"Lichtenstein, Alfred_Der Lackschuh_1911","Lichtenstein, Alfred",Der Lackschuh,1911,"Der Dichter dachte: Ach was, ich hab den Plunder satt! Die Dirnen, das Theater und den Stadtmond, Die Oberhemden, Straßen und Gerüche, Die Nächte und die Kutscher und die Fenster, Das Lachen, die Laternen und die Morde – Den ganzen Dreck hab ich nun wirklich satt, Beim Teufel! Mag werden, was da will ... mir ist es gleich: Der Lackschuh drückt mich. Und ich zieh ihn aus –Die Leute mögen sich verwundert wenden. Nur schade ists um meinen seidnen Strumpf ...",96,Expressionismus,Expressionismus
50260,"Ball, Hugo_Wolken_1916","Ball, Hugo",Wolken,1916,elomen elomen lefitalominal wolminuscaio baumbala bunga acycam glastula feirofim flinsielominuscula pluplubasch rallalalaioendremin saxassa flumen flobollala feilobasch falljada follidi flumbaschcerobadadrada gragluda gligloda glodasch gluglamen gloglada gleroda glandridielomen elomen lefitalominai wolminuscaio baumbala bunga acycam glastala feirofim blisti elominuscula pluplusch rallabataio,38,Expressionismus,Expressionismus
10171,"Weissmann, Maria Luise_Robinson hat einen Traum_1914","Weissmann, Maria Luise",Robinson hat einen Traum,1914,"Was war der Traum? Ich kann mich nicht besinnen Und seh ihn rings: Er blüht von jedem Strauch, Die milde Kokosnuß verschließt ihn innen Im Duft der Milch, ihn weiß die Schlange auch, Die mich vorhin mit grünem Auge traf. Wie seltsam ist die alte Hütte neu! Ich fürchte mich vor dir, o fremder Schlaf, Du Gast von weither, mächtig und nicht treu: Du hast die Tat vollbracht, die ich nicht weiß, Als wärst du ich. Nun um den Schritt zieht Scheu Von Wissendem ringsum mir den verfehmten Kreis.",104,Expressionismus,Expressionismus
72511,"Holz, Arno_UNTITLED_1899","Holz, Arno",UNTITLED,1899,"Rote Rosen winden sich um meine düstre Lanze.Durch weisse Lilienwälder schnaubt mein Hengst.Aus grünen Seen, Schilf im Haar, tauchen schlanke, schleierlose Jungfraun.Ich reite wie aus Erz.Immer, dicht vor mir, fliegt der Vogel Phönix und singt.",41,Jahrhundertwende,Naturalismus
36577,"Holz, Arno_18._1896","Holz, Arno",18.,1896,"Vom Thurm her klangen die Osterglocken Ueber des Kirchhofs trauernde Gruft , Und gleich verwehten Blütenflocken . Verschwamm ihr Klang in der Morgenluft . Mich aber riefen sie in die Weite Und liessen mich nicht im dumpfen Haus , Und unter der Osterlieder Geleite Zog ich die Strassen zum Thore hinaus.Weit hinter mir im Morgendämmer Sich das Gemäuer der Stadt verlor , Und selbst , den letzten Zweifel zu rauben , Ein Schäfer noch blies auf seiner Schalmei , Da wollte ich es selbst nicht glauben , Dass Tod die Lösung des Räthsels seiDa schien mir alles verweht und vergangen , Was ich betrauerte winterlang ; Und alle Saiten des Herzens klangen Zusammen im Auferstehungsgesang . O , solche Seelenklänge dringen Weit höher noch in die Himmel empor , Als je auf seinen Flatterschwingen Ein Vogel sich in der Luft verlor ! Ja , Fest der Ostern , nun warst du gezogen Auch endlich in diese verödete Brust ; Und dies Herz , das so oft schon das Leben betrogen , Erzitterte wieder von süsser Lust Und schlägt nun der hohen Feier entgegen , Die über die Erde zu giessen verheisst Den herrlichsten aller himmlischen Segen , Den welterlösenden , heiligen Geist.Der heilige Geist ist die ewige Liebe , Die Gott in die Herzen der Menschen gesenkt , Und die mit jedem Ostertriebe Von neuem sich zum Lichte drängt . Sie schwebt herab vom Himmelssaale Zu Jedem , der an sie noch glaubt– O neige , neige die goldene Schaale Auch hier auf dieses Beterhaupt !",256,Jahrhundertwende,Naturalismus
10162,"Weissmann, Maria Luise_Robinson siedelt sich am Rand der Insel an_1914","Weissmann, Maria Luise",Robinson siedelt sich am Rand der Insel an,1914,"Und mit dem Wort wars, daß er dann begann Die lange Zwiesprach mit sich selbst. Denn, sieh, Er war allein. Er war im Ozean Ein kleines Eiland. Und es kam ihm nie Von draußen Antwort. Keine Flucht gelang.Doch blieb ihm Sehnsucht stets. Er mochte tauschen Den kargen Strand nicht um den Traubenhang Der reichen Gründe, denn ihm war das Rauschen Des Meeres Hoffnung. So wuchs er am Rand Von Erde, Wasser, von sich selbst. Es fingen In ihm Gespräche sich. Er war wie Wand, Dünn ausgespannt, durch die die Stimmen gingen.",108,Expressionismus,Expressionismus
45579,"Rilke, Rainer Maria_Kreuzigung_1900","Rilke, Rainer Maria",Kreuzigung,1900,"Längst geübt, zum kahlen Galgenplatze irgend ein Gesindel hinzudrängen, ließen sich die schweren Knechte hängen, dann und wann nur eine große Fratzekehrend nach den abgetanen Drein. Aber oben war das schlechte Henkern rasch getan; und nach dem Fertigsein ließen sich die freien Männer schlenkern.Bis der eine (fleckig wie ein Selcher) sagte: Hauptmann, dieser hat geschrien. Und der Hauptmann sah vom Pferde: Welcher? und es war ihm selbst, er hätte ihnden Elia rufen hören. Alle waren zuzuschauen voller Lust, und sie hielten, daß er nicht verfalle, gierig ihm die ganze Essiggalle an sein schwindendes Gehust.Denn sie hofften noch ein ganzes Spiel und vielleicht den kommenden Elia. Aber hinten ferne schrie Maria, und er selber brüllte und verfiel.",136,Jahrhundertwende,Jahrhundertwende
29789,"Dauthendey, Max_Bin wie ein Kranker_1892","Dauthendey, Max",Bin wie ein Kranker,1892,"Der blaue Himmel und der Sonnenschein, Sie stiegen nicht mit mir ins Schiff hinein. Beim Regen bin ich einsam hier gelandet. Im Meere schlug mein Herz noch weit – jetzt liegt es hier versandet.Der Regen fällt und füllt mit Trübnis die Gedanken, Sie schwimmen grau vorbei wie tote Hüllen. Ihr Mut starb hin, da sie in Gram versanken. Die Wünsche töten, die sich nicht erfüllen.Bin wie ein Kranker, den die Nacht bedrängt, Bin wie der Mond, der blaß im Raume hängt. Darf ich mein Blut nicht bald an Liebe stillen Sterb ich an meiner Wünsche letztem Willen.",110,Jahrhundertwende,Jahrhundertwende
12777,"Lichtenstein, Alfred_Mondlandschaft_1913","Lichtenstein, Alfred",Mondlandschaft,1913,"Oben brennt das gelbe Mutterauge. Überall liegt Nacht wie blaues Tuch. Fraglos ist, daß ich jetzt Atem sauge. Ich bin nur ein kleines Bilderbuch.Häuser fangen Träume bunter Schläfer Wie in Netzen in den Fenstern auf. Autos kriechen wie Marienkäfer Leuchtende Straßen hinauf.",48,Expressionismus,Expressionismus
52760,"Hoddis, Jakob van_Morgens_1914","Hoddis, Jakob van",Morgens,1914,Ein starker Wind sprang empor. Öffnet des eisernen Himmels blutende Tore. Schlägt an die Türme. Hellklingend laut geschmeidig über die eherne Ebene der Stadt. Die Morgensonne rußig. Auf Dämmen donnern Züge. Durch Wolken pflügen goldne Engelpflüge. Starker Wind über der bleichen Stadt. Dampfer und Kräne erwachen am schmutzig fließenden Strom. Verdrossen klopfen die Glocken am verwitterten Dom. Viele Weiber siehst du und Mädchen zur Arbeit gehn. Im bleichen Licht. Wild von der Nacht. Ihre Röcke wehn. Glieder zur Liebe geschaffen. Hin zur Maschine und mürrischem Mühn. Sieh in das zärtliche Licht. In der Bäume zärtliches Grün. Horch! Die Spatzen schrein. Und draußen auf wilderen Feldern singen Lerchen.,128,Expressionismus,Expressionismus
