pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
16658,"Engelke, Gerrit_UNTITLED_1913","Engelke, Gerrit",UNTITLED,1913,"Träge schwimmt die Straße in den Abend. Radfahrer klingeln, Ein Droschkengaul prustet trabend, Straßenlang übergießen, umzingeln Lichter die Abendgänger. Die Straße tönt weicher und bänger.Drüben am Hause klappt ein Postradfahrer Den Briefkasten zu. Wirft den Beutel mit Feierabendruh Auf sein Rad –Mensch! Du! Du! Du Schicksalsbewahrer! Du Weltbote der Stadt! Siehst du nicht wie der Beutel schwillt, Wie er quillt, wie er quillt? Ein Brandbrief lodert in ihm auf, Ein Liebesbrief schreit rot und geil, Ein Händler ladet ein zum Kauf, Ein Schuft hält seine Ehfrau feil, Ein Erpresser der Schwarzhand droht, Einer schließt ab auf tausend Stück Brot, Einer knüpft sich um den Hals ein Seil, Ein Neugeborener kräht und strampelt, krebsrot, Eine Mutter, eine Mutter ist tot – Ich kann dies Wirbeln nicht fassen, – Und Du, du trödelst da so gelassen! Mensch! du bringst in alle Türen Freudeschüren Oder todschweren Sinn! Um dich herum gärt Geld- und Leiberkampf, Um dich stürzt alles Schicksal hin!Klingelnd radelt der Bote stadthin, In dem Straßendampf –",198,Expressionismus,Expressionismus
45683,"Rilke, Rainer Maria_Die neunte Elegie_1917","Rilke, Rainer Maria",Die neunte Elegie,1917,"Warum , wenn es angeht , also die Frist des Daseins hinzubringen , als Lorbeer , ein wenig dunkler als alles andere Grün , mit kleinen Wellen an jedem Blattrand ( wie eines Windes Lächeln ) – : warum dann Menschliches müssen – und , Schicksal vermeidend , sich sehnen nach Schicksal ? ... Oh , dieser voreilige Vorteil eines nahen Verlusts . Nicht Ding , oder stirbt in ein Ding – , und jenseits selig der Geige entgeht . – Und diese , von Hingang lebenden Dinge verstehn , daß du sie rühmst ; vergänglich , traun sie ein Rettendes uns , den Vergänglichsten , zu . Wollen , wir sollen sie ganz im unsichtbarn Herzen verwandeln in – o unendlich – in uns ! Wer wir am Ende auch seien.Erde , ist es nicht dies , was du willst : in uns erstehn ? – Ist es dein Traum nicht , einmal unsichtbar zu sein ? – Erde ! unsichtbar ! Was , wenn Verwandlung nicht , ist dein drängender Auftrag ? Erde , du liebe , ich will . Oh glaub , es bedürfte nicht deiner Frühlinge mehr , mich dir zu gewinnen – , ach , ein einziger ist schon dem Blute zu viel . Namenlos bin ich zu dir entschlossen , von weit her . Immer warst du im Recht , und dein heiliger Einfall ist der vertrauliche Tod.Siehe , ich lebe . Woraus ? Weder Kindheit noch Zukunft werden weniger ... ... . Überzähliges Dasein entspringt mir im Herzen .",256,Expressionismus,Jahrhundertwende
16705,"Engelke, Gerrit_UNTITLED_1917","Engelke, Gerrit",UNTITLED,1917,"Ich bin Soldat und steh im Feld Und weiß von niemand in der Welt. Drum kann ich diesen Regentag nicht feiern, So kummerzärtlich, feucht und bleiern, Da mir dein Bild zur Nacht den Schlaf zerschlug Und mich in deine Nähe trug.Ich bin Soldat und steh im Feld, Gewehr im Arm, und fern der Welt. Wär ich zu Haus, ich schlösse Tür und Scheiben Und wollte lange einsam bleiben; Im Sofawinkel sitzend mich versenken, Geschlossnen Auges deiner denken.Ich bin Soldat im trüben Feld. Hier endet alte Menschenwelt. Der Regen singt, die nassen Strähnen fließen. Ich kann nichts tun – nur Blei verschießen. Weiß nicht warum, tu's doch als ob ich's muß: Ins graue Wetter kracht ein Schuß!",136,Expressionismus,Expressionismus
7960,"Dehmel, Richard Fedor Leopold_UNTITLED_1891","Dehmel, Richard Fedor Leopold",UNTITLED,1891,"Altgeschehnes, Neuerfahrnes drängt in Eines sich zusammen; und wir wissen nicht zu scheiden dieses Lodern seltner Flammen.Doch darunter lebt ein Glühen seltenster Begebenheiten; und man fühlt ein still Bemühen, als ob Zeiten sich bereiten.",39,Naturalismus,Jahrhundertwende
16668,"Engelke, Gerrit_UNTITLED_1914","Engelke, Gerrit",UNTITLED,1914,"Weit übers Meer her schlägt mir, Mutter, Dein Herz entgegen – Wie müssen alle Weiten sich bewegen Vor deinen Herzenswellen.Dir strömt, immer kindlich und gut, Mein Blut wie am Anfang – Immer wie einst rinnt Durch mich der ewige Klang, Dein Muttergesang: Du, mein Kind!Schon hebt sich, langsam wandelnd, Die Stunde, die starker Rührung voll, Uns wieder zueinander bringen soll! Schon zittert Freude durch die Weiten – Schon fühle ich dein Herz herüber gleiten, Mutter –Bald kommt der Augenblick Voll wunderbarer Strömung, Da ich, ein Kindlein, Mutter, Wieder zu dir sinke – Freude will in mir lallen – Eine Träne wird fallen – Bald, Mutter, bald!",128,Expressionismus,Expressionismus
40507,"Hofmannsthal, Hugo von_UNTITLED_1897","Hofmannsthal, Hugo von",UNTITLED,1897,"Schwere Sonne lag im Anfang auf den Scheiben Mit dem schweren Glanz – es standen große Blumen Auf den Tischen rings: Schwertlilien, volle Rosen, Haselzweige dumpf wie braune Erze funkelnd – vergeblich Rang die Stimme schwach wie eine matte Flamme Von Unsicherm umschwebt: von Schatten, halben Gestalten. Aber mählich mit der Dämmerung wurden jene Geträumten Schatten stark: und sie zerdrangen siegreich Die schöne Luft und da – wie große kluge Vögel saßen sie schon unter uns und banden uns mit den Augen.",90,Jahrhundertwende,Jahrhundertwende
44987,"Heym, Georg_UNTITLED_1899","Heym, Georg",UNTITLED,1899,"Bei dreier Kerzen mildem Lichte Die Leiche schläft. Und hohe Mönche gehen Um sie herum, und legen ihre Finger Manchmal über ihr Angesicht.Froh sind die Toten, die zur Ruhe kehren Und strecken ihre weißen Hände aus, Den Engeln zu, die groß und schattig gehen Mit Flügelschlagen durch das hohe Haus.Nur manchmal schallt ein Weinen durch die Wände, Ein tiefes Schluchzen wälzt sich in der Lust. Man kreuzet ihre hageren Finger-Hände Zum Frieden sanft auf die verhaarte Brust.",85,Jahrhundertwende,Expressionismus
29818,"Dauthendey, Max_Trockenzeit_1892","Dauthendey, Max",Trockenzeit,1892,"Die Äcker platzen dürr. Die Luft weht ohne Würzen, Die Bäche längst nicht mehr sich überstürzen; Der Staub wächst auf den trockenheißen Wegen, Die Wurzeln krümmen sich im Durst nach Regen. Das Farrenkraut vergilbt. Der Berg steht wolkenleer. Am hellen blauen Himmel glüht das pralle Licht. Doch wie mein Herz, so lechzt der arme Staub noch nicht.",67,Jahrhundertwende,Jahrhundertwende
19888,"Müller-Jahnke, Clara_Sonnenwendspuk_1882","Müller-Jahnke, Clara",Sonnenwendspuk,1882,"Da blitzt aus mitternächtgem Dunkel ein ferner fahler Schein herauf ; mit Augen , licht wie Sterngefunkel steht meine Kindheit vor mir auf ; sie grüßt so süß , und lächelnd lauschen möcht ich den Worten , die sie spricht , – ich hör ihr Raunen , Flüstern , Rauschen , doch ihren Sinn erfaß ich nicht.Da hallt in nächtlich-tiefem Schweigen ein leiser Laut aus einem Borne des Guten Strom – des Bösen Macht « – so klingt der Spruch der Schicksalsnorne in schweigender Mittwinternacht.Ihr Blick erlischt in Sterngefunkel , ihr Wolkenkleid zerfließt in Luft ; nun hellt kein Schimmer mehr das Dunkel , und keine süße Stimme ruft . Ein Warner war es – kein Erretter , der dem Gefallnen naht voll Huld , – klug sind sie doch , die ew'gen Götter , und wahren sich vor jeder Schuld ! –Klug sind sie schon seit Odins Zeiten : sie gaben uns ein fühlend Herz , sie stellten uns in Kampf und Streiten , sie warfen uns in Not und Schmerz . Sie weisen uns den Kelch der Rose und mahnen höhnend zur Geduld . . . und bricht der Schild im Kampfgetose , so tragen eben wir die Schuld ! Zwei Wege wurden uns beschieden durch strengverhüllte Schicksalsmacht : der eine führt zu Licht und Frieden , der andre in die ew'ge Nacht . Der eine : Tragen und Entsagen , der andre : Lust und Lebensmut . – Und wird der Himmel mir zerschlagen , so geh ich durch der Hölle Glut .",256,Naturalismus,Naturalismus
46698,"Löns, Hermann_UNTITLED_1890","Löns, Hermann",UNTITLED,1890,"Warm sind die leisen Lüfte, Die Zweige sind blütenschwer, Unstet treibt auf dem Rasen Ein welkes Blatt einher.Aus den blühenden Veilchen Stößt es der Wind in den Sand, So war einst meine Seele Eh sie die deinige fand.",42,Naturalismus,Naturalismus
23991,"Henckell, Karl_UNTITLED_1896","Henckell, Karl",UNTITLED,1896,"Faß es, Mensch, und wirf zusammen Alles nun in einen Brand, Was zur Schwäche mag verdammen, Was mit Feigheit dich umwand! Soll dich etwas so bedrohen, Daß es willenlos dich beugt? Gis dem Feuer! Laß es lohen! Sei der Geist, der selbst sich zeugt!Deine Flamme sei die Stunde, Deine Wiege der Moment – Sei mit jener Macht im Bunde, Die kein Recht von gestern kennt! Wisse, Schuld wird ungeheuer, Die ihr Konto nie zerreißt – Laß es lohen! Gibs dem Feuer! Sei der Zeuger, sei der Geist!",110,Jahrhundertwende,Naturalismus
72513,"Holz, Arno_UNTITLED_1899","Holz, Arno",UNTITLED,1899,"Purpurne Citronenwälder blühen um blaue Meere.Mit seidnen Segeln saust mein Drachenschiff.Fest, in den grünen Gischt, drückt meine Faust das Steuer; keine Wimper zuckt.Zu dir! Zu dir!Unter meinem spiegelnden Goldpanzer, aus dem die Sonne strahlt, klopft mein Herz.",46,Jahrhundertwende,Naturalismus
