pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
10214,"Weissmann, Maria Luise_UNTITLED_1914","Weissmann, Maria Luise",UNTITLED,1914,"Schweig, mein Geliebter; Mund auf Mund Wurden wir groß, wurden wir alt In einem nie gestillten Bund, Alt wie der uralte Wald.Alt wie der Mond, mein Lichtgesicht, Bist du am Himmel tausend Jahr O schmale Sichel aufgericht, Der ich die Ernte war.Alt wie das Meer, die dunkle Saat, Nach dir gereift, sehnsüchtige Flut, Steigt zwischen uns den ewigen Pfad Dunkel das ewige Blut.",75,Expressionismus,Expressionismus
45437,"Rilke, Rainer Maria_Initiale_1900","Rilke, Rainer Maria",Initiale,1900,"Gieb deine Schönheit immer hin ohne Rechnen und Reden. Du schweigst. Sie sagt für dich: Ich bin. Und kommt in tausendfachem Sinn, kommt endlich über jeden.",32,Jahrhundertwende,Jahrhundertwende
12541,"Wedekind, Frank_Stille Befürchtung_1891","Wedekind, Frank",Stille Befürchtung,1891,"Seit ich dir mein ganzes Herz entladen, Peinigt mich geheimnisvolles Weh: Morgens drängt's mich seltsam, mich zu baden; Abends treibt's mich mächtig ins Café;Nachts umgaukeln mich verrückte Träume Daß die Seele bang um Hilfe schreit; Eng bedrücken mich des Himmels Räume, Die Gewänder werden mir zu weit;Vor den Augen schwirrt ein schwarzer Falter – Sprich, o sprich, wie soll ich das verstehn! 's ist ein heimlich zartes Knospenalter; Doch nicht",86,Naturalismus,Naturalismus
21086,"Stadler, Ernst_UNTITLED_1898","Stadler, Ernst",UNTITLED,1898,"Die Kirschbaumblüten im lichtdurchschwemmten Garten Sind wie Kandelaber von Millionen Kerzen, Die das Vollmondfeuer angesteckt. Die zarten Kissen Grüngesprengten Rasens zwischen Krokusbeeten Sind besteckt mit weißen Perlensäumen, Und die kühle spiegelhelle Luft Ist ein feiner Schleier von gewebtem Silber, Den die Lenznacht heimlich glühend um die Weiße warme Nacktheit ihrer Glieder hängt.",57,Jahrhundertwende,Expressionismus
12755,"Lichtenstein, Alfred_Das Konzert_1911","Lichtenstein, Alfred",Das Konzert,1911,"Die nackten Stühle horchen sonderbar Beängstigend und still, als gäbe es Gefahr. Nur manche sind mit einem Mensch bedeckt.Ein grünes Fräulein sieht oft in ein Buch. Und einer findet bald ein Taschentuch. Und Stiefel sind ganz gräßlich angedreckt.Aus offnem Munde tönt ein alter Mann. Ein Jüngling blickt ein junges Mädchen an. Ein Knabe spielt an seinem Hosenknopf.Auf einem Podium schaukelt sich behend Ein Leib bei einem ernsten Instrument. Auf einem Kragen liegt ein blanker Kopf.",83,Expressionismus,Expressionismus
16698,"Engelke, Gerrit_UNTITLED_1917","Engelke, Gerrit",UNTITLED,1917,"Ich kam aus den Meeren, ich kam aus der Sonne, ich kam aus dem Wind, Die alle mir Urväter und Mütter sind; Aus fallenden Zeiten, aus ewiger Nacht ein lallendes Werde, Ein schillernder Tropfen, ein hilfloses Kind, Geworfen auf winzigen Fleck der Erde. Ein Häuflein Jahre des Lebens, Gefäß des Kummers und freudig flutenden Bebens, Ein kreisendes Stündlein vor ewiger Zeit. O halte, Weltanfang und -Ende mich immer in Demut bereit, Ich kam aus den Meeren, aus Sonne und Wind, Und bin nur ein Kind.Ist es nicht immer genug: Daß dich ein herbstlich verblutender Baum, Hintaumelnder Vogelflug, Entzündeter Abendwolken Schaum, Ein schluchzend einfältiglich Lied, Das über engende Höfe flieht, In gottvolle Armut und Nacktheit entrückt, Unendlich beglückt!",141,Expressionismus,Expressionismus
104,"Flaischlen, Cäsar_UNTITLED_1892","Flaischlen, Cäsar",UNTITLED,1892,"Da aber liegt 's : der eine biegt 's , der andre bricht 's ! laß nur das Schwert nicht in die Scheiderosten , den freien Mut des freien Manns ! Wer etwas will , der kann 's ... der kann 's ! und würd es eine Welt ihn kosten ! Was du vor dir bist , nur entscheidet ! der Spruch der Welt , und wenn sie dich mit Purpur kleidet ... für das , was einer litt und leidet , ist all ihr Purpur Fastnachts-Spott ! Was du vor dir bist , nur entscheidet und wird des Ganzen innerer Kern ... nicht Glück , nicht Zufall oder Stern ! und was dann auch dagegen streitet , der Freie macht sich stets zum Herrn ! Was du vor dir bist , nur entscheidet und bleibt im buntverwirrten Spiel des breiten Weltgetriebs das einzig unverlierbar klare Ziel , der einzige schaffende Gedanke , der all dem blinden Her und Hin Beziehung gibt , Verstand und Sinn , daß es sich formt und fügt und ordnet und still zu einem Ganzen webt ... der einzige feste Punkt , von dem aus ein Starker die Welt aus ihren Angeln hebt ! Den einen trügt 's , den andern trägt 's , dem einen liegt 's , der andere legt 's ... laß nur das Schwert nicht in die Scheide rosten , den freien Mut des freien Manns ! wer etwas will , der kann 's ... der kann 's ! und würd es eine Welt ihn kosten !",256,Jahrhundertwende,Naturalismus
12795,"Lichtenstein, Alfred_Der Entleibte_1912","Lichtenstein, Alfred",Der Entleibte,1912,"Weiß lieg ich Auf einem Rest von einem Rummelplatz Zwischen zackigen Bauten – Brennende Blume ... leuchtender See ...Zehen und Hände Streben ins Leere. Sehnsucht zerreißt den weinenden Körper. Über mich gleitet der kleine Mond.Augen greifen Weich in tiefe Welt, Hüten versunken Wandernde Sterne.",49,Expressionismus,Expressionismus
70721,"Trakl, Georg_DIE SCHÖNE STADT_1913","Trakl, Georg",DIE SCHÖNE STADT,1913,"Zitternd flattern Glockenklange, Marschtakt hallt und Wacherufen. Fremde lauschen auf den Stufen. Hoch im Blau sind Orgelklänge.Zitternd flattern Glockenklange, Marschtakt hallt und Wacherufen. Fremde lauschen auf den Stufen. Hoch im Blau sind Orgelklänge.",40,Expressionismus,Expressionismus
23876,"Henckell, Karl_UNTITLED_1896","Henckell, Karl",UNTITLED,1896,"Tief blutrot sinkt das Weinlaub hin, Lichtnelken nicken scheidend, Der Sommer zittert durch den Sinn, Die Seele fühlt sich leidend.Wenn sich die Seele leidend fühlt, So mag sie leise klagen. Der Sturm, der in die Wurzeln wühlt, Soll er die Krone schlagen?Durch Kron' und Wipfel schleicht es matt, Wie tief zu Tod entmutet. So müde bin ich wie das Blatt, Das dort zu Boden blutet.",79,Jahrhundertwende,Naturalismus
35786,"Bierbaum, Otto Julius_Tanz auf der Tenne_1887","Bierbaum, Otto Julius",Tanz auf der Tenne,1887,"Es kreiste die Sense mit scharfem Schwung, Es fielen die Halme, es sank das Gras, Und die Sonne lachte der Ernte.Der Himmel war blau, und die Luft war heiß, Und die Schnitterin schnitt und lachte dazu: Oh, du Sonne, du Sonne, du gute!Nun ist es gesammelt, das goldene Korn, Und das duftige Heu liegt wolkenschwer Im Haus, unterm Dach: Nun sind wir dich los, Frau Sorge!Nun klingen die Glocken zum Erntefest, Nun wollen wir tanzen zwischen dem Heu, Wo unsere Schlegel dem Körnertanz Laut schlugen den Takt: Auf der Tenne.Nun Schnitterin komm und reich mir die Hand, Nun will ich mal sehn, du fröhliche Dirn, Ob deine Beine so lustig sind, So voll Kraft und voll Schwung, Wie die Arme.Und die Geige singt, Und der Brummbaß brummt, Und die Pfeifen kichern und kullern wie toll, Und wir drehen uns wild Rundum, rundum Zwischen duftendem Heu auf der Tenne.Warm fühl ich mir nah deine Frühlingsbrust, Du flinkes Mädel; ich halte dich fest, Ich seh in dein Auge, es jauchzt mein Herz: Oh, du Sonne, du Sonne, du gute!",216,Naturalismus,Jahrhundertwende
12830,"Lichtenstein, Alfred_Nach dem Gefecht_1914","Lichtenstein, Alfred",Nach dem Gefecht,1914,"Am Himmel bullern nicht mehr die Haubitzen, Die Kanoniere ruhn bei den Geschützen.Die Infantrie schlägt sich jetzt Zelte auf, Und langsam steigt der blasse Mond herauf.Auf gelben Feldern lohn in roten Hosen, Aschfahl von Tod und Pulver, die Franzosen.Dazwischen hocken deutsche Sanitäter. Der Tag wird grauer, seine Sonne röter.Feldküchen dampfen. Dörfer sind in Brand. Zerbrochne Karren stehn am Straßenrand.Keuchende Radler lungern heiß und braun An einem angebrannten Bretterzaun.Und Ordonnanzen reiten schon Vom Regiment zur Division.",84,Expressionismus,Expressionismus
21062,"Stadler, Ernst_UNTITLED_1898","Stadler, Ernst",UNTITLED,1898,Der Abend dampft in den gefüllten Schalen und schwillt aus Glocken blauumkränzter Weiten die Brunnen glühn wie Ketten von Opalen.Aus strahlend offnen Toren lächelnd schreiten in langen Zügen blasse ferne Frauen: die schlanken Krüge lässig wiegend gleitensie in den warmen Sommerglanz der Auen und schwimmen hin im Duft verlorner Lieder ... Und aus dem süß gewellten Haar der grauen,60,Jahrhundertwende,Expressionismus
70396,"Holz, Arno_UNTITLED_1886","Holz, Arno",UNTITLED,1886,"Man setzt sich ans Schreibpult wie an ein Klavier; Vor sich drei Bogen gelbes Concept Und kommt sich vor wie ein alter Adept.Dann taucht man ins schwarze Gallelement Sein Selbstberäucherungsinstrument, Träumt sich nach Memphis, Korinth und Walhall Und gebiert einen mächtigen Phrasenschwall.Daneben spuckt man nach Recht und Pflicht Der neuen Zeit in ihr Prosagesicht; Und hat man sich dick mit Gefühlen beschwert, Wird drüber der Thränenkübel geleert.Man setzt sich ans Schreibpult wie an ein Klavier; Vor sich drei Bogen gelbes Concept Und kommt sich vor wie ein alter Adept.",96,Naturalismus,Naturalismus
36009,"Bierbaum, Otto Julius_Glück_1887","Bierbaum, Otto Julius",Glück,1887,"Ich bin so voll von Liebe, Wie die Traube ist voll von Süße, Mein Herz ist wie im Sommer Der volle Apfelbaum.Ich gehe stille Wege Mit ruhigem Gemüte, Der hohe blaue Himmel Ist mir kein leerer Raum.Ich bin mit allem Leben Verwurzelt und verwachsen, Die Sonne ist meine Mutter, Gott ist mein schönster Traum.",60,Naturalismus,Jahrhundertwende
29414,"Dauthendey, Max_An deinen Lippen_1892","Dauthendey, Max",An deinen Lippen,1892,"Deine Küsse halten mich glühend wach, Sie gehen wie feurige Sterne ums Dach.An deinen Lippen wird's Blut mir rot, Mein Herz springt ins Feuer, mein Auge loht.Deine Augen wie kleine Monde beim Küssen Im letzten Himmel verschwinden müssen.",43,Jahrhundertwende,Jahrhundertwende
