pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
12825,"Lichtenstein, Alfred_3_1902","Lichtenstein, Alfred",3,1902,"In Wiesen und in frommen Winden mögen Friedliche heitre Menschen selig gleiten. Wir aber, morsch und längst vergiftet, lögen Uns selbst was vor beim In-die-Himmel-Schreiten.In fremden Städten treib ich ohne Ruder. Hohl sind die fremden Tage und wie Kreide. Du, mein Berlin, du Opiumrausch, du Luder. Nur wer die Sehnsucht kennt, weiß, was ich leide.",67,Jahrhundertwende,Expressionismus
12061,"Falke, Gustav_Die Welle_1884","Falke, Gustav",Die Welle,1884,"Wie die wolfgehetzten Schafe, ängsten Vor dem Nordsturm her die weißen Wellen, Oder wie ein Trupp von scheuen Hengsten, Die vorm Lasso durch die Steppe schnellen. Nein, ein Rudel kommt von bangen Weibern, Die, gedrängt um ihre Königin, Sie beschützend mit den nackten Leibern, Fliehen vor dem kühnen Wiking hin.Und in Mitten sie, die angstgejagte, Schamgequälte. In den eigenen Reichen, Wo der Räuber ihr zu trotzen wagte, Eine Flüchtige, sieht sie kein Entweichen. Näher des Verhaßten Siegestrompeten, Ach, wohin, vor der gewissen Schmach? Lachend wird er in den Staub sie treten, Und ihr Todbett wird ihm Brautgemach.Fort, nur fort! Mit starken Armen teilt sie Den betäubten Knäul der Dienerinnen. Unbehindert, freiren Fußes, eilt sie Weit voraus, als wär noch ein Entrinnen. Doch der Jäger läßt das Wild nicht fahren, Schon berührt sein heißer Atem sie, Und an den entflochtenen feuchten Haaren Zerrt er die Erschöpfte in die Knie.Schwanken. Stürzen. Zu des Starken Füßen Strecken kraftlos sich die schönen Glieder, Und er taumelt, seine Gier zu büßen, Auf die weichen Liebeskissen nieder. Schrei der Scham. Ein purpurn Widerstreben. Herrenrecht und Sieg und Flammenbrust. Schande würgt ein königliches Leben, Und der Seufzer stirbt im Ach der Lust.",236,Naturalismus,Jahrhundertwende
21157,"Stadler, Ernst_UNTITLED_1898","Stadler, Ernst",UNTITLED,1898,"Zuletzt, da alles Werk verrichtet, meinen Gott zu loben, Hat meine Hand die beiden Frauenbilder aus dem Stein gehoben. Die eine aufgerichtet, frei und unerschrocken – Ihr Blick ist Sieg, ihr Schreiten glänzt Frohlocken. Zu zeigen, wie sie freudig über allem Erdenmühsal throne, Gab ich ihr Kelch und Kreuzesfahne und die Krone. Aber meine Seele, Schönheit ferner Kindertage und mein tief verstecktes Leben Hab ich der Besiegten, der Verstoßenen gegeben. Und was ich in mir trug an Stille, sanfter Trauer und demütigem Verlangen Hab ich sehnsüchtig über ihren Kinderleib gehangen: Die schlanken Hüften ausgebuchtet, die der lockre Gürtel hält, Die Hügel ihrer Brüste zärtlich aus dem Linnen ausgewellt, Ließ ihre Haare über Schultern hin wie einen blonden Regen fließen, Liebkoste ihre Hände, die das alte Buch und den zerknickten Schaft umschließen, Gab ihren schlaffen Armen die gebeugte Schwermut gelber Weizenfelder, die in Julisonne schwellen, Dem Wandeln ihrer Füße die Musik von Orgeln, die an Sonntagen aus Kirchentüren quellen. Die süßen Augen mußten eine Binde tragen, Daß rührender durch dünne Seide wehe ihrer Wimpern Schlagen. Und Lieblichkeit der Glieder, die ihr weiches Hemd erfüllt, Hab ich mit Demut ganz und gar umhüllt, Daß wunderbar in Gottes Brudernähe Von Niedrigkeit umglänzt ihr reines Bildnis stehe.",234,Jahrhundertwende,Expressionismus
35750,"Bierbaum, Otto Julius_Stiller Gang_1887","Bierbaum, Otto Julius",Stiller Gang,1887,"Stille geh ich meinen Gang Wiesen, Wälder, Felder lang. Was ich höre, was ich sehe, Daß mir nichts vorüber wehe, Fasse ichs in Verse ein, Und die ganze Welt wird mein.Sind wohl unscheinbare Dinge; Mancher achtet sie geringe, Und ein Nabob wird man nicht, Fängt man solche Schmetterlinge. Aber manches wird Gedicht.Ist nicht mehr wie Blumen pflücken, Linde sich ins Grüne bücken,Ist nicht mehr als wie ein Lauschen, Grüße mit den Vögeln tauschen, Ist nichts, als bescheiden sein Mit der Schönheit, mit dem Schein.Und ist dennoch tiefe Labe, Dauernde und reiche Habe:Wer die Schönheit sich erfaßt, Schenkt der Welt den Rest mit Lachen, All die plumpen Siebensachen, Hat die Götter selbst zu Gast.",138,Naturalismus,Jahrhundertwende
11943,"Falke, Gustav_UNTITLED_1884","Falke, Gustav",UNTITLED,1884,"Die ihr umstolzt mich mit den vollen Taschen, Krummnasig oder nicht, verfluchte Beter Vorm goldnen Kalb, o würd' mein Wort zum Schwerte, Wie wär' Musik mir euer Furchtgezeter.Kommt her! legt Rechnung ab von euren Groschen. Wie? Stockt so bald im gierigen Hals das Wort euch? Der sonst so freche Blick irrt scheu beiseite, Und wie ertappte Buben schleicht ihr fort euch.Geht! schachert, trügt und machts »Geschäftchen« weiter, Und freut euch, Edle, am »verdienten« Schatze. Nur aus der Sonne mir, den Blick zu Boden! Sonst speit mein Zorn euch in die ekle Fratze.",116,Naturalismus,Jahrhundertwende
16676,"Engelke, Gerrit_UNTITLED_1913","Engelke, Gerrit",UNTITLED,1913,"Straßenbahnschienen klirren, Hundert Sensen umschwirren, Fabriken umrauchen dich, Im Ohre gellt dir: – Messerstich, Geschäft, Diebstahl, Geld, Brand – Wände stürzen über dir ein: Du verkümmerst, wirst klein und gemein – Hinaus! Hinaus auf's Land!",48,Expressionismus,Expressionismus
19889,"Müller-Jahnke, Clara_Wiedersehn_1882","Müller-Jahnke, Clara",Wiedersehn,1882,"Aufblitzen im goldigen Sonnenstrahl Millionen glitzernder Sterne – durch schneeige Flächen braust der Zug herbei aus dämmernder Ferne.Er keucht und stöhnt – und es gellt ein Pfiff, ein hastiges Drängen und Treiben – der schneidende Wind, der schwarze Rauch, befrorene Fensterscheiben!Und doch: es liegt mir im Sinn, im Sinn, als käme das Glück gefahren, Als kläng durch die Lüfte das Jubellied heimkehrender Vogelscharen,Als quöllen Wolken von Rosenduft empor aus dem dampfenden Schlote, und er nahte mir strahlend in Licht und Glanz, der lächelnde Götterbote.Da schmilzt das Eis in der Sonne Kuß, da rieseln und rauschen die Quellen, und es klingt mir im Ohr wie Möwenschrei, wie brandende Meereswellen!Vernahmst du jemals des Schiffers Ruf, der sicher durchfuhr die Klippen? – Doch eh' ich den Mund noch öffnen mag, verschließen ihn deine Lippen.",154,Naturalismus,Naturalismus
12005,"Falke, Gustav_Der törichte Jäger_1884","Falke, Gustav",Der törichte Jäger,1884,"Er zog hinaus, das Glück zu fangen, Und jagte mit erhitzten Wangen Bis in den späten Abendschein. Umsonst, es war ein schlimmes Jagen, Er kehrte müde und zerschlagen In seine warme Hütte ein.Da saß in schlichtem Werkelkleide, Dem wilden Jäger schier zu Leide, Am Herde eine stille Magd. Sie reichte ihm den Trunk, den Bissen, Und ging zu Hand ihm, dienstbeflissen, Wie es dem müden Mann behagt.Sie hatte still sich eingefunden Und ungefragt, vor Jahr und Stunden, Und ihre Treue nahm er hin. Heut saß sie blaß zu seinen Füßen, Er ließ sie seinen Unmut büßen, Das flüchtige Wild lag ihm im Sinn.Und muß ich mich zu Tode hetzen, Es soll mein heißes Herz ergetzen, Rief er und rief sein letztes Wort, Und kehrte grollend ihr den Rücken Und setzte über Traumesbrücken Die Jagd nach seinem Wilde fort.Am Morgen, eh die Vögel girrten, Erwacht er. Seine Blicke irrten Schlaftrunken über Bett und Wand Und hin zum Herd. Da stand im Scheine Des Feuers, bleich am weißen Steine, Die Magd, ihr Bündel in der Hand.Wohin? Was treibt dich? – Laß mich wandern, Mein Dienst gehört jetzt einem andern, Leb wohl, ich kehre nicht zurück. Schon stand sie draußen vor der Pforte, Er hört nur noch die Abschiedsworte: Vergiß mich nicht, ich war das Glück.",250,Naturalismus,Jahrhundertwende
10208,"Weissmann, Maria Luise_Jahres-Ende_1914","Weissmann, Maria Luise",Jahres-Ende,1914,"Du greises Jahr: du eilst, dem Ziele zu Rascher und rascher, sehnst dich nach der Ruh In einem tiefen grenzenlosen Tod. Doch sieh: ich eile schneller, nach dem Rot Des neuen Morgens gierig, dir voraus. O komm! Hinübergeh! Lösch aus, lösch aus! Gezeichnetes, Beladenes, befleckt Mit großer Müdigkeit, mit Schmerz bedeckt – Vergeh – ich werde! Stirb – und ich vermag Aufzuerstehn: o neuer, reinster Tag!",85,Expressionismus,Expressionismus
10186,"Weissmann, Maria Luise_5. Cereus Flagelliformis_1914","Weissmann, Maria Luise",5. Cereus Flagelliformis,1914,"Die Züchtigung: dies aber bist Du auch, Du bist die harte, die umdornte Rute Aus einem bitteren verfluchten Strauch; Wo Du auch triffst, da triffst Du tief im Blute.Du bist was schmerzt. Nichts auf der Welt schmerzt mehr, Kein Schmerzendes ist ohne Dich. Bewegst Du Deine Hand, schon überhäufst Du schwer Mit Schmerz der Leidenschaft. Du schlägstMit Widerhaken tausendfach verschlingend Ins Fleisch Dich ein, daß, ob Du dort ob hier Verweilst, es schmerzt. Und zogen einst sie singendZu ihrem Gott, die blutige Geißel schwingend, So treibst Du mich, Unruhe über mir, Nun aus mir fort: ins Unerreichte zwingend.",118,Expressionismus,Expressionismus
