pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
111,"Flaischlen, Cäsar_Still!_1892","Flaischlen, Cäsar",Still!,1892,"Tiefstiller dunkler Schlaf sinkt über meinen Tag, daß ich nichts hoffen mehr, nichts fürchten mag!Das ganze Leben ... ich entsinne mich kaum, war es froh, war es traurig?! Alles wird Traum ...Es ist eine Wiege, von heimlicher Hand leise geschaukelt an Grabesrand! Still! ... Still!",58,Jahrhundertwende,Naturalismus
50029,"Morgenstern, Christian_UNTITLED_1892","Morgenstern, Christian",UNTITLED,1892,"Die Westküsten traten eines Tages zusammen und erklärten , sie seien keine Westküsten , weder Ostküsten noch Westküsten – » daß sie nicht wüßten ! « Sie wollten wieder ihre Freiheit haben und für immer das Joch des Namens abschütteln , womit eine Horde von Menschenbütteln sich angemaßt habe , sie zu begaben.Doch wie sich befreien , wie sich erretten aus diesen widerwärtigen Ketten von den asiatischen Tanten.Schließlich , wie immer in solchen Fällen , tat man eine Resolution aufstellen . Fünfhundert Tintenfische wurden aufgetrieben , und mit ihnen wurde folgendes geschrieben : Wir Westküsten erklären hiermit einstimmig , daß es uns nicht gibt , und zeichnen hochachtungsvoll : Die vereinigten Westküsten der Erde . – Und nun wollte man , daß dies verbreitet werde.Sie riefen den Walfisch , doch er tat 's nicht achten ; sie riefen die Möwen , doch die Möwen lachten ; sie riefen die Wolke , doch die Wolke vernahm nicht ; sie riefen ich weiß nicht was , doch ich weiß nicht was kam nicht.Ja , wieso denn , wieso ? schrie die Küste von Ecuador : Wärst du etwa kein Walfisch , du grober Tor ? Sehr richtig , sagte der Walfisch mit vollkommener Ruh : Dein Denken , liebe Küste , dein Denken macht mich erst dazu.Da war 's den Küsten , als säh ' n sie sich im Spiegel ; ganz seltsam erschien ihnen plötzlich ihr Gewiegel . Still schwammen sie heim , eine jede nach ihrem Land . Und die Resolution , die blieb unversandt .",256,Jahrhundertwende,Jahrhundertwende
16662,"Engelke, Gerrit_UNTITLED_1913","Engelke, Gerrit",UNTITLED,1913,"O' Paradies, daß ich dich liegen wüßte An jenem Berge, jener Küste – Wo die Aufgang-Sonne bluterglüht, Wo das Nachtgewölbe Sterne sprüht – O' daß ich's wüßte –Ich wollte, wie ich bin, aus meinem Alltag, Nach meinen siebzig Jahren, am Verfalltag, Gebeugt von schwerem Leben, Arbeit, Sünde, Noch pilgern in die fernen Morgengründe – Zu dir, o Paradies – –Will wandern, wenn die Stadt im Abend dunkelt – Ein Stern mag sein, der vor dem Wege funkelt – – Ich warte unter Lichtgewimmel, Daß der neue Morgenhimmel Bald erblüht –Und dann! – Sieh da liegt im Gottesmorgen Das gelobte Land! Friedestill, verborgen Hinter Bäumen, schimmert die Goldblumenwiese – Und – da steh ich schon in Sonne vor dem Paradiese An der Pforte –Da tut sich urschön auf der Herrgottsgarten, Und meine siebzig Jahre warten, Daß aus dem Blumengrund ein selig Leuchten käme, Die Pforte öffne und an die Hand mich nähme Wie einst als Kind.",181,Expressionismus,Expressionismus
16648,"Engelke, Gerrit_UNTITLED_1912","Engelke, Gerrit",UNTITLED,1912,"Gott! Zeus! – Christ! Pan! Gott! Baal! – Zeus! Pan! Inder-Somar! Wolken-Donar! Großer Lama! Schöpfer-Brahma! Aller Götterhirne Schädelhaus! Alles Götteratems Luftgebraus!All-Hirn! Kraft-Stirn! Zorn-Arm! Welt-Darm! Lebenslunge! Kosmoszunge!Alles Sommerblühens Baum, Alles Narren-Denkens Schwinge, Aller Tatenfäuste Daum, Fleisch und Seele aller Dinge: Anfangsall-Gebärer: Ewig-Forternährer:Wirf herab die Böllerpauke! Wirf herab die Weltenpauke!Aller Städtemenschen Herdenstrom Will ich schlagen laut und barsch, In Fabrik- wie Kirch- und Wolkendom, Generalgewaltenmarsch!Alle Laster, Leidenschaften, Alles Werdens Mutterschaften, Dirnenliebe, vielgeschmähte, Alle Telegraphendrähte, Alles Krankenhaus-Gestöhn, Aller Hammer Schlag-Gedröhn, Alle krummen Straßenstränge, Allen Wirtshaus-Lärm, Militärkapellen-Klänge, Alles Mensch-Gedärm Will ich auf die Pauke spannen, Daraus Groß-Gesänge bannen! Trotzig meine Pauke tragen: Und mit harten Knöcheln schlagen! Daß sie jedes Ding mit Ehrfurcht nennen, Deinen Körper überall erkennen!Deines Gipfel-Kopfes Wolkenschaum-Gelock, Deines Mundes-Topfes Städtequalm-Geflock, Deiner Brüste-Pamir-Platte, Deines Bauches Straßen-Därme, Deines Leibes Krater-Wärme, Deiner Füße Länder-Matte, Deiner großen Zornes-Pforte Schwarz-Gewitterwolken-Graus, Deiner tiefen Kosmos-Worte Neunte-Symphonie-Gebraus. Eifersvoll beschlag ich gell Deiner Pauke Paukenfell: Daß man hört durch mich! Alles-Gottheit Dich!",217,Expressionismus,Expressionismus
8582,"Thoma, Ludwig_Von Brandenstein_1894","Thoma, Ludwig",Von Brandenstein,1894,"Präsident von Brandenstein, natürlich Preuße, – Was nach folgendem ganz selbstverständlich – Fuhr auf Kosten seines Staates erster Klasse, Und da ärgerte ihn etwas schändlich.Nämlich vis-à-vis von ihm, da saß ein Kärel Gleichfalls gratis. Bürgerlich in Kleidung, Röllchen, Jägerhemd und keine Bügelfalten, Und was sonst noch dient zur Unterscheidung.Dieser Kärel rauchte! Rauchte 'ne Zigarre, Wie sie Brandenstein noch nie gerochen! Glauben Sie, daß er um die Erlaubnis fragte? Nee! Der Kärel hat keen' Ton gesprochen.Hielt das Kraut vergnügt von sich mit dicken Fingern, Und man sah die ungeputzten Nägel. Denken Sie sich Brandenstein in dieser Lage! Vis-à-vis von einem solchen Flegel!Na, er wußte gleich Bescheid. Wenn erster Klasse So was fährt, dann ist's ein Reichstagsbote, Selbstverständlich einer von der linken Seite, Volksverführer, Quasselfritze, Knote.Brandenstein beschwerte sich denn auch sehr bitter, Und Entrüstung kam aus seiner Schleuse. Ist es wirklich nötig, noch erst zu versichern: Dieser Herr sei Junker und ein Preuße?",184,Jahrhundertwende,Jahrhundertwende
12773,"Lichtenstein, Alfred_Mädchen_1913","Lichtenstein, Alfred",Mädchen,1913,"Sie halten den Abend der Stuben nicht aus. Sie schleichen in tiefe Sternstraßen hinaus. Wie weich ist die Welt im Laternenwind! Wie seltsam summend das Leben zerrinnt..Sie laufen an Gärten und Häusern vorbei, Als ob ganz fern ein Leuchten sei, Und sehen jeden lüsternen Mann Wie einen süßen Herrn Heiland an.",57,Expressionismus,Expressionismus
39796,"Ringelnatz, Joachim_UNTITLED_1908","Ringelnatz, Joachim",UNTITLED,1908,"Ich habe dich so lieb! Ich würde dir ohne Bedenken Eine Kachel aus meinem Ofen Schenken.Ich habe dir nichts getan. Nun ist mir traurig zu Mut. An den Hängen der Eisenbahn Leuchtet der Ginster so gut.Vorbei – verjährt – Doch nimmer vergessen. Ich reise. Alles, was lange währt, Ist leise.Die Zeit entstellt Alle Lebewesen. Ein Hund bellt. Er kann nicht lesen. Er kann nicht schreiben. Wir können nicht bleiben.Ich lache. Die Löcher sind die Hauptsache An einem Sieb.",91,Jahrhundertwende,Jahrhundertwende
45592,"Rilke, Rainer Maria_Eine Welke_1900","Rilke, Rainer Maria",Eine Welke,1900,"Leicht, wie nach ihrem Tode trägt sie die Handschuh, das Tuch. Ein Duft aus ihrer Kommode verdrängte den lieben Geruch,an dem sie sich früher erkannte. Jetzt fragte sie lange nicht, wer sie sei (: eine ferne Verwandte), und geht in Gedanken umherund sorgt für ein ängstliches Zimmer, das sie ordnet und schont, weil es vielleicht noch immer dasselbe Mädchen bewohnt.",73,Jahrhundertwende,Jahrhundertwende
73565,"Liliencron, Detlev von_UNTITLED_1883","Liliencron, Detlev von",UNTITLED,1883,"„ Viel Menschen sind in Gefahr . Es breunt die Heide von Djernisbeg Und das Moor von Munkbrarupkar. “ Schon steh ’ ich im Bügel , schon bin ich im Sitz , In den Sattel springt der Gendarm wie der Blitz . Just schlägt es im Städtchen Glock zwölfe , Wir reiten als hetzten uns Wölfe.Hier schläft ein Garten in Mitternachtruh ’ , Dort Das , Herr , ist meine Geschichte , Hier stell ’ ich mich dem Gerichte. “ „ Viel Menschen sind in Gefahr . Es breunt die Heide von Djernisbeg Und das Moor von Munkbrarupkar. “ Schon steh ’ ich im Bügel , schon bin ich im Sitz , In den Sattel springt der Gendarm wie der Blitz . Just schlägt es im Städtchen Glock zwölfe , Wir reiten als hetzten uns Wölfe.Hier schläft ein Garten in Mitternachtruh ’ , Dort dämmert im Mondschein der Busch . Und Felder und Wälder verschwinden im Nu , Wir fliegen vorüber im Husch . Und sieh ’ , in der Ebne stäubt Funkengeschwärm , Schon murmelt herüber verworrener Lärm . Es gilt ! Die Sporen dem Pferde , Der Bauchgurt berührt fast die Erde.Herunter vom Gaule , wir sind am Ort , Und stehen in Rauch und Qualm . Das Feuer frißt gierig : das Kraut ist verdorrt , Vom Sommer vertrocknet der Halm . Doch mitt ’ in der dampfenden Pußta , o Graus , Steht hell in Flammen ein einzelnes Haus . Und aus dem sengelnden Schilfe Ruft ’ s markerschütternd um Hilfe .",259,Naturalismus,Naturalismus
44978,"Heym, Georg_Der Baum_1899","Heym, Georg",Der Baum,1899,"Sonne hat ihn gesotten, Wind hat ihn dürr gemacht, Kein Baum wollte ihn haben, Überall fiel er ab.Nur eine Eberesche Mit roten Beeren bespickt Wie mit feurigen Zungen, Hat ihm Obdach gegeben.Und da hing er mit Schweben, Seine Füße lagen im Gras. Die Abendsonne fuhr blutig Durch die Rippen ihm naß,Schlug die Ölwälder alle Über der Landschaft herauf, Gott in dem weißen Kleide Tat in den Wolken sich auf.In den blumigen Gründen Ringelte Schlangengezücht, In den silbernen Hälsen Zwitscherte dünnes Gerücht.Und sie zitterten alle Über dem Blätterreich, Hörend die Hände des Vaters Im hellen Geäder leicht.",108,Jahrhundertwende,Expressionismus
