pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
8135,"Dehmel, Richard Fedor Leopold_Ein Luftschiffer_1891","Dehmel, Richard Fedor Leopold",Ein Luftschiffer,1891,"Ich kann ein Luftschiffer werden, immer höher schlägt mein Herz; da fliehn die Flüsse unter mir wie dünne Adern Erz, meine Gondel steigt und steigt.Die Luft wird immer reiner; das wirre Erdgewühl wird alles klein und kleiner, wird alles wie ein Spiel. Ich gleite drüber hin.Hin, wo die Wolken schweigen; kaum noch ein Berghaupt blinkt. Ich fühle mich nicht mehr steigen, nur die Erde sinkt und sinkt; mir träumt ein Schaukellied.Ich schwebe nur und schwebe, in die blaue Welt hinein. Wer weiß wohin – ade, ade – der Himmel wiegt mich ein: fahr wohl, du kleiner Held.",114,Naturalismus,Jahrhundertwende
46634,"Löns, Hermann_Kleine Station_1890","Löns, Hermann",Kleine Station,1890,"Die Sonne brütet auf dem Straßenstaube, Im Schädel brütet die Erinnerung, Um mich die kühle Trauereschenlaube, Vom Wiesengraben tönt es: »unk, unk, unk.«Die Kellnerin entkorkt die lange Flasche, Das braune Auge potipharisch blickt, Mit schnellem Aufblick ich die Falten hasche, In die ihr Schürzchen unterm Gurt sich knickt.Kein Menschenwort dringt in den kleinen Garten, Der Wein ist alt, das Mädel rund und jung, Drei Stunden muß ich auf den Zug noch warten – Greif zu – vergiß das dumme: »unk, unk, unk.«",102,Naturalismus,Naturalismus
46930,"Löns, Hermann_Der schäbige Rest_1890","Löns, Hermann",Der schäbige Rest,1890,"Heil soll Hannover widerfahren, Die große Sarah will hierher, Das ist sehr freundlich, doch wir fragen: O Sarah, was kamst du nicht eh'r?Als du noch jünger warst an Jahren, Da ließest du dich hier nicht sehn, Jetzt, wo die Zugkraft von dir weg ist, Da willst du auf die Dörfer gehn.In Frankreich reüssierst du, Sarah, Kaum noch im allerkleinsten Nest, Und nun servierst du den Barbaren Diesseits des Rheins den schägen Rest.Ich aber schätze keine Neigen Und laufe davor, was ich kann; Schon immer warste reichlich mager, Und jetzt ist an dir nichts mehr dran.",117,Naturalismus,Naturalismus
49853,"Morgenstern, Christian_UNTITLED_1892","Morgenstern, Christian",UNTITLED,1892,"Wie tief die Wipfel heut erschauern! Wie Schicksal greift es in mein Herz und überwältigt mich, zu trauern, und reift zu altem neuen Schmerz.Schwermütige Gemälde steigen zu klagender Musik empor, und wie sie Jahr um Jahr mir zeigen, erkenn ich, was ich schon verlor.Zuletzt in mich zurückgetrieben – was bleibt mir nun? wem darf ich traun? Wer wird mein stilles Tagwerk lieben? Was bürgt mir, nicht umsonst zu baun? ...Wie tief die Wipfel heut erschauern! Wie Schicksal greift es in mein Herz und überwältigt mich, zu trauern, und reift zu altem neuen Schmerz.",109,Jahrhundertwende,Jahrhundertwende
41323,"Trakl, Georg_Seele des Lebens_1900","Trakl, Georg",Seele des Lebens,1900,"Verfall, der weich das Laub umdüstert, Es wohnt im Wald sein weites Schweigen. Bald scheint ein Dorf sich geisterhaft zu neigen. Der Schwester Mund in schwarzen Zweigen flüstert.Der Einsame wird bald entgleiten, Vielleicht ein Hirt auf dunklen Pfaden. Ein Tier tritt leise aus den Baumarkaden, Indes die Lider sich vor Gottheit weiten.Der blaue Fluß rinnt schön hinunter, Gewölke sich am Abend zeigen; Die Seele auch in engelhaftem Schweigen. Vergängliche Gebilde gehen unter.",83,Jahrhundertwende,Expressionismus
50145,"Morgenstern, Christian_UNTITLED_1892","Morgenstern, Christian",UNTITLED,1892,"O Schweigen, Schweigen, komm, du letzter Schluß, da mitzuteilen Haß nur weckt und Fehde. Ergreif an ihrer Wurzel meine Rede, laß einwärts sprossen, was denn sprossen muß.Ich will dich tragen, wohin niemand kommt, in Wälder, wo nur Tiere uns erfahren, – bis du vielleicht nach vielen, vielen Jahren das Wort mir schenkst, das mir und andern frommt.Dann laß mich noch einmal vor Menschen stehn und ihnen dieses eine Tiefste sagen – und dich dann wieder in die Wälder tragen und wie ein Wild dort fallen und vergehn.",101,Jahrhundertwende,Jahrhundertwende
8038,"Dehmel, Richard Fedor Leopold_Venus Mater_1891","Dehmel, Richard Fedor Leopold",Venus Mater,1891,"Träume, träume, du mein süßes Leben, von dem Himmel, der die Blüten bringt; Blumen winken da, die beben von dem Lied, das deine Mutter singt ...Träume, träume, Knospe meiner Sorgen, von dem Tage, da die Blume sprießt, von dem hellen Blütenmorgen, da dein Seelchen sich der Welt erschließt ...Träume, träume, Blüte meiner Liebe, von der stillen, von der heiligen Nacht, da die Blume Seiner Liebe diese Welt zum Himmel mir gemacht ...",92,Naturalismus,Jahrhundertwende
45393,"Rilke, Rainer Maria_Mondnacht_1900","Rilke, Rainer Maria",Mondnacht,1900,"Süddeutsche Nacht, ganz breit im reifen Monde, und mild wie aller Märchen Wiederkehr. Vom Turme fallen viele Stunden schwer in ihre Tiefen nieder wie ins Meer, – und dann ein Rauschen und ein Ruf der Ronde, und eine Weile bleibt das Schweigen leer; und eine Geige dann (Gott weiß woher) erwacht und sagt ganz langsam:",64,Jahrhundertwende,Jahrhundertwende
12514,"Wedekind, Frank_Gott und Welt_1891","Wedekind, Frank",Gott und Welt,1891,"Ich bin ein Mensch von Fleisch und Blut, Ich fange keine Grillen; Ich kann des Fleisches Durst so gut Wie den der Seele stillen.Ich schwinge brünstig mich empor Zu Gott in schwacher Stunde; Und werd ich stark, heb ich den Flor Von heiliger Todeswunde.Weit öffnet sich der Arme Paar Gleich hellen Tempelpforten; Ich knie schluchzend am Altar, Ich bete nicht in Worten.",69,Naturalismus,Naturalismus
23872,"Henckell, Karl_UNTITLED_1896","Henckell, Karl",UNTITLED,1896,"Solang meine Seele noch leuchtet und blüht, Das wonnige Leben, nicht werd' ich es müd! Ich lausche den Rhythmen der rauschenden Welt, Die klangvoll am ewigen Strande zerschellt. Ich weide das Aug' am Geschmeide der Zeit, Das funkelt in dunkler Unendlichkeit, Ich atme der Freiheit Sturmwind, Der die Knechtschaft schüttert zugrund, Ich küsse der Wonne Wangen Mit zitternden Lippen wund.Solange der Geist mir noch fruchtet und trägt, Der Baum meiner Freude, nicht sei er zersägt! Ich sammle der Denker schwergoldene Saat Und mahle den Weizen mit plätscherndem Rad. Ich küre die schönsten Gedanken zum Tanz Und winde der Wahrheit den schwellenden Kranz. Ich grüße das werdende Gute Mit hocherhobener Stirn, Ich feire der reinen Erkenntnis Hellglühende Rosenfirn.Solang meine Seele noch leuchtet und blüht, Solange der Geist mir noch fruchtet und trägt, Das wonnige Leben, nicht werd' ich es müd, Der Baum meiner Freude, nicht sei er zersägt!",171,Jahrhundertwende,Naturalismus
73511,"Liliencron, Detlev von_UNTITLED_1883","Liliencron, Detlev von",UNTITLED,1883,"Die Sonne leiht dem Schnee das Prachtgeschmeide, Doch ach! wie kurz ist Schein und Licht. Ein Nebel tropft, und traurig zieht im Leide Die Landschaft ihren Schleier dicht.Bis auf den schwarzen Schlammgrund sind gefroren Die Wasserlöcher und der See. Zuweilen geht ein Wimmern, wie verloren, Dann stirbt im toten Wald ein Reh.Die Sonne leiht dem Schnee das Prachtgeschmeide, Doch ach! wie kurz ist Schein und Licht. Ein Nebel tropft, und traurig zieht im Leide Die Landschaft ihren Schleier dicht.",91,Naturalismus,Naturalismus
8008,"Dehmel, Richard Fedor Leopold_UNTITLED_1891","Dehmel, Richard Fedor Leopold",UNTITLED,1891,"Ich der seine hellsten Gluten wagt? Er glüht. Und ob er feuertrunken verglüht zu Asche über Nacht: er glüht! sein »Lieber kein Glück, nur lauter sein«, nur lauter!Ich hab ein Woge, die zur Brandung schäumt? Kennst du den Sturmgeist, der die tolle springende Woge noch toller bäumt? Steil starrt die Klippe: brecht, Wogen, brecht – »Nur keinen Schritt abseits vom Recht«, keinen Schritt!In meine tiefste Seelenstille horcht mein erstauntes Ohr hinab; da ringt ein Trieb, da wächst ein Wille, den eine tiefere Macht mir gab! Ich bin kein Frevler am Geschick – »Nur keine Schuld, lieber kein Glück«, nein: keine Schuld.Seit meiner Jugend droht im Rücken mir eine flach erhobne Hand; ich muß mich mit mir selbst beglücken, seit ich die Welt so feige fand! Du meine Inbrunst, du mein Recht – »O Gott, ich stürbe, würd'ich schlecht«,",178,Naturalismus,Jahrhundertwende
50247,"Morgenstern, Christian_UNTITLED_1892","Morgenstern, Christian",UNTITLED,1892,"Der weite blaue Raum im Mittagsonnenschein, getrübt von keinem Flaum ... Der weiße Mond alleingeistert in hoher Ferne, der Stern des Eloah, der sich vom Sonnensterne verbannte, um von dades Logos Licht zu strahlen, bis daß er selber kam und in den dunklen Talen auf ewig Wohnung nahm ...Der weite blaue Raum im Mittagsonnenschein, getrübt von keinem Flaum ... Der weiße Mond allein",70,Jahrhundertwende,Jahrhundertwende
41405,"Trakl, Georg_Gesang einer gefangenen Amsel_1900","Trakl, Georg",Gesang einer gefangenen Amsel,1900,"Dunkler Odem im grünen Gezweig. Blaue Blümchen umschweben das Antlitz Des Einsamen, den goldnen Schritt Ersterbend unter dem Ölbaum. Aufflattert mit trunknem Flügel die Nacht. So leise blutet Demut, Tau, der langsam tropft vom blühenden Dorn. Strahlender Arme Erbarmen Umfängt ein brechendes Herz.",51,Jahrhundertwende,Expressionismus
