pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
7950,"Dehmel, Richard Fedor Leopold_Moderne Lyriker_1891","Dehmel, Richard Fedor Leopold",Moderne Lyriker,1891,"Ach, wie matt ist ihr Schwung! und doch, wie tönt er vertraut Mir! Gingen die Adler zur Ruh', ziehen die Eulen auf Raub.",30,Naturalismus,Jahrhundertwende
39942,"Ringelnatz, Joachim_Kuttel Daddeldu über Nobile_1908","Ringelnatz, Joachim",Kuttel Daddeldu über Nobile,1908,"So große Kerle gingen tot. Gott weiß, was fern in höchster Not Noch heute kämpft, vom Eis umklammert, Für dieses Großmaul, das jetzt jammert Um seinen angequetschten Zeh.Wann hat ein Captain je in See Als erster seine Crew verlassen?! Dem möcht ich in die Kiemen fassen!Ach, daß sie den gerettet haben! Er müßte, tief ins Eis gegraben, Mit einem Lorbeerstock im Hintern, Solang die Welt steht, überwintern.Verflucht, ich kann nicht richtig beten, Doch hab ich eine solche Wut. Gott sei zu Amundsen recht gut. Und wenn mir Nobile begegnet, Will ich ihm das Gedärm zerkneten Und ihn und sein ihm teures Leben An andre Fäuste weitergeben, So, daß er Luft und Wasser segnet.",136,Jahrhundertwende,Jahrhundertwende
50224,"Morgenstern, Christian_[Das bloße Wollen einer großen Güte]_1892","Morgenstern, Christian",[Das bloße Wollen einer großen Güte],1892,"Das bloße Wollen einer großen Güte ist ganz gewiß ein hohes Menschentrachten. Doch es erhebt sich erst zur vollen Blüte,wenn Gnaden eines seherisch Erwachten den Kosmos nachtentleitetem Gemüte als Geisterkunstwerk zum Bewußtsein brachten.Dann wächst aus Riesenschöpfungsüberblicken, aus Aufschau zu verborgnen Bildnersphären, aus Selbstmiteinbezug in deren Stufen –ein Mitgefühl mit dieser Welt Geschicken, das mehr als dunkle Herzenstriebe nähren, das höchste Götter mit ans Werk berufen.",73,Jahrhundertwende,Jahrhundertwende
45702,"Rilke, Rainer Maria_18._1900","Rilke, Rainer Maria",18.,1900,"Hörst du das Neue, Herr, dröhnen und beben? Kommen Verkündiger, die es erheben.Zwar ist kein Hören heil in dem Durchtobtsein, doch der Maschinenteil will jetzt gelobt sein.Sieh, die Maschine: wie sie sich wälzt und rächt und uns entstellt und schwächt.Hat sie aus uns auch Kraft, sie, ohne Leidenschaft, treibe und diene.",62,Jahrhundertwende,Jahrhundertwende
36543,"Holz, Arno_2._1896","Holz, Arno",2.,1896,"» Ahoi ! Klaas Nielsen und Peter Jehann ! Kiekt nach , ob wi noch nich to Mus sind ! Ji hewt doch gesehn dem Klabautermann ? Gott Lob , dat wi wedder to Hus sind ! « Die Fischer riefen 's und stiessen ans Land Und zogen die Kiele bis hoch auf den Strand , Denn dumpf an rollten die Fluthen ; Han Dumpf an rollten die Fluthen – » Un Hinrich , min Hinrich ? Wo is denn dee ? ! « Und Jochen wies in die brüllende See : » Een Boot is noch buten ! « Am Ufer dräute der Möwenstein , Drauf stand ein verrufnes Gemäuer , Dort schleppten sie Werg und Strandholz hinein Und gossen Oel in das Feuer . Das leuchtete weit in die Nacht hinaus Und sollte rufen : O komm nach Haus ! Dumpf an rollen die Fluthen – Hier steht Dein Weib in Nacht und Wind Und jammert laut auf und küsst Dein Kind : » Een Boot is noch buten ! « Doch die Nacht verrann und die See ward still Und die Sonne schien in die Flammen , Da schluchzte die Aermste : » As Gott will ! « Und bewusstlos brach sie zusammen ! Sie trugen sie heim auf schmalem Brett , Dort liegt sie nun fiebernd im Krankenbett Und draussen plätschern die Fluthen ; Dort spielt ihr Kind , ihr » lütting Jehann « , Und lallt wie träumend dann und wann : » Een Boot is noch buten ! « –",256,Jahrhundertwende,Naturalismus
10182,"Weissmann, Maria Luise_UNTITLED_1914","Weissmann, Maria Luise",UNTITLED,1914,"Wie jenem König Midas: Er vernarrte Zuletzt dem Schein von Goldenem sich so, Daß was er griff zu gelbem Glanz erstarrte, Speise und Trank; die Erde, drauf er flohVor seinem Fluch, glänzte ihm unterm Schritt Vergoldet auf. So wandelt sich in Glut Was mich berührt. So unentrinnbar tritt Geliebtes plötzlich aus der fremden Hut,So unausweichlich nahst mir Du aus allen Weiten des Himmels, das verhängte Ziel, Dem jeder Weg schon zu Beginn verfallen.Und auf dem abgewandten, fliehnden, leer Geglaubten, sieh, in einem neuen Spiel Dir zu entgehen, fand ich Dich noch mehr.",110,Expressionismus,Expressionismus
12793,"Lichtenstein, Alfred_Pathos_1911","Lichtenstein, Alfred",Pathos,1911,"Du liebst mich nicht ... Ich hab dich nie gereizt ... War nie dein Typ ... Und meine harten Augen sind dir lästig, Liebchen ... Ich bin dir viel zu finster. Und zu grob – Und meine weißen Zähne blitzen so brutal Und meine blutgen Lippen sind so schrecklich sichlich. Ach, was du sagst – – Doch, du hast wirklich recht. Ich geb dich ... frei. ... Und morgen in der Früh fahr ich zu einem Meer, Das blau und ewig ist ... Und liege da am Strand ... Und spiele lächelnd, bis ein Tod mich greift, Mit Sand und Sonne und mit einer weißen Schlanken Hündin.",118,Expressionismus,Expressionismus
26167,Klabund_26_1909,Klabund,26,1909,"Wo ist Flora, gebt Bescheid, Deren Brüste Rom entbrannten...? Archipiada weilt so weit Mit der holdesten Verwandten... Echo, Wogenruferin – Scham und Schönheit schritt zur Bahre – Alle, alle sind dahin Wie der Schnee vom vorigen Jahre...Heloise, Amors Sklavin, Deren Liebster ein Eunuch... Mönch- und Menschenelend traf ihn, Und der Seufzer schwoll zum Fluch. Und die Buridan geliebt – Fische hüpften Totentänze – Alle, alle sind zerstiebt Wie der Schnee vom letzten Lenze...Blanche! Sirene! Die den leisen Leib wie Liliensichel schwang! Berthe, die wir als männlich preisen Und Jeanne d'Arc von Orleans, Die zum feurigen Gebet England schleift am heiligen Haare – Alle, alle sind verweht Wie der Schnee vom vorigen Jahre...Frage nimmer: Schmerz zuviel hing Traubenschwer im Herzen inn... Alle, alle sind dahin Wie der Schnee vom letzten Frühling...",159,Jahrhundertwende,Expressionismus
44692,"Däubler, Theodor_Aus Verlorenheit_1905","Däubler, Theodor",Aus Verlorenheit,1905,"Gelobtes Land der Eltern mir, des Sanges, Einst wähnt ich mich verträumt an deinen Rhein, Erzählte Nordgold, dort gehört zu sein: Ein Horn so vollen Sonnenüberschwanges,Daß altes Licht, aus Magierhand am Ganges, – Auf Gletscher überstülpt – zu Urgedeihn Aus Finsternis, euch fordern sollte und befrein, Beschloß ich deutsch zu bringen: wohl gelang es!Noch weil' ich fort, im Morgenland, beim Wogen Beseelter See um Hellas' hohen Strand! Verheißungen, ihr habt noch nie getrogen:Ein Donnern holt uns bald! Dann schwankt die Wand. Wer griff zum Blitz? Von Lichtschwertern beflogen, Ersprüht das Reich. Umfaß uns Flammenband!",122,Jahrhundertwende,Expressionismus
39949,"Ringelnatz, Joachim_Rheinkähne_1908","Ringelnatz, Joachim",Rheinkähne,1908,"Den Rhein durchgleiten die großen Kähne. Breit und flach. Es sitzen zwei Badehosen Auf dem hintersten Dach.In diesen Hosen stecken Zwei Männer, nackt und braun. Die lieben das Tempo der Schnecken Und schimpfen auf ihre Fraun. Und mustern die fremden Weiber, Die strandlängs promeniern. Glauben doch oft nackte Leiber, Daß sie an sich imponieren.Wie ausgetretene Schuhe Sind diese Kähne. Hat jeder Kahn Solch friedlich häusliche Ruhe, Hat keiner das Getue Der preußischen Eisenbahn.In jedem Kinderwagen Am Strande rollt ein Kind. Keins dieser Kinder wird fragen, Was Schleppkähne sind.",101,Jahrhundertwende,Jahrhundertwende
