pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
46656,"Löns, Hermann_Nordostwind_1890","Löns, Hermann",Nordostwind,1890,"Nordostwind pfeift im Moore, Scharf treibt der feine Schnee, Hungrig zieht den Moordamm Entlang ein kümmerndes Reh.Der Treibschnee zischelt und ruschelt, Verloren die Wege sind, Ich friere in meiner Seele Und eisig pfeift der Wind.",40,Naturalismus,Naturalismus
44034,"Stramm, August_Haidekampf_1894","Stramm, August",Haidekampf,1894,Sonne Halde stampfen keuche Bange Sonne Halde glimmet stumpfe Wut Sonne Halde sprenkeln irre Stahle Sonne Halde flirret faches Blut Blut Und Bluten Blut Und Bluten Bluten Dumpfen tropft Und Dumpfen Siegt und krustet Sonne Halde flackt und fleckt und flackert Sonne Halde blumet knosper Tod.,47,Jahrhundertwende,Expressionismus
45434,"Rilke, Rainer Maria_Abend_1900","Rilke, Rainer Maria",Abend,1900,"Der Abend wechselt langsam die Gewänder, die ihm ein Rand von alten Bäumen hält; du schaust: und von dir scheiden sich die Länder, ein himmelfahrendes und eins, das fällt;und lassen dich, zu keinem ganz gehörend, nicht ganz so dunkel wie das Haus, das schweigt, nicht ganz so sicher Ewiges beschwörend wie das, was Stern wird jede Nacht und steigt –und lassen dir (unsäglich zu entwirrn) dein Leben bang und riesenhaft und reifend, so daß es, bald begrenzt und bald begreifend, abwechselnd Stein in dir wird und Gestirn.",105,Jahrhundertwende,Jahrhundertwende
46691,"Löns, Hermann_Zärtlichkeit_1890","Löns, Hermann",Zärtlichkeit,1890,"Der blaue und der weiße Flieder Umduftet unsere Laubenbucht, Goldregen pendelt auf uns nieder Der blütenschweren Zweige Wucht.Viele weiße Schmetterlinge fliegen, Der Spötter singt im Rosendorn, Ganz langsam sich die Zweige wiegen. Ein warmer Wind geht über das Korn.Die Sonne spielt auf deinen Händen, Die lässig ruhn auf deinem Kleid, Mein Blick will sich davon nicht wenden, Mein Herz denkt lauter Zärtlichkeit.",70,Naturalismus,Naturalismus
70750,"Trakl, Georg_PSALM_1913","Trakl, Georg",PSALM,1913,Schweigsam über der Schädelstätte öffnen sich Gottes goldene Augen.Schweigsam über der Schädelstätte öffnen sich Gottes goldene Augen.,18,Expressionismus,Expressionismus
39754,"Ringelnatz, Joachim_[Ein Nagel saß in einem Stück Holz]_1908","Ringelnatz, Joachim",[Ein Nagel saß in einem Stück Holz],1908,"Ein Nagel saß in einem Stück Holz. Der war auf seine Gattin sehr stolz. Die trug eine goldene Haube Und war eine Messingschraube. Sie war etwas locker und etwas verschraubt, Sowohl in der Liebe, als auch überhaupt. Sie liebte ein Häkchen und traf sich mit ihm In einem Astloch. Sie wurden intim. Kurz, eines Tages entfernten sie sich Und ließen den armen Nagel im Stich. Der arme Nagel bog sich vor Schmerz. Noch niemals hatte sein eisernes Herz So bittere Leiden gekostet. Bald war er beinah verrostet. Da aber kehrte sein früheres Glück, Die alte Schraube, wieder zurück. Sie glänzte übers ganze Gesicht. Ja, alte Liebe, die rostet nicht!",129,Jahrhundertwende,Jahrhundertwende
28744,"Hartleben, Otto Erich_[Als Knabe hab ich dich geliebt]_1885","Hartleben, Otto Erich",[Als Knabe hab ich dich geliebt],1885,"Als Knabe hab ich dich geliebt und du, ein süsses Kind, auch mich: wenn es auf Erden Reines giebt, traf da die Gnade mich und dich.Da schon ich heisse Lieder sang, in mich verscheucht, fremd in der Welt, noch stets in meinem Herzen klang Erinnrung, phantasiegeschwellt. –Seitdem hatt ich den Ton verlernt, bei dem die Seele einst gebebt: ich war dir nah und doch entfernt, ich habe ohne dich gelebt.Doch heut, heut sah ich dich im Traum und küsste wieder deinen Mund. Zwar, dich zu fühlen, wagt ich kaum, und fühlte doch der Brüste Rund.Das weiche, warme Braun des Haars, der braunen Augen blitzender Schein, das spöttische Kindeslachen wars ... Und – bin erwacht und – bin allein.",139,Naturalismus,Naturalismus
8002,"Dehmel, Richard Fedor Leopold_1._1891","Dehmel, Richard Fedor Leopold",1.,1891,"Damals , Seele , ja ; ich war ein Kind – und das alte Forsthaus dumpf und eng . Und in hellen und in dunkeln Nächten , wenn ich so am Kammerfenster stand und die großen Eichen schwarz erschauern hörte , wurde mir das Dach noch dumpfer . Denn immer sah ich , drüben , drüben fern , wo aus der Waldnacht um die Stahlschild oder mild und gelb wie Kronengold ; und ich wollte König werden . Meine Mutter aber sagte mir 's , dort lag Berlin ... Damals wußt'ich nicht , warum mir bangte , als sie mir die Stirne küßte . Dort lag die Lichtstadt und straalte ... Heute ist auch Nacht ; der Mond will in mein Fenster , und ich sehe über tausend Dächer . Im schweren , weichen Schnee ruhn und horchen mit verhaltnem Atem die Schatten der Stadt . Bis in den blauen Silberschein der Ferne schwillt in langen Falten weiß und zart die sanfte Decke hin , wie über die Kissen eines Täuflings . Die aber , die darunter schlafen – und wachen ? – – Schwarz und scharf stechen die Türme , Kirche neben Kirche , in den kühlen Himmel ; stahlspitz flittert ein Glanz um die finsterhohe Kuppelkrone jenes Palastes , und über einem dicken Schlote stockt ein Schild von Qualm . Jetzt , unten an der Ecke drüben , wo eine Gaslaterne trübgelb mit dem Mondlicht kämpft , schimpft ein frierender Schutzmann ein betrunknes Straßenmädchen aus . Seele , ja : da liegt Berlin ...",256,Naturalismus,Jahrhundertwende
49987,"Morgenstern, Christian_UNTITLED_1892","Morgenstern, Christian",UNTITLED,1892,"Messias, komm! gib endlich laß endlich unsre Sehnsucht landen! So jammert ihr – und habt noch nicht den ersten großen Mann verstanden.",26,Jahrhundertwende,Jahrhundertwende
8551,"Thoma, Ludwig_Verwandlung_1894","Thoma, Ludwig",Verwandlung,1894,"Und als der Krieg die Männer fraß, Gab's wen, der hinterm Ofen saß Verzagt in seinem Häuschen: – Zar Nikoläuschen.Der Friede kam nun in die Welt. Da geht als wie ein rechter Held, Aus seinem Kämmerchen heraus: – Zar Nikolaus.Die Flotte hin, kaputt das Heer, Und Petersburg sah ihn nicht mehr. Es war in seinem Häuschen: – Zar Nikoläuschen.Auf Regen folgte Sonnenschein, Jetzt ist die Hose wieder rein, Es flicht sich einen Lorbeerstrauß: – Zar Nikolaus.Die Schande ward zum hohen Ruhm, Die Feigheit ward ein Heldentum, Ein Löwe ward das Mäuschen: – Zar Nikoläuschen.Er wird nun wieder – etwas spät – Der Führer, Kriegsherr, Majestät, Hält Reden und teilt Orden aus. O Nikolaus!",135,Jahrhundertwende,Jahrhundertwende
