pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
50191,"Morgenstern, Christian_Der Specht_1892","Morgenstern, Christian",Der Specht,1892,"Wie ward dir, kleiner Specht, so große Kraft! Von deinem Klopfen tönt der ganze Schaft der hohen Kiefer. Wär' auch mir vergönnt, daß ich den Menschen so durchklingen könnt'!",37,Jahrhundertwende,Jahrhundertwende
28747,"Hartleben, Otto Erich_UNTITLED_1884","Hartleben, Otto Erich",UNTITLED,1884,"Ins Philisterium werd ich eingeschifft als Material für künftige Schwiegerväter, und meid ich nicht die Poesie wie Gift, so ernt ich ein Familiengezeter.O Lore! Kind! – Es rauschen die Pandekten – und du in deiner Sophaecke lachst? O Gott, wenn sie zu Hause das entdeckten! Kind, sei doch ernst! Du weisst nicht, was du machst!Fühlst du denn nicht den tiefen Ernst der Lage? Des Lebens Pflichten, Lebens Jus und Muss? – Dass ich mit frischer Kraft ans Werk mich wage, gieb mir – dann aber still! – noch",105,Naturalismus,Naturalismus
28913,"Scheerbart, Paul_UNTITLED_1889","Scheerbart, Paul",UNTITLED,1889,"Die Maske der Betrunkenheit hab ich nun abgelegt! Ich bin allein – und tue, was ich wollte. Wer jemals über Albernes sich kindlich aufgeregt, Der weiß nun endlich, daß ich stets ihm grollte. Ich lächle nur und lächle immer wieder – wieder! Mir hängt die Luft voll kreischend-toller Jubellieder!",57,Naturalismus,Naturalismus
11949,"Falke, Gustav_UNTITLED_1884","Falke, Gustav",UNTITLED,1884,"Frühling ward 's . Die weichen Lüfte Künden 's und die kleinen Bäche Trüben Wassers aus den Rinnen . Wie das rieselt , gluckst und plappert , Eh ' der letzte schäbig-schmutzige Rest der einst so leuchtend weißen Winterherrlichkeit dahin.Frühling ward 's . Die Staare künden 's , Mischen sich , der künftigen bunten Farbenpracht ein schwacher Vorschmack , Schwarzgefrackt und gelbgeschnäbelt , In , Durft ' nicht um den Hals ihm fallen , Nur des Ringleins wegen nicht.Nahm ich da die Frühlingsblumen , Weiße Glöckchen , blaue Veilchen , Nahm sie schnell entschlossen alle , Brachte sie dem lieben Mädchen , Das mir einst den Ring gegeben ; Warf sie alle in den Schoß ihm , Dass es froherschrocken lachte . Sah aus , wie der Frühling selber , Mit den Blumen in dem Schoße , Mit den guten klaren Augen , Mit den Wangen , glückgerötet , Mit den Lippen , liebelächelnd , Dass ich um den Hals ihr fiel.Frühling ward 's . Die weichen Lüfte Wehen um die feuchten Dächer , Munter plätschert 's in den Rinnen , Vor dem Fenster piepst ein Spätzlein Und da draußen lärmen Buben , Wilde , laute Kinderlust. » Adebar ! « so klingt 's von unten Hell herauf . » Ein Storch ! – Noch einer ! « Und wir sitzen Wang an Wange , Hand in Hand in trauter Zwiesprach , Und im Schoß die ersten Blumen , Und im Herzen unsre Liebe , Unsre junge , junge Liebe . Frühling ward 's ! –",257,Naturalismus,Jahrhundertwende
36060,"Bierbaum, Otto Julius_UNTITLED_1887","Bierbaum, Otto Julius",UNTITLED,1887,"Als sich zum fünften Male im Westen Die Sonne verbarg vor des Mondes Schein , Bedrückte wieder die Luft Chodschesten , Des schönen Fremdlings Lust zu sein . Und sprach mit Seufzern , tief entpreßten , Zu unserm klugen Papagein : Wie kannst du mich so bangen sehn ! Grausamer Vogel , laß heute mich gehn ! Der Papagei benetzte sich Die dicke Zung , o wie so süß , ein Zwiegesang , Adams und Evas Liebeslied , begann : Ein Sichdurchflechten , Miteinanderschweben , Ein Insichdringen , Durcheinanderweben , Ein Insichsterben , Insichwiederleben , Ein Durcheinanderblühn im Doppelklang.Der Alte kreuzte über seiner Brust Andachtdurchseligt seine schönen Hände Und murmelte : » Von Anfang bis zu Ende , Allüberall ist Gott , und Gott ist Lust . Gepriesen sei die Welt ! Die Welt ist recht . Kein Strähnchen Irrtum geht durch das Geflecht Des Lebensteppichs , der die Tempelwände Des urvollkommnen Alls bespannt , Und wer es auch im Traume nur erkannt , Einmal im Traume nur und unbewußt : Er ist voll Gott und ewiglich gerecht.Was sahen sie , die jetzt davongerannt sind Und wieder nun ins Enge eingebannt sind ? – : Ins Feuer sahn sie und ins Herz der Welt . Allahs Augapfel sahen sie : das Weib , Ein Püppchen erst , geschnitzt zum Zeitvertreib , Und dann der Sinn des Seins , der alles hält : Natur und Liebe , Weg zur Ewigkeit Aus eines Augenblicks Vergessenheit , – Ein Nichts und Alles , – wie es euch gefällt. «",257,Naturalismus,Jahrhundertwende
26238,Klabund_1._1909,Klabund,1.,1909,"Zuerst rannte ich mit dem Kopf gegen die Wand Und rüttelte an den Stäben. Ich verfluchte Tod und Leben Und steckte mit meinem feurigen Blick das ganze Gefängnis in Brand. Das vergitterte Fenster oben war blind und klein. Ich wusste nie, ob die Sonne schien oder Regen. Ich hungerte und hatte tausend Mägen, Und ich wollte so gerne mein eigener Enkel sein. Eine Schale Suppe ist durch die Tür geschwebt. Ich habe wie ein hungriger Menagerielöwe gebebt. Einmal ging ein Frauenschritt auf dem Gang vorüber. Der Schritt einer Königin. Schliesslich bin ich davon überzeugt, dass ich ein Verbrecher sei, Und dass ich mit vollem Recht unschädlich gemacht bin. Ich dulde es, dass ich vom Wärter verlacht bin, Und ich fühle, dass er so etwas wie ein Cherubim mit Flammenschwert und meiner Taten Rächer sei. Einmal wird die Tür sich öffnen und wie eine Gnade Wird mir die edle Freiheit wieder von Gott gewährt. Ich stürze sofort in ein erstklassiges Hotel und bade Und gehe in die Reitschule und besteige mein Lieblingspferd. Ich glaube, es hiess Mimi, wie das zarte Mädchen in dem bekannten Bohème-Romane, Und ich jage durch den englischen Garten und reite durch Felder von Korn und Mohn, Und ich rase und schwinge der Sonne rote Fahne Und ich reite voran der himmlischen Revolution.",240,Jahrhundertwende,Expressionismus
21041,"Stadler, Ernst_UNTITLED_1898","Stadler, Ernst",UNTITLED,1898,In Kapellen mit schrägen Gewölben zerfallnen Verließen und Scheiben flammrot wie Mohn und wie Perlen grün und Marmoraltären über verwitterten Fliesen sah ich die Nächte wie goldne Gewässer verblühn:der schlaffe Rauch zerstäubt aus geschwungnen Fialen hing noch wie Nebel schwankend in starrender Luft auf Scharlachgewirken die bernsteinschillernden Schalen schwammen wie Meergrundwunder im bläulichen Duft.In dämmrigen Nischen die alten süßen Madonnen lächelten müd und wonnig aus goldrundem Schein. Rieselnde Träume hielten mich rankend umsponnen säuselnde Lieder sangen mich selig ein.Des wirbelnden Frühlings leise girrendes Locken der Sommernächte Duftrausch weckte mich nicht: Blaß aus Fernen läuteten weiße Glocken ... Grün aus Kuppeln sickerte goldiges Licht ...,108,Jahrhundertwende,Expressionismus
26387,Klabund_Gut Holz_1909,Klabund,Gut Holz,1909,"Wer hat dich so hoch da droben – Das Kegelspiel ist schon seit ewigen Zeiten eine kulturelle Macht. Ursprünglich haben die Götter mit dem Mond nach den Sternen geschoben Und erst später haben sie die Erfindung der Holzkugel gemacht.Nämlich das kam so: Mit dem Holzkopf der Gott – Wie hieß er doch gleich? jedenfalls wars kein christlicher – Der heilige Geist trieb wieder einmal mit den heiligsten DingenBezweifelte sich selbst, die unbefleckte Empfängnis – kurz und gut, Der betreffende Gott war sprachlos und verlor seinen Kopf. Aus Versehen schob Zeus mit ihm, und der Holzkopf erwies sichVom Holz zum Eisen, von der Holzkugel zur Kanonenkugel ist nur ein Schritt. Und dann kam man auch von den Sternen ab und fand es netter, Von nun an auf lebende Menschen zu schieben (da, wie bekannt, die Götter den Menschen über alles lieben) – Und so war der ganze Weltkrieg nur ein Preiskegeln der Götter.",167,Jahrhundertwende,Expressionismus
28832,"Hartleben, Otto Erich_3. Ninive_1884","Hartleben, Otto Erich",3. Ninive,1884,"Und zum zweitenmal geschah des Herren Wort zu Jona : Mach dich auf und wandre in die grosse Ninive und predige von dem heiligen Zorne deines Gottes , denn es ist vor mich heraufgekommen ihre Bosheit , und ich will sie strafen.Jona hörte und gehorchte . Eilends brach er auf zum Lande der Assyrer . Und er kam nach Ninive , der grossen , Furcht in ihre raschen Herzen , und sie glaubten Gott . Alsbald erhub sich Wehgeschrei und Klagen durch die Strassen . Und die Kunde kam auch vor den König . Der stand auf von seinem goldnen Throne , legte seinen Purpur ab und hüllte sich in einen Sack . Drauf liess er ausschrein als Befehl und aus Gewalt des Königs : Dass vielleicht sich Gottes Zorn noch wende , sollen alle , alle Wesen fasten , Gross und Klein und Mensch wie Thier . Sie sollen alle sich in härene Säcke hüllen und sich niederwerfen in die Asche . Darben soll was Odem haucht und niemand soll sich selber Speis und Trank gewähren noch ein Thier zur Tränk und Weide treiben . Sondern jeder soll vom bösen Wege ab sich kehren und von seiner Hände Frevel ! – Dass vielleicht wir Gnade fänden , dass vielleicht sich Gottes Zorn noch wende ! Als nun Gott die Werke ihrer Reue sah , erbarmte sich sein Herz des Volkes , und das Übel , das er durch die Stimme Jonas , seines Dieners über jene schon verhängte – that er ihnen nicht an .",256,Naturalismus,Naturalismus
45429,"Rilke, Rainer Maria_Gebet_1900","Rilke, Rainer Maria",Gebet,1900,"Nacht, stille Nacht, in die verwoben sind ganz weiße Dinge, rote, bunte Dinge, verstreute Farben, die erhoben sind zu Einem Dunkel Einer Stille, – bringe doch mich auch in Beziehung zu dem Vielen, das du erwirbst und überredest. Spielen denn meine Sinne noch zu sehr mit Licht? Würde sich denn mein Angesicht noch immer störend von den Gegenständen abheben? Urteile nach meinen Händen: Liegen sie nicht wie Werkzeug da und Ding? Ist nicht der Ring selbst schlicht an meiner Hand, und liegt das Licht nicht ganz so, voll Vertrauen, über ihnen, – als ob sie Wege wären, die, beschienen, nicht anders sich verzweigen, als im Dunkel?...",129,Jahrhundertwende,Jahrhundertwende
