pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
29296,"Dauthendey, Max_UNTITLED_1892","Dauthendey, Max",UNTITLED,1892,"Auf deinem Haupt schmolz eine goldenrote Krone, Davon glüht nun dein Haar so goldenrot und stolz. Aus deinen Augen zieht das stille herbe Lied Der tiefen ungeweinten Tränen.Schliefen denn niemals Sonnenstrahlen auf deinen Lippen? Man könnte wähnen, Du habest nie dich selbst gesehn, So arm bist du.",53,Jahrhundertwende,Jahrhundertwende
38998,"Sack, Gustav_Das Hopsassa_1900","Sack, Gustav",Das Hopsassa,1900,"Was du nur willst! Dieweil du reimen kannst und in beliebtem Hopsassa erzählst was dir zu Leids geschah, schmähst du auf jeden braven Wanst, der reimlos seine Wege geht und von der Narrheit nichts versteht, die dich, indes er ißt und trinkt, in schmerzliche Ekstase bringt und dich ekstatisch hungern läßt. Er soll dir deine Narrenqualen etwa mit seinem Gelde zahlen? Dir ist dein Narrsein ja ein Fest! So zahle deine Feste selber und neide nicht voll Prahlerei und widriger Phantasterei ihm seine wohlgeratnen Kälber, du elendiger Hopsassa und Tschingterassa Bum!",102,Jahrhundertwende,Expressionismus
26406,Klabund_Mond und Mädchen_1909,Klabund,Mond und Mädchen,1909,"Es kriecht der kahle Mond durch Zweiggeäder, Ob wo im Haus ein Mädchen wohnt, Ein warmes Bett, ein daunenweicher Leib, Es wärmt zur Winternacht sich gern ein jeder.. O Mädel, bleib, du schlanke Zeder!Der Mond tastet am Fensterglase Und zittert vor Begier und Frost... Das Mädel schlägt ihm vor der Nase Die Läden zu und höhnt: Gib ruh! Alten Gliedern ziemt nicht junger Most!Er aber hat den Finger in der Fensterspalte, Ob ihrer Kissen eine Falte er nicht erspähe, Er ihre Blicke, braune Rehe, Über der Brüste Sommerhügel Zärtlich schreiten sehe.",109,Jahrhundertwende,Expressionismus
26206,Klabund_Ballade vom alten Mann_1909,Klabund,Ballade vom alten Mann,1909,"Armer alter Mann, Siehst mich immer an, Liebe trieft aus Lippe auf den schäbigen Rock. Blumig blüht dein Kropf. Einen Eberkopf Hängte Gott an deine Kette als Berlock.In der Nacht so oft Schreckst du unverhofft Aus dem Traum und siehst ein Angesicht. Süsser Augenwind! Lächelnd nickt ein Kind, Aber ach, es ist das deine nicht.Armer alter Mann, Kann Dich der Hund nicht trösten, dem du Semmel in die Suppe stiepst? Horch an seinem Fell, Wie sein Herz so hell Alle Stunden schlägt, die du es liebst.",100,Jahrhundertwende,Expressionismus
8671,"Thoma, Ludwig_Wilhelm Busch_1894","Thoma, Ludwig",Wilhelm Busch,1894,"Erst dreimal Hoch und dann ein Tusch Dem hochverehrten Meister Busch ! Da sitzt du nun seit manchem Tage Beim Bienenkorb am Rosenhage , Die laute Welt ist fremd für dich ; Du flötest nur mehr innerlich Und hältst dich fern von dem Bestreben , Uns andern auch was abzugeben . Wie ist verschieden doch die Dichtung In dieser und in jeder Richtung ! froh . Jetzt aber taucht die Frage auf : Wann endet wohl des Dichters Lauf ? Gewöhnlich mit des Lebens Tagen ; Dies läßt sich hier authentisch sagen , Weil keiner gern die Quelle stopft , Auch wenn sie noch so ärmlich tropft ; Und mancher Greis saugt noch am Busen Der armen , vielgeplagten Musen Und glaubt , auch wenn er lange soff , Es fehle nie an Nahrungsstoff . Fast jeder nimmt ins kühle Grab Ein angefangnes Werk hinab . Dann schreibt der Kritiker : » Wie schade ! Dies war sein bestes ja gerade ! Es ist wahrhaftig ungeschickt , Daß hier die Parze abgezwickt. « Was aber hat man denn posthum Auch von dem schönsten Dichterruhm ? Du , Meister Busch , hast dies begriffen , Du hast vergnügt so lang gepfiffen , Als es dich selber noch erfreute . Dann sagtest du : » Ihr lieben Leute , Ich dächte nun , es sei genug , Wer früher aufhört , handelt klug . Man wird so mit vergnügtem Sinne Der Epiloge Schönheit inne Und liest noch selbst den ganzen Mist , Indessen man am Leben ist. «",258,Jahrhundertwende,Jahrhundertwende
45718,"Rilke, Rainer Maria_8._1900","Rilke, Rainer Maria",8.,1900,"Wenige ihr, der einstigen Kindheit Gespielen in den zerstreuten Gärten der Stadt: wie wir uns fanden und uns zögernd gefielen und, wie das Lamm mit dem redenden Blatt,sprachen als Schweigende. Wenn wir uns einmal freuten, keinem gehörte es. Wessen wars? Und wie zergings unter allen den gehenden Leuten und im Bangen des langen Jahrs.Wagen umrollten uns fremd, vorübergezogen, Häuser umstanden uns stark, aber unwahr, – und keines kannte uns je.Nichts. Nur die Bälle. Ihre herrlichen Bogen. Auch nicht die Kinder... Aber manchmal trat eines, ach ein vergehendes, unter den fallenden Ball.",111,Jahrhundertwende,Jahrhundertwende
10155,"Weissmann, Maria Luise_UNTITLED_1914","Weissmann, Maria Luise",UNTITLED,1914,"Die Grenzen fallen ab von mir, ich ward Ganz unermeßlich Hingegebener. Und so mir tief und brüderlich vertraut Atmen in mir die fernen Dinge Und decken mich mit aller Nähe zu. Oh starre Hülle Abgeschiedenheit, Die endlich wie ein schwerer Traum entglitt! Daß ich nun weiß: wenn dann der Abend fällt, Bricht er in mich so tief wie in die Wälder ein.",70,Expressionismus,Expressionismus
46670,"Löns, Hermann_Scharf pfeift der Wind ..._1890","Löns, Hermann",Scharf pfeift der Wind ...,1890,"Scharf pfeift der Wind am Holzrand her, Wir gehen fest umschlungen, Leer ist der Wald, der letzte Ton Der Abendglocke verklungen.Zu schwarzen Massen ballen sich Der Eichen kahle Zweige, Der Waldkauz ruft so dumpf und hohl, Der Tag geht auf die Neige.Wir lachen in die Finsternis Und gehen auf schwarzen Wegen Mit frohen Augen leichten Schritts Dem Morgenrot entgegen.",65,Naturalismus,Naturalismus
41346,"Trakl, Georg_Nähe des Todes_1900","Trakl, Georg",Nähe des Todes,1900,"O der Abend, der in die finsteren Dörfer der Kindheit geht. Der Weiher unter den Weiden Füllt sich mit den verpesteten Seufzern der Schwermut.O der Wald, der leise die braunen Augen senkt, Da aus des Einsamen knöchernen Händen Der Purpur seiner verzückten Tage hinsinkt.O die Nähe des Todes. Laß uns beten. In dieser Nacht lösen auf lauen Kissen Vergilbt von Weihrauch sich der Liebenden schmächtige Glieder.",73,Jahrhundertwende,Expressionismus
45689,"Rilke, Rainer Maria_5._1900","Rilke, Rainer Maria",5.,1900,"Errichtet keinen Denkstein. Laßt die Rose nur jedes Jahr zu seinen Gunsten blühn. Denn Orpheus ists. Seine Metamorphose in dem und dem. Wir sollen uns nicht mühnum andre Namen. Ein für alle Male ists Orpheus, wenn es singt. Er kommt und geht. Ists nicht schon viel, wenn er die Rosenschale um ein paar Tage manchmal übersteht?O wie er schwinden muß, daß ihrs begrifft! Und wenn ihm selbst auch bangte, daß er schwände. Indem sein Wort das Hiersein übertrifft,ist er schon dort, wohin ihrs nicht begleitet. Der Leier Gitter zwängt ihm nicht die Hände. Und er gehorcht, indem er überschreitet.",121,Jahrhundertwende,Jahrhundertwende
