pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
16648,"Engelke, Gerrit_UNTITLED_1912","Engelke, Gerrit",UNTITLED,1912,"Gott! Zeus! – Christ! Pan! Gott! Baal! – Zeus! Pan! Inder-Somar! Wolken-Donar! Großer Lama! Schöpfer-Brahma! Aller Götterhirne Schädelhaus! Alles Götteratems Luftgebraus!All-Hirn! Kraft-Stirn! Zorn-Arm! Welt-Darm! Lebenslunge! Kosmoszunge!Alles Sommerblühens Baum, Alles Narren-Denkens Schwinge, Aller Tatenfäuste Daum, Fleisch und Seele aller Dinge: Anfangsall-Gebärer: Ewig-Forternährer:Wirf herab die Böllerpauke! Wirf herab die Weltenpauke!Aller Städtemenschen Herdenstrom Will ich schlagen laut und barsch, In Fabrik- wie Kirch- und Wolkendom, Generalgewaltenmarsch!Alle Laster, Leidenschaften, Alles Werdens Mutterschaften, Dirnenliebe, vielgeschmähte, Alle Telegraphendrähte, Alles Krankenhaus-Gestöhn, Aller Hammer Schlag-Gedröhn, Alle krummen Straßenstränge, Allen Wirtshaus-Lärm, Militärkapellen-Klänge, Alles Mensch-Gedärm Will ich auf die Pauke spannen, Daraus Groß-Gesänge bannen! Trotzig meine Pauke tragen: Und mit harten Knöcheln schlagen! Daß sie jedes Ding mit Ehrfurcht nennen, Deinen Körper überall erkennen!Deines Gipfel-Kopfes Wolkenschaum-Gelock, Deines Mundes-Topfes Städtequalm-Geflock, Deiner Brüste-Pamir-Platte, Deines Bauches Straßen-Därme, Deines Leibes Krater-Wärme, Deiner Füße Länder-Matte, Deiner großen Zornes-Pforte Schwarz-Gewitterwolken-Graus, Deiner tiefen Kosmos-Worte Neunte-Symphonie-Gebraus. Eifersvoll beschlag ich gell Deiner Pauke Paukenfell: Daß man hört durch mich! Alles-Gottheit Dich!",217,Expressionismus,Expressionismus
10213,"Weissmann, Maria Luise_Oft aus den tiefen Schächten der Nacht_1914","Weissmann, Maria Luise",Oft aus den tiefen Schächten der Nacht,1914,"Oft aus den tiefen Schächten der Nacht Steigst Du empor: Dir trieft Dunkel Schweigens Gewässer Aus dem verworrenen Haar.Oft vor der Röte des Morgens Steht das Gebirg, Deine Stirn, Schweifender Hang der Wange um Deines Mundes vereisten Grat.Abends dämmert Dein Schatten oft. Tief aus dem Spiegel des Sees, Blicklosen Blickes hebt Sich Dein goldenes Auge auf.Allein im Mittag seh ich Dich Beweglich, flüchtigen Fußes Ziehn wie die Zeit. Du schüttelst Lächelnd Hände und Haupt.",82,Expressionismus,Expressionismus
11952,"Falke, Gustav_UNTITLED_1884","Falke, Gustav",UNTITLED,1884,"Lass die Leier, greif zum Spaten, Greif zum Hammer oder Schwert. Thaten! Thaten! – Bier und Skaten – Aber Lieder, lass dir raten, Lieder werden nicht begehrt.",35,Naturalismus,Jahrhundertwende
41356,"Trakl, Georg_1_1900","Trakl, Georg",1,1900,"Blick in Opal: ein Dorf umkränzt von dürrem Wein, Der Stille grauer Wolken, gelber Felsenhügel Und abendlicher Quellen Kühle: Zwillingsspiegel Umrahmt von Schatten und von schleimigem Gestein.Des Herbstes Weg und Kreuze gehn in Abend ein, Singende Pilger und die blutbefleckten Linnen. Des Einsamen Gestalt kehrt also sich nach innen Und geht, ein bleicher Engel, durch den leeren Hain.Aus Schwarzem bläst der Föhn. Mit Satyrn im Verein Sind schlanke Weiblein; Mönche der Wollust bleiche Priester, Ihr Wahnsinn schmückt mit Lilien sich schön und düster Und hebt die Hände auf zu Gottes goldenem Schrein.",104,Jahrhundertwende,Expressionismus
40541,"Hofmannsthal, Hugo von_Reiselied_1901","Hofmannsthal, Hugo von",Reiselied,1901,"»Wasser stürzt, uns zu verschlingen, Rollt der Fels, uns zu erschlagen, Kommen schon auf starken Schwingen Vögel her, uns fortzutragen.Aber unten liegt ein Land, Früchte spiegelnd ohne Ende In den alterslosen Seen.Marmorstirn und Brunnenrand Steigt aus blumigem Gelände, Und die leichten Winde wehn.",52,Jahrhundertwende,Jahrhundertwende
26350,Klabund_Bauz_1909,Klabund,Bauz,1909,"Bauz schwingt zierlich den Zylinder, Bauz entstellt sich hiermit vor. Bauz hat 45 Kinder Und nen Bruch im Wasserrohr.Bauz ist ohne alle Frage, Bauz ist geradezu direkt, Bauz macht jede Nacht zum Tage, Bauz hat einen Schlauchdefekt.Bauz ist jeder Krone Gipfel, Bauz ist jedes Ärmels Loch, Bauz ist auf dem I das Tipfel, Bauz kroch, wo noch keiner kroch.Bauz ist wiederum hingegen, Bauz ist zwecks zu dem behuf, Bauz ist andernteils deswegen, Bauz ist ohne Widerruf!",89,Jahrhundertwende,Expressionismus
49860,"Morgenstern, Christian_UNTITLED_1892","Morgenstern, Christian",UNTITLED,1892,"»Krücken, Krücken! gebt uns Krücken! Ach, wie geht die Menschheit lahm, seit man, neu sie zu beglücken, ihr die alten Stützen nahm.Brillen, Brillen! gebt uns Brillen! grün und blau und gelb und rot! Volles Licht ist für Pupillen unsrer Art der sichre Tod.Lügen, Lügen! gebt uns Lügen! Ach, die Wahrheit ist so roh! Wahrheit macht uns kein Vergnügen, Lügen machen fett und froh!Gängelbänder, Schaukelpferde, Himmel, Hölle und Moral – und dich selbst gib deiner Herde neu zurück, oh großer Baal!«",106,Jahrhundertwende,Jahrhundertwende
36739,"Holz, Arno_11._1896","Holz, Arno",11.,1896,"Nun hat der Morgen seine Thore Phantastisch wieder aufgethan , Und seine goldne Tricolore Weht hoch aus jedem Wolkenkahn . Nur hier in diesen dumpfen Mauern Zum Fluch wird er dem Proletar , In allen Ecken seh ich lauern , In allen Winkeln seh ich kauern , Dämonen , die die Nacht gebar ! Mein letztes Licht ist längst erloschen Und fahl durchs Fenster die Noth , Denn dies hier ist der letzte Groschen Und dies das letzte Stückchen Brod ! Verlacht , verludert und verloren , Das alte : Weder Glück noch Stern ! Fürwahr , ich bin der Thor der Thoren ! O Mutter , wär ich nie geboren ! O schöne Zeit , wie liegst du fern ! Auf wilder , meerverschlagner Planke , Ein Schiffer bin ich , der versinkt ; Mein letzter Stern ist ein Gedanke , Der leuchtend mir vom Himmel blinkt . Ein fernes Eiland seh ich ragen , Doch wirft die Fluth mich stets zurück ; O , will 's denn immer noch nicht tagen ? Noch gilt 's zu wetten und zu wagen , Denn jenes Eiland wiegt mein Glück ! Schon thut mir , wie wenn Glocken klingen , Die Zukunft ihre Wunder kund – Ein Stammeln nur ist jetzt mein Singen , Ein Stammeln wie aus Kindermund ! Du Schöpfer aller Harmonieen , O , gieb mir Luft , o gieb mir Licht ! Im Staube sieh mich vor Dir knieen , Denn eine Welt von Melodieen Geht unter , wenn dies Herz zerbricht !",256,Jahrhundertwende,Naturalismus
12491,"Wedekind, Frank_Stallknecht und Viehmagd_1891","Wedekind, Frank",Stallknecht und Viehmagd,1891,"Die Bärin wohnt im tiefen Walde, Im tiefen Wald wohnt auch der Bär, Und an demselben Aufenthalte, Da wohnen Bären bald noch mehr.Und im Olymp, da wohnen Götter, Darunter Venus und Apoll; Dort hat man ewig schönes Wetter Und jeder Gott ist liebevoll.Auf ödem Felde schafft die Viehmagd, Tut ob der Arbeit manchen Schrei, Jedoch Cupido, der sich nie plagt, Wälzt sich im Grase nebenbei.Nun kommt der Stallknecht mit den Kühen; Auch Ochsen ziehen an dem Pflug, Doch muß er selbst das meiste ziehen, Dann geht es eben flott genug.Cupido duckt sich listig nieder, Er legt den Bogen an mit Lust Und schießt die Viehmagd durch das Mieder In ihre ahnungslose Brust.Der Stallknecht kommt herbeigesprungen, Auf daß er rasch ihr Hilfe bringt; Cupido trifft den guten Jungen, Daß er mit ihr zu Boden sinkt.Da liegen Stallknecht nun und Viehmagd Und schauen sich verwundert an, Und nachher tun sie, was man nie sagt, Doch was man leicht erraten kann.",179,Naturalismus,Naturalismus
23909,"Henckell, Karl_8._1896","Henckell, Karl",8.,1896,"Dem Wildbach bin ich abends nachgegangen, Der vom Gewitterregen lustig schwoll. Aus dem verstärkten Flutgebrause klangen Grundtöne, wie des Donners fern Gegroll. Als so die Wasser schäumend niedersprangen, War's, wie wenn frisch mir durch die Seele quoll, Was ich in lustgeschwellten Torenstunden, Durch Wald und Talschlucht schweifend, je empfunden.Und mich durchrauschten dunkle Grundgefühle Mit langentbehrter wonniger Gewalt ... Da aus des Berggewässers Quellenkühle Urplötzlich zitternd hebt sich die Gestalt, Die wieder mein ist ... winkt vom feuchten Pfühle, Mit einem Hauch gebietet sie mir Halt ... Auf schmalem Brücklein bleib ich droben stehen, Ins altvertraute Nixenaug zu sehen.Ein Blick so tief, ein Gruß so unergründlich – Ich bin ein Kind in grüner Wellen Schoß: Ich weiß nicht, was im Staube fortkriecht sündlich, Ich weiß nicht, was ein elend Menschenlos. Ich spüre nur, was rein und ewig kindlich, Und wähne mich der Föhre gleich und groß, Die von dem rötlich tropfenden Gesteine Des Hangs aufragt im letzten Purpurscheine ...",180,Jahrhundertwende,Naturalismus
