pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
41315,"Trakl, Georg_Abendmuse_1900","Trakl, Georg",Abendmuse,1900,"Ans Blumenfenster wieder kehrt des Kirchturms Schatten Und Goldnes. Die heiße Stirn verglüht in Ruh und Schweigen. Ein Brunnen fällt im Dunkel von Kastanienzweigen – Da fühlst du: es ist gut! in schmerzlichem Ermatten.Der Markt ist leer von Sommerfrüchten und Gewinden. Einträchtig stimmt der Tore schwärzliches Gepränge. In einem Garten tönen sanften Spieles Klänge, Wo Freunde nach dem Mahle sich zusammenfinden.Des weißen Magiers Märchen lauscht die Seele gerne. Rund saust das Korn, das Mäher nachmittags geschnitten. Geduldig schweigt das harte Leben in den Hütten; Der Kühe linden Schlaf bescheint die Stallaterne.Von Lüften trunken sinken balde ein die Lider Und öffnen leise sich zu fremden Sternenzeichen. Endymion taucht aus dem Dunkel alter Eichen Und beugt sich über trauervolle Wasser nieder.",132,Jahrhundertwende,Expressionismus
12773,"Lichtenstein, Alfred_Mädchen_1913","Lichtenstein, Alfred",Mädchen,1913,"Sie halten den Abend der Stuben nicht aus. Sie schleichen in tiefe Sternstraßen hinaus. Wie weich ist die Welt im Laternenwind! Wie seltsam summend das Leben zerrinnt..Sie laufen an Gärten und Häusern vorbei, Als ob ganz fern ein Leuchten sei, Und sehen jeden lüsternen Mann Wie einen süßen Herrn Heiland an.",57,Expressionismus,Expressionismus
39008,"Sack, Gustav_Der faule Mucker_1900","Sack, Gustav",Der faule Mucker,1900,"Der Regen schlägt, als geißelten des grenzenlosen Himmels wilde Winde den alten Mucker jagend hoch und meißelten aus Schnee und Schmutz und Stubendunst des Sommers nackte Glut heraus.Das gießt und bläst und faucht und raucht, bis über Nacht des Frühlings Hülle fällt und – breit und ungeschlacht fiebert der Sommer durch die Welt!",56,Jahrhundertwende,Expressionismus
29411,"Dauthendey, Max_Käme doch ein kleiner Fuß_1892","Dauthendey, Max",Käme doch ein kleiner Fuß,1892,"Juniregen rauschte schwer. In den grünverhüllten Wegen Necken sich die letzten Tropfen, Und zwei nasse schwarze Schnecken Schleichen träge vor mir her.Käme doch ein kleiner Fuß, Klein wie eine Kinderhand, Drückte sich an meiner Seite In den dunklen nassen Sand. Und der Fuß sollt' mit mir gehen, Und dann müßt' im nassen Sand Seine Spur wie himmelblaue Kleine nasse Spiegel stehen.In den Spiegeln da beschauen Sich zwei Äuglein, die sich freuen. Mitten in den treuen Augen Möcht' ich's Bild dort scharf und klein, Tief in den Pupillen sein.",102,Jahrhundertwende,Jahrhundertwende
45480,"Rilke, Rainer Maria_1._1900","Rilke, Rainer Maria",1.,1900,"König, hörst du, wie mein Saitenspiel Fernen wirft, durch die wir uns bewegen: Sterne treiben uns verwirrt entgegen, und wir fallen endlich wie ein Regen, und es blüht, wo dieser Regen fiel.Mädchen blühen, die du noch erkannt, die jetzt Frauen sind und mich verführen; den Geruch der Jungfraun kannst du spüren, und die Knaben stehen, angespannt schlank und atmend, an verschwiegnen Türen.Daß mein Klang dir alles wiederbrächte. Aber trunken taumelt mein Getön: Deine Nächte, König, deine Nächte –, und wie waren, die dein Schaffen schwächte, o wie waren alle Leiber schön.Dein Erinnern glaub ich zu begleiten, weil ich ahne. Doch auf welchen Saiten greif ich dir ihr dunkles Lustgestöhn? –",133,Jahrhundertwende,Jahrhundertwende
36783,"Holz, Arno_UNTITLED_1896","Holz, Arno",UNTITLED,1896,das sind die blauen Tage ; ich bin ausser mir/ verzukkt/ ich weiß nicht/ waß ich sage . Itzt ist die gantze Welt ein bundtes Rohsen-Feld/ itzt ist es schön ; die schwartze Nachtigall verübt am Wasser-Fall ihr süß Gethön ! Zwischen Hertz-Kraut und Kamillen/ drauß die zährtsten Düffte qwillen/ lihgt unter einem der/ wenn früh die Sonne blizzt/ nichts alß nur Juwelen sprizzt blohß die Häkken/ daß an ihnen Weßben läkken/ drauff so gihb mir deine Hand alß belihbtes Unter-Pfandt ! Mit den allzu sehr Suptilen förchtet man sich fast zu spihlen ; doch dihß gläub ich fäst und steiff/ deine Oepffel sind lengst reiff . Ein Griffgen/ das nichts räubt/ ist überall verläubt ; worhin man auch die Finger legt/ du bist rächt wohl verpflegt . For so rohsige Pilaster/ weicht der zihrste Alabaster/ kaum waß wie Tulpen-Athlaß strahlt ! Ey/ ey ! Ey/ ey ! Bozz Klekkgen ! Waß ist denn daß for Flekkgen ? Sälbst waß ihn rundrümb zihrt/ ist durch und durch ambrirt ! Fast so acht ich höher dihß/ alß des die aller-kleinste Sachen offt am vergnügsten machen ! Nichts alß Lihbe brachte um eine Wildt-Sau fraß ach/ es fing sie alle/ alle/Ey/ kukk/ wer kombt denn dort geflogen ? Dein rohtes Mündgen/ das gelacht/ hat ihn dir gantz verlihbt gemacht . Nun schihßt der kleine Flegel gar durch die Lufft Kopps-Kegel und lässt sich husch/ husch/ husch in einen Bluhmen-Pusch . Er sizzt in lautter Rohsen und singt und lacht : Waß habt ihr blohß/ ihr Losen/ gemacht ?,256,Jahrhundertwende,Naturalismus
46649,"Löns, Hermann_Urgroßvater_1890","Löns, Hermann",Urgroßvater,1890,"Ach tut doch nicht so und habt euch nicht so Und heuchelt so tiefe Gefühle, Ihr drescht das gedroschene, kornleere Stroh Der vergangnen Jahrtausendspiele.Wir dreschen dieselbigen Halme ja auch, Eure Enkel werden sie dreschen, Es wirbelt und qualmt der urewige Rauch, Ihr werdet das Feuer nicht löschen.Klippe klipp, klippe klapp – ohne Rast, ohne Ruh', Am Ende des zwecklosen Lebens, Dann fragt ihr, wie wir einst, wir droschen, wozu, Wir droschen ja doch bloß vergebens?",90,Naturalismus,Naturalismus
28828,"Hartleben, Otto Erich_2_1884","Hartleben, Otto Erich",2,1884,"Siebzig Priester dienten Baal, dem Gotte. Siebzig Priester traten mit dem König in den Tempel, und es sprach der Aeltste:Siehe, Herr, wir lassen dich gewähren. Du, der König, mögest Trank und Speise selber opfern und die Thür verschliessen und versiegeln mit dem eignen Ringe. Kommst du wieder dann, am nächsten Morgen, und du findest, dass der Baal aufgezehrt, so wollen gern wir sterben.Findest du jedoch, dass Baal die Speise und den Trank, so ihm gebührt, verzehrt hat, so muss Daniel des Todes sterben, wie du sagtest, weil er Gott gelästert.Und sie gingen grollend. Cyrus aber hiess vor seinen Augen Alles häufen, vierzig Schafe und zwölf Malter Weizen nebst drei Eimern Weines, Baal zum Opfer.Daniel indess befahl den Knechten, dass sie Asche holten: diese liess er streun ums Opfer, durch den ganzen Tempel. Schweigend und verwundert sahs der König.Darnach gingen sie hinaus. Die Thüre ward verschlossen von des Königs Händen und versiegelt mit des Königs Ringe.",185,Naturalismus,Naturalismus
18401,"Wille, Bruno_Seekönigs Krone_1894","Wille, Bruno",Seekönigs Krone,1894,"Des Eilands felsige Reckenbrust Umtobte der Sturm mit rüttelnden Schlägen . Da irrt ich , berauscht von Pilgerlust , Wie suchend durch Heide und Nebelregen.Ich suchte/ ein Flüchtling , dem Fuß und Hand Noch immer die Kette gefesselt hält ; Er schlägt sie und schlägt an die Felsenwand , Bis ein wütender Fluch das Eisen zerschellt.Ich suchte/ und fand ! O seliger Trost ! Wo die Heide zu trotziger Klippe sich hügelt , Und schauerlich süß die Brandung tost , Von Wolkendunkel und Möven umflügelt.Geheimnisvoll winkte das Hünengrab , Wo oft im Sande der struppigen Heide Der Schäfer gewühlt mit dem Hirtenstab Nach Wikingerkönigs verscharrtem Geschmeide.Da hab ich , was nimmer der Täppische fand , Das gleißende Gold in der Höhlung erschaut . Frei legte die Krone sich mir in die Hand , Wie eine vor Zeiten verlobte Braut.Ich klomm auf den Malstein . Da hub sich das Meer Ein Wasserwall um mein einsam Eiland . Ja banne hinweg , du wogende Wehr , Das Land , das ich floh , und den Gram von weiland ! Das Land , das ich floh/ verächtliche Sklaven , Barbaren und Krämer/ wie lagen sie weit , Im Flutengehügel begraben , entschlafen ... Ich stand in köstlicher Einsamkeit.Ich stand erhaben auf steinernem Throne , Die Hand gebieterisch ausgestreckt . Drauf hat Seekönigs heilige Krone Mein sturmgesalbtes Haupt bedeckt.Und die Wogen , die üppigen Brauser und Schäumer , Rollten zur Huldigung jauchzend herbei , Hymnen donnernd dem großen Träumer , Der mit Träumen sich krönte , in Träumen frei .",256,Jahrhundertwende,Naturalismus
36702,"Holz, Arno_Reimspiel_1896","Holz, Arno",Reimspiel,1896,"Was ist das beste Futter, sprich, Für hungernde Nationen? »Halt's Maul, Hallunk, was kümmert's Dich?« Der Reim lacht: Blaue Bohnen!",32,Jahrhundertwende,Naturalismus
44656,"Däubler, Theodor_Die Au_1905","Däubler, Theodor",Die Au,1905,"Die Apfelbäume blühen sanft wie Wangen: Im Winde lachen Knaben vom Geäst; Die kleinen Nackten suchen laut ein Nest Und legen Eilein unters Blütenprangen.Behutsam gleicht, ihr Zweige, dem Verlangen Nach Blättersamt ums Blumen-Seidenfest; Ihr winkt, an euch in zarter Pracht gepreßt, Den Bäumchenherzlein in ergrüntem Bangen.Bei schweigender Zypresse kennt das Kommen Erhorchter Tochter Demeter und lauscht Dem Pochen ihres Herzens froh-beklommen:Oh, wenn sich Laub aus tausend Ästen bauscht! Das goldne Knospenklimmen bleib verglommen, Am Blau hat sich die laue Au berauscht!",94,Jahrhundertwende,Expressionismus
68656,"George, Stefan_UNTITLED_1897","George, Stefan",UNTITLED,1897,Ruhm diesen wipfeln dieser farbenflur  Sie lehrten uns das glück in seinem flüchten  Zu streifen und es bleibt noch zarte spur  An unsrer hand wie schmelz von reifen früchten Schon weht das wimpel und es säumt nicht mehr  Aus scheidestunden werden thränen rinnen  Ob einer zweifelhaften wiederkehr  In offnem schmerze zogest du von hinnen Ich aber horche in die nahe nacht  Ob dort ein lezter vogelruf vermelde  Den schlaf aus dem sie frisch und schön erwacht  Der liebe sachten schlaf im blumenfelde. ,125,Jahrhundertwende,Jahrhundertwende
24129,"Henckell, Karl_UNTITLED_1896","Henckell, Karl",UNTITLED,1896,"Über das schneeweiße Leichenfeld Eine Riesenhyäne heult und bellt.Bellt und lacht und pfeift vor Entzücken, Wehrlos Volk zerriß sie zu Stücken.Pfeift und lacht und heult vor Lust, Tot biß sie den Säugling an Mutterbrust.Wühlt und zerrt, sich satt zu weiden, Wütend in dampfenden Eingeweiden ...Um das nackte Scheusal wie Furienhaar Flattern blutige Geißeln. Das AugenpaarFunkelt feige voll tückischem Feuer – Eine Krone klebt auf dem schmutzigen Ungeheuer.Über das schneeweiße Leichenfeld Millionenmündig Entsetzen gellt.Gierig das gräßliche Ungeheuer Wittert nach allem, was Menschen teuer.Schnuppert ringsum, der Atem weht faul, Nach dem Denker schnappt, nach dem Dichter sein Maul.Wo noch glühende Pulse der Freiheit klopfen, Saugt es sie aus bis zum letzten Tropfen.Schlingt der Menschheit zuckendes Herz Und schielt heuchlerisch himmelwärts.Die lechzende Zunge hängt aus dem Rachen, Die Bestie badet in blutroten Lachen.Über das schneeweiße Leichenfeld Ragen Galgen und Kreuz der Welt.",152,Jahrhundertwende,Naturalismus
19964,"Müller-Jahnke, Clara_Ohne Liebe_1882","Müller-Jahnke, Clara",Ohne Liebe,1882,"Dein Fuß zertrat den Veilchenstrauß, den eine Kindeshand gewunden, ins Leben stürmtest du hinaus; hoch stieg dein Stern, – im eignen Haus nur hast du nie das Glück gefunden.Und nun dein Stolz in Scherben bricht, – was liegt daran, ob selbst verschuldet, – nun tröstet dich kein traut Gesicht: du nahmst ins Haus die Liebe nicht, die alles hofft und trägt und duldet.O, wär der Weg nicht meilenweit, nicht alle Brücken abgebrochen, ich ständ noch heute dir zur Seit. mit einem Gruß der Jugendzeit an deine trotzge Brust zu pochen.doch unausfüllbar gähnt die Kluft, mag noch so bang das Herz erbeben, – verweht ist lang der Veilchenduft, und keines Gottes Stimme ruft die toten Blüten mehr ins Leben.",135,Naturalismus,Naturalismus
35710,"Bierbaum, Otto Julius_Lied in der Nacht_1887","Bierbaum, Otto Julius",Lied in der Nacht,1887,"Straßen hin und Straßen her Wandr ich in der Nacht; Bin aus Träumen dumpf und schwer Schluchzend aufgewacht. Thränen, Sehnen, Lust und Schmerz, – Ach, wohin treibt mich mein Herz? Ach, wohin treibt mich mein Herz?Steht ein Haus in Grün gebaut Draußen vor der Stadt, Wo der Fluß mit leisem Laut Sein Geströme hat. Blüten Hüten Dicht es ein: Dort möcht ich zu Gaste sein, Dort möcht ich zu Gaste sein.",86,Naturalismus,Jahrhundertwende
12474,"Wedekind, Frank_Galathea_1891","Wedekind, Frank",Galathea,1891,"Oh, wie brenn ich vor Verlangen, Galathea, schönes Kind, Dir zu küssen deine Wangen, Weil sie so verlockend sind.Daß ich auch die Gnade fände, Galathea, schönes Kind, Dir zu küssen deine Hände, Weil sie so verlockend sind.Und was tät ich nicht du süße Galathea, schönes Kind, Dir zu küssen deine Füße, Weil sie so verlockend sind.Und mich treibt der Pulse Stocken, Galathea, schönes Kind, Dir zu küssen deine Locken, Weil sie so verlockend sind.Aber deinen Mund enthülle, Mädchen, meinen Küssen nie, Denn in seiner Reize Fülle Küßt ihn nur die Phantasie.",111,Naturalismus,Naturalismus
35775,"Bierbaum, Otto Julius_Nacht überm Meere_1887","Bierbaum, Otto Julius",Nacht überm Meere,1887,"Sommermondnacht. Wie mit drängenden Brüsten Wirst das Meer sich über das dunkle Land; Nebelgrau saugt Horizont und Küsten; Lind ein Blinzellicht vom unsichtbaren Strand. Wie der Schlange Schuppen schillern die breiten Wogen; Steigen die phosphorglühen Tiefen des Meers empor? Auf den Wogenkämmen kommt ein Glanz gezogen, Den die Sonne an die Nacht verlor.",61,Naturalismus,Jahrhundertwende
