pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
29418,"Dauthendey, Max_Von Würmern zerfressen_1892","Dauthendey, Max",Von Würmern zerfressen,1892,"An allen Bäumen die Blätter Stehen von Würmern zerfressen, Dein Auge hat mich vergessen, Mir ist weh wie den Bäumen geschehen.Dürr wie die Rippen der Blätter Seh ich meine Tage vergehen. Vom Glück blieb nur eine Sage, – Doch ich stürbe, müßt' ich's gestehen.",52,Jahrhundertwende,Jahrhundertwende
26386,Klabund_Die Ballade des Vergessens_1909,Klabund,Die Ballade des Vergessens,1909,"In den Lüften schreien die Geier schon , Lüstern nach neuem Aase . Es hebt so mancher die Leier schon Beim freibiergefüllten Glase , Zu schlagen siegreich den alten bösen Feind , Tät er den Humpen pressen ... Habt ihr die Tränen , die ihr geweint , Vergessen , vergessen , vergessen ? Habt ihr vergessen , was man euch tat , Des Mordes Paris und München vergast , Darüber die Geier streichen . Und wer die Lanze zum Himmel streckt , Sich mit wehenden Winden zu messen – Der ist in einer Sekunde verreckt Und vergessen , vergessen , vergessen.Es fiel ein Schuß . Steif sitzen und tot Kanoniere auf der Lafette . Es liegen die Weiber im Morgenrot , Die Kinder krepiert im Bette . Am Potsdamer Platz Gesang und Applaus : Freiwillige Bayern und Hessen ... Ein gelber Wind – das Lied ist aus Und auf ewige Zeiten vergessen.Ihr kämpft mit Dämonen , die keiner sieht , Vor Bazillen gelten nicht Helden , Es wird kein Nibelungenlied Von eurem Untergang melden . Zu spät ist 's dann , von der Erde zu fliehn Mit etwa himmlischen Pässen . Gott hat euch aus seinem Munde gespien Und vergessen , vergessen , vergessen.Ihr hetzt zum Krieg , frischfröhlichen Krieg , Und treibt die Toren zu Paaren . Ihr werdet nur einen einzigen Sieg : Den Sieg des Todes gewahren . Die euch gerufen zur Vernunft , Sie schmachten in den Verlässen : Christ wird sie bei seiner Wiederkunft Nicht vergessen , vergessen , vergessen .",256,Jahrhundertwende,Expressionismus
23951,"Henckell, Karl_Nachdank_1896","Henckell, Karl",Nachdank,1896,"Es waren schwere, dunkele Zeiten ... Die Wogen schleuderten mich hinab In hoffnungverschlingenden Abgrund.Es waren leichte, leuchtende Tage ... Die Wellen wirbelten mich empor Auf sonnenglückschäumende Spitzen ...Es kamen in dunkeln und leuchtenden Stunden Geflogen Zeichen freundlicher Huld, Zart fernhergrüßend Gedenken.Versunken im Taumel der Finsternisse Und Sonnenwirbel ist manch ein Dank – Nun denk' ich, nun dank' ich der Liebe.",68,Jahrhundertwende,Naturalismus
21115,"Stadler, Ernst_UNTITLED_1898","Stadler, Ernst",UNTITLED,1898,"In dieser Märznacht trat ich spät aus meinem Haus. Die Straßen waren aufgewühlt von Lenzgeruch und grünem Saatregen. Winde schlugen an. Durch die verstörte Häusersenkung gieng ich weit hinaus Bis zu dem unbedeckten Wall und spürte: meinem Herzen schwoll ein neuer Takt entgegen.In jedem Lufthauch war ein junges Werden ausgespannt. Ich lauschte, wie die starken Wirbel mir im Blute rollten. Schon dehnte sich bereitet Acker. In den Horizonten eingebrannt War schon die Bläue hoher Morgenstunden, die ins Weite führen sollten.Die Schleusen knirschten. Abenteuer brach aus allen Fernen. Überm Kanal, den junge Ausfahrtwinde wellten, wuchsen helle Bahnen, In deren Licht ich trieb. Schicksal stand wartend in umwehten Sternen. In meinem Herzen lag ein Stürmen wie von aufgerollten Fahnen.",134,Jahrhundertwende,Expressionismus
41394,"Trakl, Georg_Abendländisches Lied_1900","Trakl, Georg",Abendländisches Lied,1900,"O der Seele nächtlicher Flügelschlag: Hirten gingen wir einst an dämmernden Wäldern hin Und es folgte das rote Wild, die grüne Blume und der lallende Quell Demutsvoll. O, der uralte Ton des Heimchens, Blut blühend am Opferstein Und der Schrei des einsamen Vogels über der grünen Stille des Teichs.O, ihr Kreuzzüge und glühenden Martern Des Fleisches, Fallen purpurner Früchte Im Abendgarten, wo vor Zeiten die frommen Jünger gegangen, Kriegsleute nun, erwachend aus Wunden und Sternenträumen. O, das sanfte Zyanenbündel der Nacht.O, ihr Zeiten der Stille und goldener Herbste, Da wir friedliche Mönche die purpurne Traube gekeltert; Und rings erglänzten Hügel und Wald. O, ihr Jagden und Schlösser; Ruh des Abends, Da in seiner Kammer der Mensch Gerechtes sann, In stummem Gebet um Gottes lebendiges Haupt rang.O, die bittere Stunde des Untergangs, Da wir ein steinernes Antlitz in schwarzen Wassern beschaun. Aber strahlend heben die silbernen Lider die Liebenden: Ein Geschlecht. Weihrauch strömt von rosigen Kissen Und der süße Gesang der Auferstandenen.",187,Jahrhundertwende,Expressionismus
70368,"Holz, Arno_UNTITLED_1886","Holz, Arno",UNTITLED,1886,"Ein Lied, das dir mein Alles klagt; Dann mag die Harfe mir zerspringen, Dann hat mein Herz genug gesagt.Doch woher nehme ich die Worte, Wie finde ich die Melodie? Die Blume meiner Lust verdorrte Und mit ihr starb die Poesie!Ich fühl's, eh mir der Tod begegnet, Hat sich mein Lied nicht ausgeweint — Denn was verflucht zugleich und segnet, Kein Wort noch hat's in sich vereint.",79,Naturalismus,Naturalismus
41318,"Trakl, Georg_Im Herbst_1900","Trakl, Georg",Im Herbst,1900,"Die Sonnenblumen leuchten am Zaun, Still sitzen Kranke im Sonnenschein. Im Acker mühn sich singend die Frau'n, Die Klosterglocken läuten darein.Die Vögel sagen dir ferne Mär', Die Klosterglocken läuten darein. Vom Hof tönt sanft die Geige her. Heut keltern sie den braunen Wein.Da zeigt der Mensch sich froh und lind. Heut keltern sie den braunen Wein. Weit offen die Totenkammern sind Und schön bemalt vom Sonnenschein.",78,Jahrhundertwende,Expressionismus
11906,"Falke, Gustav_UNTITLED_1884","Falke, Gustav",UNTITLED,1884,"Lachendes Kind, drolliges Kind, Blitzblick und Grübchen in Wangen, Nur einen Walzer noch. Nicht zu geschwind. Seliges Wiegen so, la la la la la la Will es im Himmel nicht besser verlangen.Munter im Kreise. Bald sind verstummt Brummbass und Fiedel und Flöten. Eh' uns der Werkeltag wieder umsummt, Nur einen Walzer noch, la la la la la la Warum unschuldige Fröhlichkeit töten.Mutter, bevor sie den Vater nahm, Hat es nicht anders getrieben. Wenn nach der Arbeit der Sonntag kam, Ach, einen Walzer nur, la la la la la la Und nun sollt' es die Tochter nicht lieben.Taschen voll Lebenslust, Geld grad' genug, Gilt noch ein Zaudern, ein Fragen? Fangen wir heute die Freuden im Flug, Nur einen Walzer noch, la la la la la la Morgen heißt's wieder sich placken und plagen.",159,Naturalismus,Jahrhundertwende
41393,"Trakl, Georg_Geistliche Dämmerung_1900","Trakl, Georg",Geistliche Dämmerung,1900,"Stille begegnet am Saum des Waldes Ein dunkles Wild; Am Hügel endet leise der Abendwind,Verstummt die Klage der Amsel, Und die sanften Flöten des Herbstes Schweigen im Rohr.Auf schwarzer Wolke Befährst du trunken von Mohn Den nächtigen Weiher,Den Sternenhimmel. Immer tönt der Schwester mondene Stimme Durch die geistliche Nacht.",57,Jahrhundertwende,Expressionismus
49978,"Morgenstern, Christian_UNTITLED_1892","Morgenstern, Christian",UNTITLED,1892,"Was mir so viel vom Tage stiehlt, das ist das liebe Singen. Wenn Frühlicht mein Gemach durchspielt, kann ich kein'n Ernst vollbringen.Dann pfeif ich mir und sing ich mir, und dann streck ich die Arme zur Sonne, und werde lachend Kind und Tier in eitel Daseinswonne.",54,Jahrhundertwende,Jahrhundertwende
7914,"Dehmel, Richard Fedor Leopold_UNTITLED_1891","Dehmel, Richard Fedor Leopold",UNTITLED,1891,"Nun den Wunsch zur Pflicht ihr wandeln wollt fürs Leben, stets aufs Neue: lernet daß den Wunsch die Pflicht auchDenn es ist die Pflicht des Strebens, Doch es ist die Kunst des Lebens, sich die Pflichten zu verschönen! – –",45,Naturalismus,Jahrhundertwende
46780,"Löns, Hermann_Der eifersüchtige Jäger_1890","Löns, Hermann",Der eifersüchtige Jäger,1890,"Ein Jäger und das bin ich, Mein Kleid und das ist grün; Eh daß die Sonne scheinet, Muß ich zu Holze ziehn.Eh daß die Sonne scheinet, Vor Tau und auch vor Tag; Es schlafen alle Leute, Mein Schatz und der ist wach.Mein Schatz der steht am Fenster In seinem Hemdelein; Mit seinen weißen Händen Da winkt er mir herein.Hinein kann ich nicht kommen, Ich gehe auf die Pirsch; Zu Holze muß ich ziehen, Da steht ein guter Hirsch.Und mußt du ziehn zu Holze Und lassen mich allein, So soll ein andrer schlafen Bei mir im Kämmerlein.Und schläft bei dir ein andrer, Ich habe Kraut und Lot; Und küßt er dich des Abends, So ist er morgens tot.",132,Naturalismus,Naturalismus
39890,"Ringelnatz, Joachim_Der Seriöse_1908","Ringelnatz, Joachim",Der Seriöse,1908,"Wo ich abends Weißwürste fresse, Da sitzt oft drei Tische weit Vor mir ein Herr von Noblesse, Sehr groß, sehr ernst und sehr breit.Sein Haar und Bart, seine Kleidung Sind einwandfrei und gepflegt, Wie er unter steter Vermeidung Sich einwandfrei sicher bewegt.Wie ihn die Kellner bedienen, Ist er ein Fürst oder reich. Doch bleibt das Spiel seiner Mienen Jederzeit würdig und gleich.Wenn diese würdig seriöse Erscheinung vorübergeht, Dann ist mir, als ob mein Gekröse In Hirn und Leib sich verdreht.Denn wenn er mit seinen Blicken Mich streifte – das fühle ich klar –, Ich würde zusammenknicken Und nimmer sein, was ich war.Doch ohne seitwärts zu schauen, Schreitet er durchs Lokal. Seine gerunzelten Brauen – Wie alles an ihm – sind aus Stahl.Und seine Schritte lenken Sich dahin, wohin man nicht sieht. Ich wage nicht auszudenken, Was er dort etwa vollzieht.Ach, ich bin klein, ich bin böse. Mein Herz ist auch nicht ganz rein. Ach dürfte ich solche seriöse Persönlichkeit einmal sein!",182,Jahrhundertwende,Jahrhundertwende
26107,Klabund_Lebenslauf_1909,Klabund,Lebenslauf,1909,"Geboren ward Klabund, Da war er achtzehn Jahre Und hatte blonde Haare Und war gesund.Doch als er starb, ein Trott, War er zwei Jahre älter, Ein morscher Lustbehälter, So stieg er aufs Schafott.Er bracht ein Zwilling um.... (Das Mädchen war vom Lande Und kam dadurch in Schande Und ins Delirium.)",60,Jahrhundertwende,Expressionismus
14468,"Lachmann, Hedwig_UNTITLED_1891","Lachmann, Hedwig",UNTITLED,1891,"Das helle Ufer schimmert feucht Vom Schaum der Welle, die entwich. In silbern flirrendem Geleucht Verliert sich fern sein letzter Strich.Die Segelboote fliegen aus – Von Mitternacht, von Norden her Kommt eine Woge hoch und kraus: Geliebtes Meer, geliebtes Meer!",46,Naturalismus,Naturalismus
44640,"Däubler, Theodor_An Foscolo_1905","Däubler, Theodor",An Foscolo,1905,"Des Morgenlandes maibetaute Blume, Das Eiland Zákynthos auf stolzem Meer, Gebar den Leib für deinen Lichtbegehr: Der Wunsch blieb still auf duftbewehter Krume.Verliebter Lieder Lilie wuchs zum Ruhme Der Griechen, sproß als ihrer Helden Wehr, Denn Reinheit ist das Erz für hellen Speer Und hilft dem Volk bei altem Eigentume.Ersungne Bäume setztest du den Toten, Zu Marmorurnen, wo ein Name glomm, Gewitter keine Inschriften bedrohten.Wie ging dein Schritt zu Gräbern schlicht und fromm, Bis, dort zu knien, Verbote dir entlohten, Denn bloß zum freien Menschen riefst du: Komm!",102,Jahrhundertwende,Expressionismus
28742,"Hartleben, Otto Erich_[Es steht die Welt in Blüthe]_1885","Hartleben, Otto Erich",[Es steht die Welt in Blüthe],1885,"Es steht die Welt in Blüthe, in Blüthe steht dein Herz! Wie nun der Sturm auch wüthe, es schmolz der starre Schmerz.Denn das ist Lenzes Stürmen, das ist des Lenzes Wuth: der rüttelt an den Thürmen, der peitscht das Meer zur Fluth,der zieht durch aller Seelen und weht in aller Brust – bis ihm aus tausend Kehlen die Erde jauchzt in Lust!",71,Naturalismus,Naturalismus
